RGIId,Loibl_ELA,Loibl_THAR,Loibl_AAR,Loibl_AABR
RGI60-13.00335,5801.040175296624,0.2440081472246999,0.8848911073649742,8.172959635339602
RGI60-13.00337,5896.106681297822,0.3772665695201446,0.7465888471570584,3.0976073144843927
RGI60-13.00347,5705.024528324168,0.2855001257462099,0.8664510481109832,6.792787392806145
RGI60-13.00358,5763.289800535169,0.2641923209677712,0.8349588328811908,5.316354140320991
RGI60-13.00362,5811.443326256187,0.4033733252170878,0.8074960313221238,4.3767219350170805
RGI60-13.00369,5920.0073838534645,0.3162900742172571,0.8184666760748549,4.73618364088976
RGI60-13.00372,6017.8682933486325,0.2600044605617514,0.8513834849298902,5.968754520957785
RGI60-13.00376,5860.724058684352,0.2409986910424004,0.8178806519728411,4.704522767877868
RGI60-13.00377,5909.828582790686,0.3275765266155503,0.8737627213495387,7.075549963488789
RGI60-13.00378,5780.680550316964,0.3551637198345937,0.8111541889208754,4.483157376652027
RGI60-13.00380,5832.88484593414,0.4411915303697198,0.6967124335022693,2.397796373252521
RGI60-13.00381,6175.500925637089,0.255642686934332,0.8608903189264506,6.443607132609478
RGI60-13.00382,5992.585076369963,0.4455806043314014,0.7725902529318354,3.521530534043499
RGI60-13.00383,5904.741008719711,0.2021946830146298,0.8589145625149592,6.26128346410704
RGI60-13.00385,5827.50255525947,0.3559270248947446,0.7910847287888534,3.957279849067884
RGI60-13.00386,5874.77449678236,0.3341294131571071,0.8213952872053786,4.839452483584453
RGI60-13.00390,6160.75092704976,0.2701085813881289,0.8570301553201856,6.260565605936455
RGI60-13.00391,5753.51583912727,0.3081594316352437,0.8361663911658972,5.50900847968096
RGI60-13.00394,5750.847738487019,0.2507325192801833,0.8346587247915943,5.284276093744905
RGI60-13.00396,5891.619968853685,0.3190102278521561,0.8237680051463051,4.882675415167842
