glacier_type,temperature_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
5,2,0,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,3,0.45015678356702465,0.03791911029693693,0.011137368342156099,1,2.14872489250306,,0.0
5,2,1,0,11,0.5976429015462684,0.05878436569277315,0.008876088241960178,11,0.48269924434473394,0.12507850766537712,0.003922211946215019,1,2.083557955053976,,0.0
5,2,1,1,23,0.5751982785381216,0.06580907713195422,0.003886619471442135,24,0.4459442535608915,0.10573495569373496,0.0020238345549772607,4,1.8463676971462535,0.2504984001647086,0.060472664837172174
6,0,0,1,25,0.6344847672105002,0.05043839930501405,0.005541750633244383,62,0.56429621931384,0.15485752177130926,0.0033400004961357606,5,1.9263758587200104,0.19633439537045075,0.0
6,1,0,1,37,0.6081892459410484,0.05880039262355479,0.0029700839419039542,74,0.4425336791277938,0.14848063933050973,0.002984837264289823,2,1.6339606386796584,0.06999495880419426,0.0
6,2,0,1,4,0.6466513126818649,0.02947266781767576,0.0,6,0.6079007339049557,0.11341337784918974,0.013392564171622915,1,2.0711574945160343,,0.0
6,2,0,2,71,0.605623223993056,0.06551864754893554,0.004205966279912167,75,0.4570319031912616,0.13014193960618864,0.0027692824228879196,6,1.8216927833301046,0.3145536354331105,0.12739613645438996
6,2,0,3,93,0.5845351203138025,0.0720839923304851,0.00309837562014839,99,0.4132226817697678,0.1409170259675576,0.0022205199238454027,13,1.9297186115194265,0.263769417698391,0.06817599465289301
6,2,1,2,5,0.5858154665990288,0.03155604659647372,0.0,8,0.43153453428588656,0.10245116024262835,0.004109352833457196,1,1.2836383373849436,,0.44456539256237027
6,2,1,3,18,0.6186982059416525,0.07613273656665907,0.005825788757533382,18,0.41579063601559657,0.11185890633273116,0.005326796430779303,3,1.7749181800882505,0.5386962141103406,0.0
6,2,2,2,10,0.6143426943790621,0.06811777386762492,0.017633797977606648,9,0.4067240405006171,0.07227552261458657,0.01153220855362641,1,2.076762344613324,,0.8013291318689304
6,2,2,3,9,0.617585353189821,0.056729871759968506,0.012268484452840971,9,0.39568545738144206,0.08115848416151025,0.006860005268831111,1,2.1865222572516907,,0.0
7,0,0,0,12,0.6300108755310267,0.051201956141565155,0.006352334994935343,40,0.5380948146448493,0.15317085538217204,0.004496646171479663,2,2.070250609793419,0.11906896160591925,0.0
7,0,0,1,17,0.639330402044061,0.04482457569329779,0.006556737968346655,48,0.5268237824468387,0.15211954152038457,0.004145545766706895,2,1.8722440319846876,0.18177140904745656,0.16155891891907403
7,1,0,1,12,0.6401608417536481,0.056342740870078796,0.0062433830302356386,36,0.42928482089910186,0.1477249929839462,0.0051385482302910585,1,1.913551553883076,,0.0
7,1,2,1,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
7,2,0,1,12,0.6098165150367674,0.04780473470522662,0.00305222110760151,21,0.5177964173939564,0.12174372095398783,0.003146797983130132,1,2.0686052695225503,,0.2349628958668908
7,2,0,2,5,0.5917597924199488,0.08593070951146439,0.010241071662125106,13,0.4968309584105889,0.05809344892236137,0.0035863242682783814,3,1.9571901776243141,0.1118822438640941,0.12112850289253714
7,2,0,3,10,0.5934453716493253,0.08900403885866781,0.005049960180108005,18,0.46917163810683493,0.08100093826327322,0.002552184835006285,3,1.5737739564452558,0.42261303238632614,0.0
