glacier_type,precipitation_category,area_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,1,0,1,2,113,0.5247063517141808,0.05827606244508149,0.0,114,0.547641732008891,0.1000417498475836,0.0,112,1.1922736833434584,0.27426246400069404,0.0
0,1,0,1,3,61,0.5220657926591914,0.057922572919296665,0.0,62,0.536109747360831,0.10586694656124505,0.0,61,1.2218287949946256,0.2956038261636983,0.0
0,1,0,2,0,2511,0.5384710107132628,0.05916935239434926,0.00014394409024866102,2539,0.5426862820103656,0.10409403199348095,0.00015499868064380157,2500,1.2350141851289027,0.29776566364743484,0.0008654043788523381
0,1,0,2,1,8589,0.5295798877813775,0.05764186753476581,2.9571116014301043e-05,8671,0.5427019017680115,0.10207488873639838,3.27187669123793e-05,8613,1.189488630809448,0.28319476221007556,0.00017551662014778403
0,1,0,2,2,164,0.537983314234454,0.06017129852267023,0.00010911312309580466,164,0.5429199080679847,0.08828906839322352,0.0002500972669621292,161,1.2319355342743687,0.29497141688428613,0.0008283236786317454
0,1,0,2,3,59,0.5287695640168635,0.05795322406443635,0.0,61,0.5156432982887764,0.10245148985867818,0.0,58,1.2262466689881266,0.290016411715638,0.0
0,1,1,0,0,1790,0.5237253568204757,0.046947779476652005,0.00018011480293531146,1794,0.5007798476734798,0.10237075492429802,0.0001378238061430525,1793,1.1631827843124405,0.2309970540542558,0.0008383163026707783
0,1,1,0,1,3258,0.520559059305119,0.04605104599907287,0.00013341073064359116,3259,0.49837082495065915,0.09984682568872885,0.00011637987397964033,3274,1.1432300725238957,0.2277087077207322,0.0005929661238458922
0,1,1,0,2,52,0.5389598207072459,0.057425196423433654,0.001037878873620779,53,0.5276991775825283,0.11387262911241786,0.0006822212248491337,46,1.2866853000251368,0.3038676330486463,0.007547813215868886
0,1,1,0,3,55,0.5369060147448503,0.0681942577887798,0.0007609143463889513,56,0.5076290382143529,0.15734256330858645,0.0007797618023671739,48,1.3648995096366667,0.3978971399098659,0.004419187887430318
0,1,1,1,0,1947,0.5293615498626437,0.04800744065440071,0.00011431902883587405,1957,0.503492615276551,0.09548731800828436,0.00010597338020394981,1945,1.2041020966331966,0.24293911639213076,0.0006631138989368498
0,1,1,1,1,5846,0.5182735576978147,0.04585712709278586,6.875918245941883e-05,5875,0.4890125592712085,0.08997615428810608,5.3185314685220556e-05,5863,1.1486842650362041,0.22546698700132645,0.00027786875315088895
0,1,1,1,2,79,0.5259566779219607,0.05382913458542812,0.0006767944849561254,83,0.48368908832566887,0.10127467808506461,0.0007680265666453026,78,1.196134174053012,0.28504719810347423,0.00469132318984581
0,1,1,1,3,37,0.5288760712244513,0.0631572207314588,0.0016338634868951834,37,0.48296010895032243,0.1011147170466737,0.0014603352928270787,36,1.2895315178455806,0.3315364895090928,0.009337665343621305
0,1,1,2,0,1707,0.5546915416119224,0.05743177807310556,0.0003642053869818472,1778,0.509267928187906,0.09884079943844326,0.00036853267087632186,1670,1.3405632007776886,0.30704466878008846,0.00227389283177701
0,1,1,2,1,5889,0.5367318475430938,0.05307566450653465,0.00011976776708847874,5950,0.5007209066713282,0.09200621671425492,0.00011421887257956901,5829,1.2626807524921617,0.27468150790665663,0.0007168992252816511
0,1,1,2,2,99,0.5687977423380048,0.05707534271006317,0.0009442847637930337,106,0.48320614777810833,0.10001167065507435,0.0010402375053071727,95,1.4372687161461706,0.3235338783138633,0.005230321584266343
0,1,1,2,3,33,0.5695689030464001,0.08095601488941727,0.0029458313601381436,35,0.48138636990810335,0.11379724499402057,0.0022216968123197206,30,1.5205895383053927,0.4149450324462167,0.020353019184365894
0,1,2,0,0,1290,0.5352084462570444,0.05005451175289298,0.00028354700192639057,1292,0.486381370403938,0.09976806641289045,0.00019491269825688725,1264,1.2755220906944809,0.28460483049443897,0.0015019754021757235
0,1,2,0,1,2952,0.5332210731672683,0.048017170764704624,0.00018520322815942974,2973,0.4833579668749133,0.09505142187195675,0.0001268220610170649,2901,1.2595749316766913,0.2790741132192697,0.0010030456393925577
0,1,2,0,2,47,0.5612318690654384,0.0712219534416619,0.002991742909524137,52,0.4948206388836164,0.11719328311565057,0.0021656522621456837,34,1.4769779971319168,0.40555671430701024,0.016778711732129362
0,1,2,0,3,54,0.537159504950388,0.06844598056189423,0.002510351238423486,58,0.46182727449979133,0.122771698522646,0.001664960500676429,38,1.4791459286634818,0.3689825077539423,0.025310407522737288
0,1,2,1,0,720,0.5437522214021046,0.0541738593969619,0.0005265173837334615,738,0.4776230362387393,0.09289962123228289,0.0004570107434961408,708,1.3304872294096224,0.30393062622309963,0.00307911646514905
0,1,2,1,1,2325,0.5327817027393759,0.053568029151101,0.0002376439141343624,2364,0.46974095381451303,0.0866083381569067,0.00018260568409230366,2275,1.270679711596812,0.29150581492989913,0.0013683806265299603
0,1,2,1,2,51,0.5833373488915642,0.06662517001741153,0.002772982085702465,57,0.4411792612553146,0.10915800996260924,0.0020246386365164685,42,1.5319973390474284,0.36199571557256977,0.017583219404346966
0,1,2,1,3,15,0.5661102792206895,0.07616872494478813,0.0050056529044501885,18,0.44439787833661665,0.10686232060267122,0.0034374240613943862,10,1.5041027416405635,0.3390259772118556,0.042456192124528155
0,1,2,2,0,330,0.5799988214794289,0.059175426991823786,0.0014268850951733652,409,0.45547546753843304,0.09840494742301979,0.0012914147688094543,300,1.4937618244284,0.3206673087972214,0.009375978361937851
0,1,2,2,1,1243,0.5537121299669395,0.056892044874978454,0.00044963513038104216,1302,0.46579167390883885,0.08489216483086864,0.000432051175403063,1183,1.3886130825931464,0.3102503057936746,0.0028719473646095345
0,1,2,2,2,37,0.6259635683564875,0.03914797286785622,0.003372113842108029,43,0.42604128728491697,0.09214054982481802,0.0026709324865855613,33,1.7878700022639444,0.24087980571388165,0.02837420125526141
0,1,2,2,3,4,0.5251267762824616,0.10076069653047369,0.0,8,0.45085925089737905,0.05436242248460522,0.004979285139880728,4,1.8213637579107915,0.47309376794434754,0.0
0,2,0,0,0,1162,0.5313646917972099,0.06651330447563397,0.00024269740248023314,1202,0.49618431891335435,0.12537746814415401,0.0001807426955301798,1169,1.18994760594516,0.3282866593673241,0.0010985343775876811
0,2,0,0,1,1684,0.5289462607710986,0.06399855106010674,0.00027367484571387893,1726,0.5013033083790484,0.11984488179555738,0.00022845915705485144,1677,1.1764381418268879,0.31046217641358415,0.0013120241394868845
0,2,0,0,2,910,0.5413646809790945,0.07004952726030006,0.0002729070706662327,976,0.5502368914541451,0.12741017261873128,0.00025331010605258097,912,1.23722682520928,0.3585416244488266,0.0015870848227037366
0,2,0,0,3,560,0.5457688330582454,0.07173642838866218,0.0004372780368879968,597,0.5354867425923654,0.12587142386390163,0.00040116079131788997,557,1.2688029802819478,0.37328301004788444,0.0025460808516227585
0,2,0,1,0,1653,0.5245395507845926,0.058255208187151505,6.726531020944911e-05,1664,0.530754258652831,0.09943207241466237,7.69358258275787e-05,1641,1.176528503787579,0.2770528646451452,0.000309971483126115
0,2,0,1,1,2964,0.5188218531580095,0.05560807685709315,3.058447866032986e-05,3001,0.5212235925310126,0.10116007290468865,3.2450995073289124e-05,2970,1.1427830945754114,0.2676475304981815,0.0
0,2,0,1,2,1470,0.530333999452315,0.061623917840723165,5.339750986734245e-05,1476,0.5676117388660468,0.10619558896444181,3.101738965276054e-05,1471,1.1977830417777566,0.3040887259096947,0.0003970099799999412
0,2,0,1,3,680,0.5305717443110353,0.06488790555306762,0.0,684,0.5562382824363119,0.11036345974998327,0.0,677,1.2044581669883438,0.32036264518413476,0.0
0,2,0,2,0,2051,0.5241275761587234,0.05349925974295401,7.736619144798795e-05,2049,0.5476545155382826,0.09431115641490408,9.598106177864248e-05,2046,1.1801253702739047,0.26399350799141763,0.0004922468199128396
0,2,0,2,1,3962,0.5214554631753348,0.05618794491204383,1.753556134074786e-05,3995,0.5393810250730118,0.09525889995354296,2.3948388944267298e-05,3970,1.1706543302030197,0.2725554286784164,9.072797493789757e-05
0,2,0,2,2,2439,0.5240871806126595,0.05928894310883746,5.261408605838701e-05,2454,0.5560500330640573,0.09863501445539188,4.983817120509282e-05,2455,1.1788382513558835,0.28963844897153984,0.00020774572413626098
0,2,0,2,3,1030,0.5240173651560065,0.061564221178580895,5.3168053121975924e-05,1042,0.553016341349875,0.10170865339407392,5.8114963251139726e-05,1042,1.1788409999138274,0.30855927982488435,0.00036115550869561633
0,2,1,0,0,1371,0.5241543526256139,0.05113482203794369,0.0001642235907728819,1372,0.5175744441176102,0.11496665301115208,0.00014315562320608294,1375,1.1791943339720357,0.25483704082608966,0.0008025501845795536
0,2,1,0,1,2098,0.5202300319081322,0.04785572443840989,0.00013565758646345957,2089,0.5131675119995932,0.10766722162946113,9.760404117161486e-05,2111,1.1543416694556397,0.23784971473976704,0.0005604690957684344
0,2,1,0,2,328,0.519701317287517,0.056547454197363047,0.00015656614054955102,329,0.5379140605415887,0.11940467614072701,9.165120299178744e-05,334,1.1921937636193227,0.2900993538775457,0.0006551936986652584
0,2,1,0,3,229,0.5287629323606164,0.05788102137725041,0.0005038440024357235,226,0.5358459351576914,0.11814268306234127,0.0002811061239592584,222,1.2235421293506603,0.27550050135926313,0.0024270498434062733
0,2,1,1,0,2017,0.5278621769407531,0.0436125282434063,4.317587580792667e-05,2019,0.5231795337880598,0.0934860418606341,4.3832988210970665e-05,2011,1.2262252095842128,0.22816440336446195,0.000183678020042539
0,2,1,1,1,4156,0.5227996936720569,0.04450459886048615,5.2758743780537484e-05,4162,0.5153061670497789,0.09463060618412014,4.771996323811322e-05,4158,1.1956596160983965,0.23220063764590657,0.00018838963428222474
0,2,1,1,2,876,0.5397094854944308,0.04853617292090611,0.00012742298090211423,875,0.5593468577421107,0.10279253432831197,9.800558073488483e-05,864,1.2975117171600328,0.26165484127098587,0.0007174909772058866
0,2,1,1,3,392,0.5380036594451303,0.047213367685833375,0.0,393,0.5526302276728914,0.1021475522546297,0.0,389,1.294293479477587,0.25109346811524136,0.0
0,2,1,2,0,1657,0.5377672994609322,0.046581828220246466,0.00010981818113028393,1670,0.5246766038147815,0.08568681386448058,0.00014513922094789005,1639,1.2915497886320724,0.25736957810928973,0.000617667936408281
0,2,1,2,1,3368,0.5298326277419365,0.04648640968226324,6.194111106351576e-05,3385,0.507515852018568,0.09032316665928194,6.489243480880104e-05,3341,1.256885778967513,0.2482267581672421,0.0003900665728130678
0,2,1,2,2,1156,0.5428482320163398,0.04732362898444129,0.00020156936474721902,1159,0.5369950686417587,0.09099874270283387,0.00016644841444836278,1143,1.328107390203622,0.2564501760731561,0.0011149107519939972
0,2,1,2,3,517,0.5469420824713616,0.05117368566826016,0.0003643634317329212,518,0.5253833784984786,0.09558033358919583,0.0003308380878363193,504,1.3566963345241327,0.2847887299300917,0.0024938062030136344
0,2,2,0,0,1318,0.5411389839925537,0.04840594529844707,0.0001619492086546178,1321,0.5231036394661568,0.10670880346259158,9.79355256379112e-05,1284,1.327525229364406,0.273793224099554,0.0007898488729826311
0,2,2,0,1,2306,0.5395881743959814,0.04886515827361827,0.0001184737417142197,2306,0.5163641518295387,0.10547922573469823,7.379100519449326e-05,2255,1.325786406026673,0.28270215532157505,0.0005931541865175407
0,2,2,0,2,200,0.5325056907834979,0.058080087974126976,0.0006683918236643757,205,0.506703776172774,0.10251929992678667,0.0004412400061808914,193,1.3246123318913416,0.3350430472037228,0.0041628891869361535
0,2,2,0,3,134,0.551784017648654,0.06161917640625703,0.0011811623071823416,134,0.5338975741609349,0.10344094141675922,0.0007674595823237712,121,1.4063835341033841,0.33387764501645273,0.007182073827250665
0,2,2,1,0,1006,0.5467248962647439,0.04309540513926155,0.0001278147404524902,1009,0.520351472332513,0.08802232790742809,0.00011220809782913603,971,1.3931369245289795,0.26046990081047616,0.0007176317140265206
0,2,2,1,1,2155,0.5423648305156065,0.043184968048128394,7.987922460584919e-05,2165,0.5111284842974663,0.08891080075339881,5.91330667215572e-05,2118,1.374739590059707,0.26282491063486785,0.00042467829137265956
0,2,2,1,2,501,0.5566399061740201,0.05188314959091472,0.0005443314395380016,501,0.5352913321398496,0.09572288938270548,0.00038048833857335935,470,1.466954630928033,0.29574565672134395,0.0035231042979798222
0,2,2,1,3,250,0.5581893760828257,0.05032088926189439,0.0005947743916403792,256,0.5118275806410714,0.09588376266224605,0.00047096645436056086,234,1.453211036832919,0.2769691245991424,0.003908211568079532
0,2,2,2,0,339,0.5585811403891442,0.04607803542946153,0.0006629193080618768,365,0.4976746969594833,0.09038024799885183,0.0007416386326724944,321,1.4491918047860075,0.26942663617252055,0.0037737945409425802
0,2,2,2,1,947,0.5464620492290754,0.045710203774070944,0.00024420783087612254,965,0.49442854734308445,0.08179727115552667,0.0002515526038114594,901,1.4030362636324092,0.2653459331622871,0.001351589273992733
0,2,2,2,2,487,0.5669161089654149,0.049264578621139136,0.0006821170064834987,493,0.5234325253555482,0.09975646079194123,0.00048635168322529057,454,1.4997613736422264,0.28233071754665856,0.0044417772984624
0,2,2,2,3,221,0.5693936223775488,0.048367125815436875,0.0009459363132414243,232,0.49646101340988064,0.09794584035934302,0.0007146880892432825,205,1.5254562658341924,0.29538462171421076,0.006295018593400044
1,0,0,0,0,85,0.5553158407885377,0.0647231572335188,0.0027249631839916517,89,0.4881598387287298,0.12305889246026694,0.0023795161834628924,83,1.3228954734219982,0.35033610525327796,0.014254807835508525
1,0,0,0,1,185,0.5377341084736483,0.07431539221835312,0.0011986291413285189,193,0.4787421007658752,0.11839410052729508,0.0009923854847521223,182,1.2341986055329515,0.3773392526129832,0.007166549011654984
1,0,0,0,2,63,0.5332245562173207,0.06313426964002214,0.0,65,0.48357807655464613,0.11688251214669279,0.0,62,1.1768669628520234,0.28367437718035404,0.0
1,0,0,0,3,24,0.5425531472882708,0.06370628557419146,0.0027156124614148036,27,0.5046295741516375,0.13753575970480098,0.002469682611605401,24,1.2362795568326368,0.32738195752730553,0.01163577088389949
1,0,0,1,0,61,0.5389901940515855,0.06743216131774063,0.0026786939318216942,62,0.5449599788706821,0.11341741322449302,0.002770298434031103,60,1.275983635892348,0.3479284614361621,0.011199219954643994
1,0,0,1,1,169,0.5186064797081243,0.05462587006017046,0.0009332169639318795,173,0.5191635889806254,0.11223352772795867,0.0007694467895996149,172,1.1250632945445433,0.28095734372399306,0.00389241383323232
1,0,0,1,2,57,0.5386945663210293,0.05826141741079073,0.0,56,0.5253283266123557,0.11192794623275222,0.0,56,1.2042716359739067,0.2781773143294601,0.0
1,0,0,1,3,9,0.5178688869274656,0.05070125036180755,0.0,9,0.49096063558429975,0.08752463381120745,0.0,9,1.111033803063646,0.21961333381109976,0.0
1,0,0,2,0,41,0.5449843909898574,0.062037612496732515,0.0022537394591506605,43,0.5543994031586408,0.11860136426556507,0.003968161124114711,41,1.2595309859543549,0.3240131262249983,0.0154986781752292
1,0,0,2,1,175,0.5218842624823378,0.06434058551889249,0.000152137740975555,180,0.5226895772039428,0.10904294982824347,0.00043430544046965143,180,1.1407052343874233,0.32249775247004353,0.0005966602824699451
1,0,0,2,2,21,0.5458852251400769,0.06867408496497544,0.0,21,0.5449625858272077,0.10721138274011013,0.0,21,1.2786206504348878,0.3580040222208681,0.0
1,0,0,2,3,8,0.5779162024015697,0.05574129329773621,0.0,8,0.5504407278864841,0.11608238149595893,0.0,8,1.4310769595463497,0.31654480924401046,0.0
1,0,1,0,0,439,0.5286443347777994,0.06473713486778913,0.0008814981631280997,450,0.5040584597739932,0.12132408130966288,0.0007656878788206851,431,1.2033481260901795,0.3232689438002339,0.004934952586020055
1,0,1,0,1,767,0.5303962603797123,0.0644913104742954,0.0005956132568518199,788,0.49665998552117185,0.12028884821937554,0.0004971603390856304,760,1.2169724445389416,0.33565403620719025,0.003171789452650539
1,0,1,0,2,79,0.5300135474983183,0.05532515831372333,0.0013187246944320022,79,0.4610701251925283,0.08992287353529708,0.0012246570278964127,79,1.1791908210789581,0.286200637526926,0.006544405432782694
1,0,1,0,3,21,0.5060804251073906,0.06934972994990012,0.0042348119004846025,20,0.4561278502425892,0.11436330976661302,0.00450838455101211,21,1.0807066690976672,0.3159806555048686,0.024333447597015015
1,0,1,1,0,179,0.5343439715458492,0.0598507785961486,0.0014385434376648026,181,0.5242085662454714,0.1090897390423037,0.001284893065362753,176,1.265987415997668,0.3248122477515047,0.008301049129582681
1,0,1,1,1,571,0.5113887282978042,0.05634346024720426,0.00046560031328606586,584,0.49478437674501563,0.09804798635217984,0.0004111134681740679,576,1.1270468944869299,0.28978287760855176,0.002497277935611218
1,0,1,1,2,51,0.550247989318644,0.060657229205966036,0.0018943265390733966,52,0.4828265633824599,0.10092186320344403,0.0019897909797622305,50,1.2903617598382089,0.31361268789861485,0.010952158173742715
1,0,1,1,3,15,0.5521563731960755,0.06619283769612465,0.0027836829676376167,15,0.5081082464608937,0.14601898656033951,0.0034223160999956076,15,1.3144639568272047,0.34884908825910044,0.01692742761909772
1,0,1,2,0,95,0.5651478763057501,0.060532974446396846,0.0018006678109008076,96,0.5297106656307927,0.11661652178164361,0.0022244559109729813,88,1.3654948580715103,0.3047069537527286,0.009808297204397265
1,0,1,2,1,315,0.5197870468146373,0.05394744517369497,0.0006890279236828556,324,0.4986934865980613,0.10133786434086296,0.0008151846567711975,314,1.1590783736969401,0.26299387828739146,0.0037507444022851664
1,0,1,2,2,31,0.5529830151479974,0.047228131365656394,0.0019589488890586234,31,0.5172057489881834,0.08469201414000721,0.0021285879242277143,31,1.3237778919121244,0.2791921521086842,0.010396612626127868
1,0,1,2,3,4,0.6059955884164104,0.06251127411330035,0.009233245070896151,5,0.4850055244287512,0.07014840210456691,0.011955544237088488,3,1.4280648708872812,0.18783174413682657,0.0
1,0,2,0,0,1589,0.5616380034844616,0.0632290624799992,0.0005440171884638835,1719,0.5205808044621992,0.10872393416205178,0.00044511715435936494,1283,1.4276788996746002,0.35209036669442667,0.003520067901296917
1,0,2,0,1,3854,0.54781692557448,0.06481285611159499,0.0003386969251853596,4076,0.5033454977992746,0.11317217056898704,0.00026115011944395113,3344,1.3825958421811557,0.36521980623490086,0.002043344528031273
1,0,2,0,2,61,0.5503963884896991,0.05658854373720727,0.0022180448287820857,65,0.4636063563376631,0.11191104874894794,0.0019460765955824424,59,1.2731152058707036,0.27218286939354636,0.011665296629631805
1,0,2,0,3,17,0.5979150333195324,0.06571580204985053,0.005499534386472724,22,0.46087426350132804,0.10138844018453749,0.004538111723269863,14,1.474621853880146,0.36847192513322213,0.042390554303562374
1,0,2,1,0,293,0.5792483902283363,0.06418047115346702,0.0017082546171764855,356,0.4642769720576442,0.10209563662884628,0.0013433748388714459,246,1.4781592326931208,0.3565059778322818,0.011560772926347176
1,0,2,1,1,1396,0.5471645242866815,0.06694879656926617,0.0006913466178628809,1542,0.4457827017210598,0.08939378579862481,0.0005414659725736284,1296,1.338090077011559,0.3574808873737302,0.004424814655366614
1,0,2,1,2,47,0.5659724711774207,0.06045736085655575,0.002486384166662348,54,0.49866787590130196,0.08215553465987291,0.002274201152923849,44,1.3636522807479072,0.3234686485973105,0.018764495849106475
1,0,2,1,3,11,0.5931347422573398,0.06835921113720592,0.009467564917750599,15,0.40975927681806223,0.09763009047728656,0.006600530977863899,9,1.5203372752721966,0.32996574213030017,0.05707106494612202
1,0,2,2,0,107,0.5957669316399243,0.06846343327684949,0.003294581815001453,134,0.4689479138882748,0.10294655760663268,0.0026959977303212786,89,1.569424486934568,0.3818008079651385,0.025193145457039285
