glacier_type,precipitation_category,area_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,0,0,0,0,1081,0.5520761566985016,0.06779177329858303,0.0005371868366677406,1138,0.5130386257482813,0.1326095840097858,0.0004548524410364104,1052,1.2880471000305267,0.34448246985118625,0.002956796433963008
0,0,0,0,1,1949,0.5463246863395977,0.06698074343652886,0.00032600582439031717,2058,0.5156129823520776,0.12260471956851741,0.0002798765481628547,1909,1.2551573187566094,0.3357942143905898,0.001815695848425739
0,0,0,0,2,223,0.5383343619821662,0.06825781330402199,0.0009637240697364984,229,0.49127026712777416,0.1145173488509143,0.000871724547580078,216,1.208459063201554,0.32486769768005685,0.00570879324737681
0,0,0,0,3,117,0.5542255830551089,0.07110966568130773,0.001897245415057121,132,0.4828770936052919,0.1374300338238944,0.0017223390099753268,101,1.3156328494211185,0.37207793324542066,0.013213734832946708
0,0,0,1,0,986,0.5501014270103445,0.059915155082734046,0.00026786896900329003,1004,0.5539072620842356,0.11679486924539581,0.0002816315860466383,982,1.2871805605348927,0.3128923415574018,0.0016359566714966548
0,0,0,1,1,3936,0.5372483287718041,0.0572824683553462,0.00011066955053147156,3950,0.5489908599773311,0.10323026986717364,0.00011817824587990081,3922,1.2129271841571663,0.2853476683728112,0.0006347552202568488
0,0,0,1,2,130,0.5363789596619021,0.060671604340910686,0.0002247393114636381,132,0.5270622671496731,0.10143274185307152,0.00030735120258820243,130,1.2094125429624578,0.2993480634984379,0.0015958894006800506
0,0,0,1,3,20,0.5344229891554668,0.050337966112945054,0.0,22,0.5166653623257403,0.1369594820834181,0.0,20,1.1855101278471696,0.24199648069806648,0.0
0,0,0,2,0,1452,0.5621740572924137,0.0595186743620132,0.0003396774051091302,1477,0.5585809790740157,0.10601856949569355,0.00036312913208840506,1425,1.3415904381028372,0.3159108019068973,0.002237128689223901
0,0,0,2,1,9055,0.5492428747577776,0.05138806725227995,8.655930622260795e-05,9070,0.5633593291764966,0.09052391631452562,9.303887336106766e-05,9018,1.2735908911699234,0.2645555100145153,0.0005462951374537272
0,0,0,2,2,109,0.5529776630512075,0.05214392383018506,0.00032718344552872957,109,0.5495906907996824,0.10614603648486823,0.0005053624894828634,108,1.285301604722621,0.2701919046868319,0.00241200483069992
0,0,0,2,3,11,0.5229614414500602,0.03865123719993837,0.0,11,0.4906031533945238,0.10053661693997004,0.0,11,1.1269652334731555,0.17837358109160129,0.0
0,0,1,0,0,1601,0.545026401695388,0.05747308240345797,0.0003666515172743897,1603,0.5255892593352891,0.12338923870353785,0.0003105292142530805,1574,1.278785002221506,0.2958672630917121,0.0018707548590171127
0,0,1,0,1,3027,0.5349789431220634,0.0556346270837473,0.0002503728721485561,3037,0.5148787183449368,0.11431757656737941,0.00021911784297405155,2993,1.234911130548418,0.2946908406840452,0.0013846985783034743
0,0,1,0,2,111,0.5473140562177787,0.060033458440350566,0.002375358638472334,113,0.46243647911842645,0.12408364742292653,0.001944411227285741,107,1.283604850352115,0.3518174458649417,0.014530308139782077
0,0,1,0,3,43,0.5714387584732968,0.06083726317904796,0.0035605371095989973,44,0.453404597525182,0.11042406930985485,0.003145099594754283,34,1.4201221454155273,0.3632476564440412,0.028362692698083163
0,0,1,1,0,1337,0.5592865719006693,0.056239254083942314,0.0005223868579902108,1359,0.5301809398619721,0.10766167395957726,0.0005022496560099353,1307,1.360119435263497,0.30562429982005823,0.0032329569729632433
0,0,1,1,1,5509,0.5335055929764567,0.04991379565757751,0.00016721245530818398,5555,0.49842279548827834,0.09524221849619044,0.00015666482459413195,5475,1.2193801061509653,0.2617866230933127,0.0009417697110291899
0,0,1,1,2,50,0.5518173494254391,0.04033241072017572,0.0021182404851649754,50,0.4721103014361592,0.08345083353022054,0.0022363442930252095,50,1.2830432349909537,0.21972503079189068,0.012879204082634628
0,0,1,1,3,6,0.5777866797785316,0.05164031243769669,0.009556108601162516,7,0.48811080259944234,0.0941780698790143,0.009517040517765734,6,1.4677271759265436,0.28562270692350955,0.05392675668531647
0,0,1,2,0,1183,0.5858262286916582,0.05518256454598187,0.0007516974436092787,1268,0.5271110808935603,0.10150824835167234,0.0006901280599731919,1120,1.485050396838727,0.31341261753172706,0.0049698244844573235
0,0,1,2,1,6800,0.5587752339599188,0.05036253266584688,0.00022309301208494462,6903,0.5127341026916331,0.08762227889381174,0.0002106595028717038,6684,1.3453625395922222,0.2727565876807515,0.0014004125433128495
0,0,1,2,2,40,0.5840860497824066,0.06176503300106807,0.0025782577281719564,45,0.49538994670518327,0.10827461694881133,0.0025062802260376387,37,1.4401620358114475,0.32202455069259317,0.021425381954352805
0,0,1,2,3,4,0.5977532138336893,0.04949628175580591,0.014386034531130576,4,0.5082321008177022,0.026470215553998457,0.013886743039296268,4,1.5673535472353795,0.3640479099187618,0.1166101862924625
0,0,2,0,0,1714,0.5702595058013108,0.05766418917612466,0.0005357957883905878,1789,0.5227524286982942,0.1094815315773194,0.0004467588780869994,1480,1.444256618109243,0.32431989376338405,0.0036093375878890437
0,0,2,0,1,4736,0.5597618963759792,0.059340095544221,0.00032279630780202554,4910,0.5031836324255967,0.10488342509865688,0.00024791967782870493,4219,1.3974862409343878,0.3372846595356947,0.002051179694704228
0,0,2,0,2,29,0.5590861043038101,0.06724700127368623,0.00504289115036254,35,0.46169370663594034,0.14489945602635035,0.003681842797342788,26,1.3626417902433121,0.34479580297951123,0.0338895668677766
0,0,2,0,3,20,0.5716371565025318,0.08496339469928525,0.007315160723049427,20,0.44718970774239536,0.12550887629821952,0.005384025725056359,14,1.5400343057113428,0.36146943211112126,0.047384073701215126
0,0,2,1,0,648,0.5884954318109844,0.056041475543624056,0.0011478358342901734,735,0.49357900402486443,0.10154581326341329,0.0010192142055080904,561,1.5358868683188898,0.314350895315789,0.008069061112939008
0,0,2,1,1,3879,0.5600856573248534,0.05794984917425894,0.0003983290479615602,4122,0.4706099406217363,0.08512189159344048,0.00032885259987072127,3593,1.3836389736880736,0.32066480788199786,0.00257624580249309
0,0,2,1,2,8,0.589636978087465,0.06776143435261908,0.006751842418415202,11,0.4254998918414587,0.13768562867274228,0.007318414466434406,8,1.560299297110328,0.4358989750138097,0.04338622363789695
0,0,2,1,3,2,0.6364484274263111,0.014961122901315049,0.0,2,0.4841538100684283,0.11505587737125943,0.0,2,1.81820970774113,0.11783184701580408,0.0
0,0,2,2,0,294,0.6188175239895312,0.050186013352393824,0.0020842830868868785,382,0.4718325988905288,0.09355308297240088,0.0017555674785845103,237,1.6875697303388213,0.28867393422399307,0.0163393213921866
0,0,2,2,1,1826,0.5839984419758204,0.055324626552159265,0.0007051666818807415,1991,0.4644796954928456,0.08016238970279467,0.0006061985060562597,1658,1.49815431984805,0.3147685701206545,0.0048795785358099935
0,0,2,2,2,14,0.620204319496262,0.046924163789816,0.003492179612350544,18,0.4214222258300637,0.08142937024676697,0.004293592216531746,11,1.6812031141274952,0.30031236280588824,0.03577206516898786
0,1,0,0,0,1283,0.534872002482429,0.06590502528091702,0.00039730297317112326,1330,0.5049651219256924,0.12014588719650009,0.00031153886297062875,1270,1.2113392442739181,0.3302943015082281,0.00205496914703947
0,1,0,0,1,2268,0.5344165186337362,0.06522504177734945,0.0002017133636414588,2378,0.5017949669850867,0.11821701402488641,0.00015312300855039183,2257,1.1922119169952683,0.32223546459103125,0.0009532015338441986
0,1,0,0,2,122,0.5450313712921389,0.07209426940421428,0.000984601335346176,127,0.506577061786749,0.11695685004088109,0.0007460436419368859,121,1.2493771350779959,0.36066009963723705,0.005400845629026823
0,1,0,0,3,91,0.5285685375974208,0.07598990692315867,0.001803744398188467,96,0.5092659325260304,0.13445691742511895,0.001229807418504226,87,1.268941418929664,0.39183879454839865,0.009107900913964583
0,1,0,1,0,1701,0.527121951973177,0.05603980769518267,0.0001473649277922312,1729,0.5290826347689871,0.1046793316816735,0.00014312165470506717,1710,1.1705099364777944,0.2763222973096716,0.000579300237419002
0,1,0,1,1,4760,0.5216175102139691,0.055333862584847786,8.982617942005526e-05,4853,0.5182681576031936,0.10298309813659447,8.267278014274309e-05,4789,1.1374050007480403,0.2681704515058427,0.0003900671957769685
