glacier_type,area_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,2,0,3,208,0.5498962248187078,0.06627186394327549,0.0012241415302201907,212,0.5060002406292503,0.11659035743636215,0.0008371332036327144,173,1.43318169477272,0.3447277151984144,0.008416975772831865
0,2,1,0,2374,0.5572248883173402,0.05386013857607616,0.0003558032948959558,2482,0.49971837400724034,0.09535082883690012,0.00033413006625823596,2240,1.409086359493995,0.29894531732104374,0.0022644724134815424
0,2,1,1,8359,0.547922710060209,0.05456252637069228,0.00019738491095534115,8651,0.4805126527065449,0.0882711830149197,0.0001651087428420097,7986,1.3490996278600622,0.3020469557727947,0.0012280550846382507
0,2,1,2,560,0.5595426671631314,0.05417060212999509,0.000556984211073532,569,0.5237410792686706,0.10277672683096795,0.00041640005603540997,520,1.4736441522174042,0.30395012745344735,0.003549999790885953
0,2,1,3,267,0.5592205807635559,0.05220222419538751,0.0006238795709403774,276,0.5072294567909791,0.09778084602266753,0.0004910034908085308,246,1.458247274190207,0.28000227313649717,0.0040986464791888996
0,2,2,0,963,0.5843104566283007,0.05756940493815897,0.0008357341362986167,1156,0.4742048299218102,0.09582408847108374,0.0007746929686365816,858,1.5306213785024816,0.30935434969845504,0.005754188974884093
0,2,2,1,4016,0.5657731307810479,0.05629283139384455,0.0003542383330638244,4258,0.47166824362180376,0.08290775280941452,0.0003178819832802663,3742,1.4406212754004701,0.30642951405534025,0.0023674178665831444
0,2,2,2,538,0.5723636757774995,0.05135249979584107,0.0006658018453614292,554,0.5125588635712595,0.10324768426114155,0.0004997548500539946,498,1.5228606585616131,0.28967184306879673,0.004533942378519768
0,2,2,3,225,0.5686066562247473,0.04967844691257759,0.0009291196676726878,240,0.49494095465946397,0.09708817291841078,0.0007105228701381063,209,1.5311195671179554,0.30075560380819827,0.006174539768645976
1,0,0,0,427,0.5395718353715995,0.06617282268003073,0.0008366832258711057,454,0.4850097347609256,0.1188489197962475,0.0007128498684358612,429,1.225054147767144,0.33585147945698585,0.004048226317400404
1,0,0,1,715,0.5313020569678303,0.07051056416496566,0.0005654379664274473,738,0.4840890849057016,0.1177438753450886,0.0004141804495167879,708,1.1961125921551394,0.3495073415232431,0.0029745267531676093
1,0,0,2,405,0.538185423674329,0.06846313397967838,0.00046314821868934856,424,0.5158886176849921,0.12499743173807053,0.00041487382918391674,400,1.2252484612616654,0.3362417191735012,0.002244547156795736
1,0,0,3,185,0.5407695496770338,0.07028536559565254,0.0008234266525332005,199,0.5162136786734375,0.1311607259631029,0.0007871359907498808,183,1.2506084154024135,0.34490798402112105,0.005396105129238967
1,0,1,0,594,0.5181618257852016,0.0605685676263158,0.00045560006127644975,610,0.5180536010253107,0.10466160381883888,0.0004072154134485328,598,1.138090269658491,0.29593662597016873,0.0019246710353860103
1,0,1,1,981,0.5155548544073759,0.05965562011389692,0.00021946414178897842,1004,0.5155816599818137,0.10479421472606942,0.00023382348318901812,1001,1.1127370317863021,0.2932610673079376,0.000940876128219281
1,0,1,2,541,0.5319352198679707,0.06485166339797466,0.00028593133829694266,539,0.5471448077422397,0.11276383679587788,0.0002106055679967227,537,1.2067542434673824,0.31975289494888115,0.0016331189206016418
1,0,1,3,205,0.5294382641420404,0.06274508536679792,0.0003104483301052077,209,0.5366778063560863,0.11368246806480928,0.0004699049610732717,208,1.2070742935854846,0.3201851854108152,0.001647955348157934
1,0,2,0,734,0.5169128739292173,0.058413370546176034,0.00021177910226966807,745,0.5355720098027829,0.09738073216052014,0.00027943070076667456,742,1.1305044634982289,0.281792251952234,0.0010810034117527698
1,0,2,1,1236,0.5107130138132581,0.05864173120228147,0.0001727774576511256,1262,0.5228822239614008,0.09827893525483018,0.0001797017023249064,1258,1.0991604733816296,0.27894577394396364,0.0008098177082508978
1,0,2,2,472,0.5198545460847351,0.061648443221982735,0.00013144208417981644,482,0.5329557316908798,0.10980739041469639,0.00010543163230200946,475,1.1608847691579989,0.2997416919156139,0.0006526665614439227
1,0,2,3,230,0.5269690284791358,0.06731849175505167,0.0003261838881631179,236,0.5332851720885402,0.10450041206643512,0.0003956771148638296,228,1.2039686122266617,0.3222213933303011,0.002343231141023112
1,1,0,0,1344,0.517157404911835,0.055747648877359585,0.00037779833083452665,1368,0.49830143185505077,0.11091691237318929,0.0003365150803941898,1351,1.1417187246841178,0.2751048680887941,0.0019080483541236612
1,1,0,1,2322,0.515691883555863,0.0567165445786004,0.0002738087892202236,2360,0.4938181423842825,0.10795025063601549,0.000215894569269496,2339,1.132740975875461,0.2845668770040869,0.0013134118719613035
1,1,0,2,355,0.526189311477885,0.056315302212335695,0.0005674385996650282,353,0.531130367578974,0.11583544178712267,0.0005797584554497767,356,1.1774149510900107,0.28616055988225575,0.003039117685503198
1,1,0,3,186,0.5175602723662271,0.06310416189184506,0.0009306084741736772,185,0.5196924168324872,0.1266792798249766,0.0007469576419873459,187,1.1435326534677575,0.29991341931463195,0.004450508389502148
1,1,1,0,1316,0.5159804233630536,0.05424211884264821,0.0002714557958868192,1326,0.5102096853135163,0.09935263383068504,0.00022709258298550736,1317,1.1584741963380012,0.2691830294850609,0.001385773500656607
1,1,1,1,2728,0.5049353756069634,0.05173589752915747,0.00016203703637471007,2767,0.4890880833158028,0.09538885328385928,0.00013818537531442375,2762,1.0982160145950077,0.2544288062965416,0.0007282256971683746
1,1,1,2,632,0.525864669808955,0.05486493497947194,0.0002805273188483806,636,0.5533972575729352,0.1077490602387911,0.0002517107985113045,639,1.215700291496524,0.2861195477137243,0.001724087957932531
1,1,1,3,332,0.5292636927571537,0.05302641015611835,0.00035208923117991244,331,0.5547558010098192,0.11015293816229303,0.0004267100155432621,334,1.2457391292041449,0.28623794169495226,0.001838680191851273
1,1,2,0,1099,0.5251090840267284,0.05683231166000337,0.00033716159305564793,1119,0.5100968388812153,0.09362804427268018,0.00036245485151244303,1085,1.1957010850182523,0.2868777223274663,0.001594134650298058
1,1,2,1,1918,0.5141300376421079,0.054101970272641145,0.00019275007995231674,1959,0.49263810933257196,0.09470951555790605,0.00019109057159800646,1933,1.149158600022993,0.27362825436769966,0.0009972826212146615
1,1,2,2,528,0.522335218957286,0.0501582965124412,0.0001916445929705634,530,0.5405940929322319,0.09774439739341179,0.0001988467182332699,532,1.2174701876997243,0.2630517020482552,0.0009773819377589107
1,1,2,3,273,0.5175453722493126,0.05503690821509206,0.00020003005197073823,275,0.5275545540407902,0.09928968019171884,0.00033755328118223373,271,1.1986821037126334,0.2633471742934603,0.0006785416754815574
1,2,0,0,4735,0.5448026658035912,0.06234042626959721,0.00023651881269267955,4956,0.5077789288368487,0.10315761915001542,0.00019019449218808323,4163,1.3425728051797723,0.3547442495462531,0.001346632789704641
1,2,0,1,10177,0.5356032040184509,0.061556090192578496,0.00015995501385894072,10529,0.49234762331882365,0.1024627550633578,0.00011881513884751967,9355,1.3082652121482155,0.3484267515929245,0.0008725388915047932
1,2,0,2,542,0.536658910051894,0.05909924310752339,0.000507974617480307,572,0.5020355396151158,0.10610825282327752,0.0003954562175721213,521,1.280955493950036,0.31874588044289415,0.00259610154965849
1,2,0,3,284,0.5364574652600957,0.07153897169274806,0.0008246283139700441,305,0.5072626662883053,0.10726533088369407,0.0006707763973403788,262,1.2834679726862699,0.35048569030341137,0.004782823664563403
1,2,1,0,2058,0.5454695777805998,0.06234459002316466,0.000362383973579168,2195,0.48595439580139627,0.0976821124874336,0.00030104587831164905,1924,1.3570764733137484,0.35060614444579236,0.0021767831021657622
1,2,1,1,5215,0.5343731192113095,0.06177426294198541,0.00022710429729215715,5459,0.47040500968528676,0.0927250473012951,0.00017987037843224878,4974,1.2999029343267232,0.3396008615133075,0.001362256622932301
1,2,1,2,1025,0.5403262623659829,0.058369653085341124,0.000311560491208978,1052,0.5141784398864034,0.09628971545667678,0.00024687895496201476,979,1.3463567322830732,0.3007897356037015,0.0018529808047762814
1,2,1,3,435,0.5369840446322995,0.06046682927774017,0.0005171560308978331,453,0.5038573599687819,0.09857177213584216,0.000449347496476455,418,1.3487084455854377,0.31706500095123324,0.003219460344779875
1,2,2,0,836,0.5521740632834565,0.06743358228922645,0.0006657447371458046,910,0.4753086241189032,0.09254352743972663,0.0006348155830710484,768,1.3631879663338846,0.3564313351899525,0.004331958318838305
1,2,2,1,1794,0.5439412450129147,0.06447787080482727,0.0004455119001678731,1902,0.4633737922316804,0.08864761873471534,0.0003853090199262026,1661,1.3300575122257075,0.3361959536524071,0.0026459882940213296
1,2,2,2,562,0.5503125526816074,0.053274681144487614,0.0005063773388022176,580,0.5110983230340954,0.09243853131795576,0.0004413230461016962,537,1.4199461061011192,0.3008281876957676,0.003077126672029264
1,2,2,3,239,0.556035251653938,0.06352477437309978,0.0008664666146804725,253,0.4921185784479746,0.09866446239560535,0.0007232102351524622,214,1.4199033585465115,0.32456133517598396,0.00574866802617163
2,2,0,0,734,0.5928924259523033,0.05651954076083749,0.0009521597396608584,864,0.5584048623145434,0.10837278289909355,0.0008228873879477361,597,1.5579595957519914,0.3176786774789731,0.0069379105194746
2,2,0,1,977,0.5901092445864845,0.05869570198813334,0.0008041403536472523,1179,0.5486420346742108,0.11668594920700438,0.0007105057692054792,750,1.5380599365080194,0.340082218041224,0.006098282595748126
2,2,0,2,69,0.5700998047526181,0.06207829691187931,0.001389611552573157,70,0.5057675529267643,0.10753340372554981,0.0009270134890210042,33,1.4949695732457198,0.3346774278071555,0.009133225227832905
2,2,0,3,54,0.5646736543555877,0.05198317579578353,0.0019353167444583817,57,0.5200567066283432,0.10396255141266936,0.0019675993433918315,35,1.6401789465688048,0.32356497760010305,0.018835933237718514
2,2,1,0,162,0.6081931496852803,0.05036735616707644,0.0026373086892756367,233,0.4986471938048518,0.09253524996339046,0.00205771676466535,134,1.6096656887457255,0.2853828973748683,0.018889395397308134
2,2,1,1,282,0.5953147908359747,0.05919151899687704,0.0018326577214871453,369,0.4873755196220963,0.10114544590007613,0.0015489731350332697,235,1.5451108912956466,0.3368335836633732,0.013507010306444913
2,2,1,2,61,0.575785494317129,0.05293105386972855,0.0008292783112694849,61,0.5277435003955809,0.09041484313962521,0.0007285259577818409,35,1.5744008816023574,0.27759909425505475,0.00706119078538595
2,2,1,3,38,0.5762050279557925,0.055464079187382775,0.0,38,0.5565181780597056,0.07708266107520624,0.0,25,1.6085836507085178,0.32189905356590715,0.0
2,2,2,0,71,0.6180803067601046,0.049764378670615936,0.004516182091207866,89,0.4720388421431749,0.09208804746983706,0.0034268328570529125,59,1.6746355914886588,0.28099160063772594,0.032456729073778466
2,2,2,1,145,0.6095982837449111,0.058327022355890185,0.003135877980326831,173,0.4477930059778372,0.07925037942132791,0.0024557575915350616,111,1.6115916934101497,0.3238581486477485,0.023452526866697916
2,2,2,2,33,0.5936508400508469,0.04559270545782653,0.0,33,0.5695552652490322,0.07290398577813448,0.0,21,1.673425264654445,0.2773573514524308,0.00968679615597632
2,2,2,3,22,0.5636604314377324,0.04518050583082952,0.0,22,0.5427925653864226,0.09297016976808326,0.0,18,1.599099400339565,0.28387117135672457,0.0
3,2,0,0,803,0.5827633178265932,0.06060190926210185,0.0007016868612277862,964,0.5750280076845999,0.11072326597128783,0.0006107373341350675,592,1.5497436068116535,0.34566855745058245,0.005135335646442698
3,2,0,1,808,0.5828069629375159,0.06062853584523356,0.000715969598367222,946,0.5643941718749084,0.11285479266625877,0.000657235302221578,561,1.5317991456838784,0.3356553382913459,0.005254387182756958
3,2,0,2,75,0.5578835683531645,0.07422067560793894,0.0013919645980391962,90,0.5031845498155179,0.11016108689524898,0.0016880632101127135,50,1.443373793475911,0.3500497474152385,0.009893053032167577
3,2,0,3,62,0.5654231422892712,0.06646275142923098,0.0016555182705348165,65,0.5130236943280211,0.11191885704259787,0.0010268644813942406,40,1.5572461289607,0.364600238066284,0.018092538930809747
3,2,1,0,120,0.5610611687820205,0.06726771856162402,0.002040148302558194,144,0.4906720394958835,0.10920274018661766,0.0017368085547973583,111,1.4108261081479325,0.3602523182388201,0.012755437985711625
3,2,1,1,136,0.5715019888273632,0.06625813856729293,0.002204337144145904,154,0.4817801121273441,0.09736676077582736,0.00190169877365662,116,1.46604560487009,0.3934282340695235,0.01580976334278714
3,2,1,2,66,0.5533703615994917,0.062070379203080284,0.0007064335514772533,69,0.5119422259136125,0.09316544144817832,0.0009462252900338496,48,1.4881403063685505,0.37249498870371583,0.006538299142937926
3,2,1,3,63,0.5566171362218405,0.06981823589407034,0.0009942723871308563,63,0.529812596280944,0.08884320550433993,0.0005687575763277321,47,1.473486031362089,0.3414578534479531,0.007490379699083382
3,2,2,0,59,0.5578217736887441,0.07897575788005386,0.0036929743631064606,84,0.4226377661843523,0.09942719040374969,0.002678253909417224,52,1.3577704944366031,0.35083274529831776,0.022072750679479152
3,2,2,1,114,0.5631858535761348,0.06719499961702603,0.0022495463063644805,124,0.4238409854552734,0.08088891547459948,0.0018140639191118997,101,1.4230438993919707,0.36500165817439645,0.017086573414507505
3,2,2,2,25,0.5738062549202352,0.059395650418484575,0.001764646604020232,25,0.5131080742925448,0.09088288380342821,0.0007094626589688114,17,1.649705729953441,0.3346520287061854,0.013748013211903573
3,2,2,3,22,0.5337406725973642,0.056514219630120634,0.0,23,0.5119138450080287,0.08463281813564115,0.0019299842734693516,21,1.4915584443755894,0.30598040272850924,0.0
4,0,0,0,3,0.6005474272975616,0.08977319196930689,0.0,3,0.5852479736843041,0.13997325593335574,0.0,1,1.6158942692845353,,0.0
4,0,0,1,2,0.47952528264054817,0.019349622528625463,0.0,4,0.4374079207315578,0.18719168394828029,0.0,2,0.9759509424966865,0.07559329868445981,0.0
4,0,0,2,14,0.5772334219234467,0.08044668506781188,0.0029597155068026215,21,0.44317957524730245,0.1325491183019854,0.0028243740335492573,7,1.5809727557552051,0.32896817812401236,0.0
4,0,0,3,43,0.5895008864516705,0.08150595747916987,0.0015989256676430211,57,0.4247785293544219,0.148100638381579,0.002948379587956116,19,1.5479028907095973,0.32602414925517753,0.04494554277932115
4,0,1,1,2,0.5618765829665268,0.050289219668500015,0.0,3,0.546476614692918,0.18454492115102217,0.018018159582115018,1,1.6100358928543144,,0.0
4,0,1,2,2,0.5067683013862311,0.03438707225915849,0.0,3,0.5109038628274473,0.16637062183173076,0.0,1,2.1182117089157555,,0.0
4,0,1,3,4,0.5419802070082437,0.0817275600695546,0.015868056864612096,4,0.4558590815008882,0.1470458540062443,0.0,3,1.823099271219484,0.10507755018248655,0.0
4,0,2,0,2,0.5711593394266753,0.06239746378785324,0.0,4,0.45281900264109104,0.1805343353101034,0.0,1,1.7842627583304338,,0.0
4,0,2,1,2,0.4920607885424846,0.10366911290545469,0.0,2,0.5691121276928104,0.1614217817895368,0.0,2,1.4758228947221324,0.018611850918145354,0.0
4,0,2,2,5,0.5453347191715434,0.06918132132322487,0.0,6,0.41610883147641503,0.09719640532370634,0.0,3,1.6026826733045763,0.34254784189195153,0.0
4,0,2,3,7,0.525794761707339,0.07887230253838928,0.003417071742504623,6,0.45372839808364357,0.15147689244958995,0.0,2,1.6320756640229406,0.31140064111205507,0.0
4,1,0,0,5,0.5692712403614371,0.07248190641136439,0.0,6,0.4933815408698445,0.173024440364183,0.0,1,1.4920255322121585,,0.0
4,1,0,2,14,0.6234205907864024,0.0695678807046647,0.003913491919141903,14,0.34387155499195315,0.11194897822665738,0.003539428401465749,2,1.5914763981933029,0.12960053605697455,0.0
4,1,0,3,37,0.6006635944295404,0.06909472124008384,0.004223155935984416,57,0.37807726803943575,0.12014496938005478,0.00318630965639495,9,1.8346433140135947,0.2365455867931054,0.0
4,1,1,0,6,0.5989222411694598,0.07938251303853745,0.0039682555472179875,4,0.37754163292398535,0.11589512384192102,0.005562668773446688,1,1.3621934884228422,,0.0
4,1,1,1,5,0.5700749246553618,0.06033469300115625,0.0,4,0.48824703502741795,0.09857249861852584,0.0,2,2.0363804604433904,0.19836959859875897,0.0
4,1,1,2,5,0.5600058451117021,0.08635708455948629,0.016774651867298318,4,0.5488466975447922,0.18701479159769227,0.0,1,1.5348583685171815,,0.0
4,1,1,3,5,0.5924409231452219,0.06322514392664494,0.0,7,0.5719345941879082,0.10751278488598183,0.011033348031816452,2,2.011696016035437,0.2092964698435675,0.0
4,1,2,1,27,0.5443700112369305,0.057340941489626984,0.0012309002642092019,27,0.4351058046131589,0.11362484748800177,0.001826897082729274,8,1.7912540263681282,0.325952300760335,0.0
4,1,2,2,8,0.5535460098198953,0.06544125035782863,0.015519548844555768,6,0.4202138122474939,0.13511239491534582,0.006711383342708997,2,1.8038603926971981,0.0037483355601978584,0.2492184898934372
4,1,2,3,10,0.5711512363050143,0.07598687216118291,0.006225934142168145,8,0.41888248591487176,0.11543503794476728,0.008014220210884045,1,1.873436978658696,,0.0
4,2,0,0,54,0.616104150420516,0.06526066160910586,0.00296669498972638,102,0.40418202579691787,0.1213514718331706,0.002418178156191459,5,1.5738222289689918,0.38436779818458555,0.08721050063882259
4,2,0,1,118,0.6037493371042052,0.07244440237392298,0.0019060788878311123,176,0.4385463020382009,0.12865207569155468,0.0018246501162519995,18,1.7144493986586387,0.4079678136337567,0.01833045691117406
4,2,0,2,110,0.5787193877044355,0.07190275511953373,0.0026968315111462475,116,0.362148611406714,0.10945108431921996,0.0021560191413605,16,1.759165161086527,0.2701393415693696,0.05915067603833169
4,2,0,3,157,0.5771230707030542,0.07090509475435747,0.0025672503246167992,164,0.37629437366906276,0.10789864743920531,0.0019001574330855839,12,1.7164669247849453,0.3155355100596462,0.05008833071906658
4,2,1,1,52,0.5988477979544647,0.056956962000522256,0.002409300920812406,64,0.4835421967134276,0.12428065623260846,0.0020820873846977574,5,1.9910295518982095,0.22066558117317153,0.0
4,2,1,2,17,0.5687964178819451,0.06510945000550016,0.006605828376424538,17,0.3342951984154793,0.08147040421185285,0.005426372256149066,2,1.871438734394921,0.006675959087018374,0.0
4,2,1,3,20,0.5831709837426678,0.08035393955770688,0.005401877169450606,20,0.354922286508506,0.1207757164109489,0.004666091419974821,3,1.7430137212510262,0.1677315140852235,0.13754782971546678
4,2,2,1,27,0.5748180716491655,0.06922859061472733,0.0026279640693387374,33,0.4214057459158795,0.10131979359435012,0.0027908107736443442,3,2.0519222649339053,0.05382626889655409,0.0
4,2,2,2,10,0.5705270205739361,0.06461393405605184,0.006969020704786233,9,0.388956196763466,0.11728242729553601,0.004354569875341949,2,1.1956475311957642,0.5277704552285817,0.13152560409431285
4,2,2,3,10,0.6153683535452787,0.04264300925407861,0.00970074816670047,10,0.4776297728373192,0.10322462007434592,0.008221727751267649,2,1.9398179394352892,0.17752760285896207,0.0
5,1,1,0,1,0.5784580778468004,,0.0,1,0.5749854294091489,,0.0,1,1.611177271017234,,0.0
5,1,2,1,6,0.5492752197012748,0.053771326734413115,0.013940340863840996,6,0.3939072983796894,0.05052144263084323,0.014156600571776388,1,1.732296646631476,,0.44548712763295106
5,2,0,0,108,0.6131942187936535,0.0518164685989812,0.0018121191241573906,154,0.4406173357977442,0.12028102719634383,0.001716951727003,13,1.9283086718981837,0.1825919887718202,0.024417442600891084
5,2,0,1,157,0.6000346205348095,0.05362945880921889,0.0017860360853177012,222,0.4473842273847595,0.12709355449296428,0.0014529528642066056,17,1.8840512853354332,0.24564305147594973,0.038621957266903206
5,2,0,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,3,0.45015678356702465,0.03791911029693693,0.011137368342156099,1,2.14872489250306,,0.0
5,2,1,0,23,0.6035283933615964,0.06650514597158717,0.006246486815731227,26,0.5066438778231208,0.11170714645547741,0.0035281011906168097,3,2.045214652222991,0.1174834925056823,0.10076055337524796
5,2,1,1,36,0.5971718824519289,0.06372560286401749,0.003353255975948458,43,0.4846701838492909,0.09977556362331105,0.002997046638580119,4,1.8463676971462535,0.2504984001647086,0.060472664837172174
6,2,0,1,66,0.6204807050122537,0.05565893295758706,0.0026793290007811102,142,0.5026849454672152,0.16212365953309885,0.002205993072139308,8,1.8713697581844255,0.21608786195736718,0.0
6,2,0,2,78,0.6046704677138889,0.06720792563125028,0.003894630773944546,86,0.4409513059658259,0.12992034211378845,0.002747420935831274,6,1.8216927833301046,0.3145536354331105,0.12739613645438996
6,2,0,3,109,0.5940825328266548,0.07168970672989929,0.0029957430466540217,119,0.39766397346702825,0.13694801412559476,0.0022304396647888584,13,1.9297186115194265,0.263769417698391,0.06817599465289301
6,2,1,2,6,0.5802269436342585,0.03136904198418644,0.0,9,0.42145943453822177,0.10048770531764906,0.003652758074184174,1,1.2836383373849436,,0.44456539256237027
6,2,1,3,19,0.6210142742955247,0.07467330247564898,0.005519168296610572,19,0.41021351798990063,0.11139237598408602,0.005046438723896182,3,1.7749181800882505,0.5386962141103406,0.0
6,2,2,2,10,0.6143426943790621,0.06811777386762492,0.017633797977606648,9,0.4067240405006171,0.07227552261458657,0.01153220855362641,1,2.076762344613324,,0.8013291318689304
6,2,2,3,9,0.617585353189821,0.056729871759968506,0.012268484452840971,9,0.39568545738144206,0.08115848416151025,0.006860005268831111,1,2.1865222572516907,,0.0
7,2,0,0,37,0.6139510277359567,0.05826199470158053,0.0028577161857268538,82,0.5177033714820435,0.15227260760361006,0.0027441331441853123,2,2.070250609793419,0.11906896160591925,0.0
7,2,0,1,41,0.6309352467374152,0.049944252801346456,0.003395324530130191,105,0.49157637976275254,0.15069011168145904,0.0026629719294293205,4,1.9316612218437503,0.14045554731763937,0.0998788952817846
7,2,0,2,5,0.5917597924199488,0.08593070951146439,0.010241071662125106,13,0.4968309584105889,0.05809344892236137,0.0035863242682783814,3,1.9571901776243141,0.1118822438640941,0.12112850289253714
7,2,0,3,10,0.5934453716493253,0.08900403885866781,0.005049960180108005,18,0.46917163810683493,0.08100093826327322,0.002552184835006285,3,1.5737739564452558,0.42261303238632614,0.0
7,2,2,1,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
