glacier_type,precipitation_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
4,1,2,3,19,0.6011025970738523,0.0631851248500917,0.006195973064284078,17,0.4713287136179878,0.10604375349815474,0.006132971518882967,4,1.901335506637097,0.11204713055315563,0.0
4,2,0,1,29,0.6040046050593124,0.07925658782124732,0.002511611509040724,31,0.48916379496748835,0.1286185075129418,0.0017921906863734762,6,1.7106009445630193,0.31372769767214015,0.0
4,2,0,2,75,0.5729459009681152,0.07474478280555673,0.0033910899190843892,76,0.36560838615486047,0.10888203373266209,0.0024547650067381715,13,1.7073896313993386,0.3622189533848182,0.068110651933637
4,2,0,3,151,0.5787072350263855,0.07569591500712927,0.002243655388636721,167,0.3966245004298838,0.12271531310602773,0.001639214284308234,24,1.6736713160248653,0.33566766295436345,0.042266543159091265
4,2,1,0,9,0.589948344360847,0.06341261848221935,0.0028565685332188184,6,0.4244711823266935,0.11721616992750461,0.002801025012364252,1,1.3621934884228422,,0.0
4,2,1,1,22,0.5872045926678816,0.05475556277441765,0.0033952436570801854,21,0.47831549309353655,0.12778441493579498,0.0013430786192490094,4,1.9392238834296585,0.24435701534200915,0.0
4,2,1,2,16,0.561828369720597,0.06446149695061042,0.005929213997614963,16,0.3561315268853473,0.11753827104731934,0.0038287875883088094,3,1.9536963925685324,0.1425526260701145,0.0
4,2,1,3,17,0.5698453319024704,0.07360292936060502,0.004298579012862734,19,0.3761841915203026,0.13682548411061632,0.004294557193603423,4,1.916538067035903,0.17871920336392713,0.10316087228660009
4,2,2,1,27,0.5515635264372167,0.06871087601160755,0.0009592011204913775,30,0.4228495310116233,0.09764518540787144,0.0020767874774284367,6,1.8069166089184978,0.18913578493127983,0.0
4,2,2,3,8,0.5156012357563884,0.060963016643919954,0.0,7,0.4053056960983195,0.14007359997377403,0.0,1,1.411882159026768,,0.0
5,0,0,1,50,0.6122893640174564,0.051083309733478945,0.003639782699866873,90,0.46861599830320066,0.15090570391081512,0.0029073168977185667,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,0,1,0,4,0.6241027208766803,0.07207934719466835,0.017501391263773154,6,0.5346840174722368,0.10577324146738881,0.011829519588611552,2,1.8749566405895448,0.37304036192338674,0.0
5,0,2,1,2,0.6076562368027376,0.03534943047356101,0.040599592608646456,3,0.40625538287227886,0.13091383249673305,0.02936435689637189,1,1.732296646631476,,0.44548712763295106
5,1,0,0,37,0.6164880325508292,0.0445214765812158,0.0031227590566188126,51,0.38154263068091926,0.09349825250118103,0.0034737092739707412,1,2.054733362837275,,0.17615291716359005
5,1,0,1,62,0.5925079894905859,0.05663112390689636,0.003061058288776976,79,0.4117174000303493,0.1069478864883672,0.0022087188583726617,4,1.7984337958994256,0.1668487278251132,0.0
5,1,1,0,6,0.598021586885844,0.07813937107363118,0.013130838298888996,8,0.5165837866030609,0.11288439567477486,0.006218883334853587,1,1.913349991453141,,0.30228166012574387
5,1,1,1,17,0.58917587248795,0.07576435534270404,0.005395252614709571,17,0.46351349220435656,0.11694676424567264,0.002873970258007596,2,1.634333673127412,0.02115829434515468,0.12094532967434435
5,2,0,0,50,0.5942169442373225,0.0546005501982509,0.0022877829291897992,56,0.46912734014519586,0.11858341343215319,0.0015141987121432014,12,1.9177732809865926,0.1865385352206243,0.022005348751641517
5,2,0,1,46,0.5974065488636207,0.05043642857678806,0.0021177343610581413,55,0.46340063787063973,0.1015654725153969,0.0013023252485881939,5,1.8425599116715605,0.38842719357125544,0.10538082090984664
5,2,0,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,3,0.45015678356702465,0.03791911029693693,0.011137368342156099,1,2.14872489250306,,0.0
5,2,1,0,14,0.5982193371672667,0.06173654233727774,0.006974069332968712,13,0.4928424503963372,0.11672920524098997,0.0023097283413190247,1,2.083557955053976,,0.0
5,2,1,1,15,0.598881500384392,0.05641617190260151,0.0031017017879589022,17,0.4739335558120255,0.0997206938664786,0.0022215909496660423,2,2.0584017211650947,0.08925784374019398,0.0
6,0,0,1,61,0.6176613141377509,0.05642175164129435,0.0028529438550081716,134,0.4984211418378492,0.1633575511851061,0.002240615273146582,7,1.8428286529941957,0.21650267365950177,0.0
6,1,0,1,3,0.6556904296808108,0.04197674784000148,0.010459321920444556,5,0.5216834576399758,0.11147632685898447,0.017866921879744303,1,2.0711574945160343,,0.0
6,1,0,2,62,0.6129476784610868,0.0640800870333756,0.004102085715015727,64,0.4599140924548981,0.1304750990724546,0.003114945335347039,5,1.8361297449800613,0.3494521326199274,0.13689475769618814
6,1,0,3,62,0.59030307136339,0.07793152263553427,0.003527494003652512,68,0.4205836536075787,0.14863038730898517,0.003033819654122904,8,1.891421646349955,0.32674066058198925,0.09251413093539944
6,1,1,2,2,0.5948019426759035,0.043990464068781855,0.0,2,0.5456522615106891,0.10714074764244472,0.0,1,1.2836383373849436,,0.44456539256237027
6,1,1,3,13,0.6130347165415985,0.08209790429266356,0.008066476741200066,12,0.42196787180085105,0.12105869134837585,0.007990194646168954,2,1.6438357265050585,0.6908629128628121,0.0
6,1,2,2,7,0.6062494579371427,0.0809156089323372,0.0251911399680095,6,0.3717366881966567,0.03486132126544618,0.01729831283043962,1,2.076762344613324,,0.8013291318689304
6,2,0,2,16,0.5725962760684974,0.07146662483844161,0.010383207891975095,21,0.3890364954344744,0.11562930160691395,0.00583322077573301,1,1.749507975080321,,0.3402463135564411
6,2,0,3,47,0.5990682053952171,0.06299243535018659,0.0051590387841878825,50,0.36986476430429227,0.1134060407686605,0.0032587280355631833,5,1.9909937557905812,0.11944556998452072,0.09751696727711466
6,2,1,3,6,0.6383033160956982,0.05808240341558103,0.0,7,0.3900631971711285,0.09801462937251855,0.0,1,2.0370830872546346,,0.0
6,2,2,3,3,0.609973695625286,0.05916197481184484,0.0,3,0.47805079895166064,0.01195830948988461,0.0,1,2.1865222572516907,,0.0
7,0,0,0,25,0.6036358177433404,0.06466068906091062,0.0036778309770997136,59,0.5116853795817954,0.1616314029354761,0.003362217614989694,2,2.070250609793419,0.11906896160591925,0.0
7,0,0,1,24,0.6450998648437661,0.04875091789662394,0.004935205864198299,67,0.49472215671423636,0.1559624140072246,0.0033720972057467748,2,1.8722440319846876,0.18177140904745656,0.16155891891907403
7,0,2,1,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
7,1,0,1,4,0.6160495948126365,0.05226279666310477,0.015827659072226687,16,0.4377484631767443,0.16089686119255536,0.009431366485418794,1,1.913551553883076,,0.0
7,2,0,1,13,0.6093653831333145,0.04579844282443901,0.00281743486855524,22,0.5211436347457847,0.11984252703376747,0.003003761711169672,1,2.0686052695225503,,0.2349628958668908
7,2,0,2,5,0.5917597924199488,0.08593070951146439,0.010241071662125106,13,0.4968309584105889,0.05809344892236137,0.0035863242682783814,3,1.9571901776243141,0.1118822438640941,0.12112850289253714
7,2,0,3,10,0.5934453716493253,0.08900403885866781,0.005049960180108005,18,0.46917163810683493,0.08100093826327322,0.002552184835006285,3,1.5737739564452558,0.42261303238632614,0.0
