glacier_type,precipitation_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
1,1,0,3,42,0.5295361266636581,0.07380881793312119,0.0019302002554951677,43,0.4999739476605691,0.11121591376445537,0.0020310072276196914,41,1.205944941250515,0.3494950875825286,0.010664377078150563
1,1,1,0,1583,0.5259570271904584,0.06190286015744103,0.000340609425519995,1642,0.4884967901083804,0.10104726058172156,0.00025626999127139585,1561,1.2142165412845443,0.33043007870260005,0.0018552075223051024
1,1,1,1,3600,0.5131330832230664,0.05871958092976749,0.00019274163856869018,3696,0.47403406723637587,0.0932808152226214,0.00015160027746573645,3585,1.1503615623403929,0.302073816053003,0.0009694171244861812
1,1,1,2,182,0.5232264190194977,0.06716829079742234,0.0007993456623827378,192,0.4946966065073413,0.1074448872271406,0.0008046546590592219,180,1.1807148053595578,0.3140550616392223,0.004460151334512079
1,1,1,3,69,0.5260071776631756,0.05737490500506547,0.0009661198665099946,70,0.4901747379326297,0.11891343631504665,0.0011144611430401032,69,1.2231251197397022,0.3050252160716762,0.005508812670654837
1,1,2,0,1056,0.535839059886018,0.06458562132720644,0.00044185760973426257,1116,0.4955735433512798,0.10110354228691229,0.0004532443772306038,1018,1.241319527402871,0.33277044818997625,0.002473980910841414
1,1,2,1,1983,0.5179249947997049,0.06232947430478891,0.00027157700224786726,2060,0.4838515915035162,0.09578753144301999,0.00024242065830407206,1962,1.1661717357451573,0.32193955722663214,0.001457991781710327
1,1,2,2,106,0.5358462257389813,0.06191987106198231,0.001029095904065812,109,0.505952684465332,0.10296305941320688,0.0008653330284295928,105,1.2393344415321412,0.31468263825127324,0.006395046322788823
1,1,2,3,43,0.5559375147523353,0.06428527841186724,0.0017620574842340043,45,0.48124700390746356,0.11543802372932292,0.002113452414001754,42,1.3870597290277864,0.34259083652785083,0.012120693705350651
1,2,0,0,1935,0.5348977142455732,0.061314314846855095,0.00023534492920389947,1980,0.5069404248970862,0.10712452775259189,0.00017734401794082806,1773,1.2822785522526818,0.3433550458593147,0.001242268869697772
1,2,0,1,3583,0.5316457606345816,0.05814810110899536,0.00015590476736149092,3644,0.4967391344394873,0.1001702481149136,0.0001020583258454047,3419,1.28156851815619,0.33523793657788525,0.0007818844939923313
1,2,0,2,974,0.5334091520680805,0.060081395669483034,0.0003407303773384178,1009,0.5224903051412849,0.11514286076377263,0.00030064774819309116,957,1.2438099789749142,0.3177874964153735,0.0016649144394168724
1,2,0,3,551,0.5310498369070006,0.06848058959366614,0.0005150703641539635,577,0.5185425707704986,0.11967897109893157,0.0004076148547004365,532,1.2340536787599392,0.3367490718574771,0.0028849133429138763
1,2,1,0,1852,0.5283796045417983,0.056691666399402145,0.00018922278110556452,1890,0.5096068981716045,0.0948508407949926,0.00016703075681400923,1796,1.257745900296083,0.3188919974809568,0.0009858923025257672
1,2,1,1,3188,0.5267285442535902,0.056127168836249346,0.00011566319207345673,3235,0.5009877729694872,0.09489192446524969,8.689547734536267e-05,3108,1.2586675539855856,0.32170571521365476,0.0005901560681923623
1,2,1,2,1861,0.5337784481733086,0.05820657154381325,0.00018078387678671033,1873,0.539963825208591,0.10429204447035867,0.00012669506102034505,1825,1.2813458032818161,0.30681884018506994,0.0010465018719406421
1,2,1,3,868,0.5323459752945454,0.05814528433637274,0.00026091237048828374,884,0.5334143953662933,0.10523017342720012,0.00025920757062110084,858,1.2856800934209882,0.31226306808869875,0.0015778919795241925
1,2,2,0,1370,0.5200729434377024,0.05572569012113043,0.0002207193333426759,1385,0.5138915991927222,0.08887730380028498,0.00020481893565374874,1359,1.1831876167308257,0.29100764778402904,0.0010875590758494128
1,2,2,1,2081,0.5215841257823864,0.054329792921219734,0.00015302861698611816,2109,0.5027087960793223,0.09058054321813228,0.00013393872644439312,2063,1.2053183161720216,0.292140910916971,0.0007168354939862109
1,2,2,2,1373,0.529372870563273,0.05569682565724245,0.00018803944478235258,1395,0.5316434434745929,0.09966772916620253,0.000162903510160217,1357,1.2650813109005377,0.3049241859182079,0.0010675541337149814
1,2,2,3,682,0.5299563637279776,0.06291833024359876,0.000298138840477502,697,0.5213061930036178,0.10025847159636678,0.00026519615972440166,656,1.2545921807261204,0.3136230589862501,0.001892453413927043
2,0,0,0,669,0.5969805570242183,0.055547925354617715,0.0010343673080071376,796,0.5594945414539918,0.10787938735652096,0.0008849584538762442,536,1.5834282451482489,0.3132484715480408,0.007669783200691484
2,0,0,1,868,0.5927504181535219,0.057741748106241136,0.0008953770902851056,1065,0.5474358899443209,0.11801198366050392,0.0007776075440174711,662,1.5568563883804596,0.33714282295475134,0.006840358717145355
2,0,1,0,126,0.6125607214245474,0.047093184061887956,0.003215832638848141,190,0.4957585273291561,0.09599137321187765,0.002450873904577314,103,1.640283776227948,0.2755022098118965,0.023459157129151666
2,0,1,1,238,0.603328032396326,0.05564010086373115,0.002118888373369887,321,0.48757260671196173,0.10218612892833394,0.0017535838150419883,193,1.591206978325216,0.3224743967398156,0.015917974925658634
2,0,2,0,47,0.6329253203480468,0.040413097244887626,0.006418154980354212,62,0.4898166571229166,0.08172329624634785,0.004599722054583416,35,1.722348067351349,0.21195762656818612,0.048854280290112795
2,0,2,1,106,0.6210539985160729,0.05247947544233954,0.004072829392966478,131,0.45033864316165123,0.08107328249485952,0.0030640684584176798,78,1.6825636230144114,0.3008042923140737,0.03238772541833068
2,1,0,0,49,0.5534067394898918,0.05273298827185224,0.0016967798089724954,51,0.5294996150138936,0.1160044379102901,0.001793416765849396,45,1.325351400986471,0.2848603334403821,0.010150753385761805
2,1,0,1,87,0.5708190793577691,0.06079619267387205,0.0013214962888448269,92,0.5554814638483958,0.10359860245554398,0.0013698476388490457,70,1.3790075007273077,0.32187968229518593,0.009182746204557227
2,1,0,2,18,0.5569691261218501,0.06406013662029975,0.004579480894300033,17,0.4365223942408769,0.0966369500811788,0.003631139262466826,4,1.230710740123733,0.6268262023278189,0.05231855989962651
2,1,0,3,8,0.5717230284411748,0.061301980901821145,0.005963888504119231,8,0.5205775004942698,0.1363931035747301,0.005435668431752626,1,1.8802570065345503,,0.0
2,1,1,0,33,0.5934345772329978,0.05657980885010229,0.004105420387516959,39,0.5066307766710721,0.07151461697022304,0.0029263957842310946,29,1.5129022220263804,0.302513596234139,0.025997216824534482
2,1,1,1,40,0.5482941240618333,0.060693941211310505,0.002826012250761547,43,0.47380968578672195,0.09065217906852194,0.00230650803636161,39,1.3078309901833058,0.3132391217216958,0.020464502468626872
2,1,2,0,20,0.5922712577880944,0.04407033824868417,0.004775009332940969,23,0.4336299675435248,0.10049411233984476,0.004273516568237781,20,1.6139175646892086,0.31325110375350984,0.037010200285165495
2,1,2,1,36,0.5830237293751908,0.06261780375701911,0.0039647465155375405,39,0.4364506923876358,0.0748325891260829,0.0035693433825403184,30,1.4476020724993293,0.3079552409739455,0.020947218250250293
2,2,0,0,16,0.5428823602989914,0.035875032085993394,0.003232773379085959,17,0.5940979809811483,0.09532702657086072,0.001766685081943449,16,1.3589703887553932,0.21056813598433752,0.013492150157195416
2,2,0,1,22,0.5621867772551078,0.0684437988774684,0.0,22,0.5784291552791104,0.10211996872326704,0.0,18,1.4653054567910446,0.3633725558160704,0.0
2,2,0,2,51,0.5747341619164186,0.06133365994263199,0.000960338917721515,53,0.5279782642033697,0.10198027462382313,0.0003775093264585801,29,1.5314190674694421,0.2730577379631673,0.007479190486896515
2,2,0,3,46,0.5634476762537465,0.05086956337857939,0.0020213165756051313,49,0.519971679058396,0.09948155214295772,0.0021097892096027513,34,1.6331178271580473,0.3256821896709178,0.019389931274122002
2,2,1,0,3,0.5870994336111708,0.09446716292664566,0.0,4,0.558018918454749,0.10414110132610606,0.0,2,1.4359044508417633,0.31486501177889237,0.0
2,2,1,1,4,0.5887335857364828,0.03292564474973903,0.0,5,0.5913886994369528,0.0635967467870376,0.0,3,1.664234673520454,0.32088043412367656,0.0
2,2,1,2,61,0.575785494317129,0.05293105386972855,0.0008292783112694849,60,0.5296003275045366,0.0899973312502475,0.0004699783918870346,35,1.5744008816023574,0.27759909425505475,0.00706119078538595
2,2,1,3,37,0.5763048239633355,0.05622567826477632,0.0,37,0.557632880860087,0.07783479887657556,0.0,25,1.6085836507085178,0.32189905356590715,0.0
2,2,2,0,4,0.5726966419618341,0.09900562811259422,0.012992175257043792,4,0.4173337389051675,0.13061656387380038,0.011256797491205813,4,1.5607415616873694,0.5722127805728772,0.11049964388668827
2,2,2,1,3,0.5237243476005072,0.031797437874630796,0.0,3,0.4840835922905797,0.03986874162125534,0.0,3,1.4062177328075425,0.4967826653478414,0.0
2,2,2,2,33,0.5936508400508469,0.04559270545782653,0.0,33,0.5695552652490322,0.07290398577813448,0.0,20,1.701965309888072,0.25093904184088467,0.0
2,2,2,3,22,0.5636604314377324,0.04518050583082952,0.0,22,0.5427925653864226,0.09297016976808326,0.0,18,1.599099400339565,0.28387117135672457,0.0
3,0,0,0,605,0.5903237568157147,0.05936127845595047,0.0008823727974123818,755,0.583024182227152,0.11285719186597745,0.0007578861866138005,429,1.6006463732184275,0.3336932370929411,0.006841865046264977
3,0,0,1,622,0.5879171157268632,0.05980167254731578,0.0008751734201197153,754,0.5662210314173881,0.11615411890207668,0.0007861980583301076,422,1.565442626341681,0.3239883850042141,0.006569063221146351
3,0,0,3,1,0.673562808516475,,0.0,2,0.4640763720577257,0.22188825500030976,0.0069532068053253515,1,2.139122335844411,,0.0
3,0,1,0,51,0.5861417018114258,0.06366625131560301,0.004233577895477858,62,0.4981752592336307,0.11848457564442313,0.003375002891678652,46,1.5983646414006152,0.3311363264302986,0.027173237155189104
3,0,1,1,70,0.585911639904228,0.0648285156107203,0.0036403071381070724,86,0.48770713992680403,0.10016649245102877,0.0031025793532708642,55,1.565090634351355,0.39762065057740825,0.02920795109811789
3,0,1,3,1,0.6413149680239134,,0.048932499439036325,1,0.5591537387027482,,0.029614655579058513,1,1.856349217260833,,0.35204784585691895
3,0,2,0,26,0.5999995322455999,0.06302325644786723,0.006750574676049133,38,0.44920918172698304,0.10231294654313594,0.004733162494181024,22,1.5750722465385976,0.31172073949500817,0.04565752811950812
3,0,2,1,37,0.5940248439553125,0.06839254432802168,0.005407204977154491,40,0.43720586901192016,0.07557498384186438,0.004256278996367809,28,1.531774621772387,0.366667723494184,0.047202172811435635
3,0,2,2,1,0.5716731480830226,,0.03928018623939067,1,0.293819490576487,,0.017736566474220283,1,1.4387460257096472,,0.23371622460236074
3,1,0,0,124,0.5590184218134627,0.0584921044082168,0.0013531429144232542,125,0.5414183077267519,0.09727665145344931,0.0008977275985272779,101,1.3651594071410447,0.32783735769320776,0.006853864722646821
3,1,0,1,124,0.567631554324418,0.05842438639931187,0.0012872080777600828,129,0.5554360623342559,0.10288165001667494,0.0012745009071610627,94,1.4306493110310534,0.35727286416505183,0.008970911384078352
3,1,1,0,36,0.5513448656752605,0.06801768952962857,0.003094663935404384,47,0.4681939505372209,0.09755430193960452,0.0029084231225101243,33,1.3018020508555999,0.3059770934499137,0.019401230936726556
3,1,1,1,38,0.5663675503276181,0.07408232279982657,0.0039034253902285095,40,0.4539987504040638,0.09971671994325179,0.0028438948677764974,34,1.4503355477488677,0.43961146477358154,0.024521348436526737
3,1,1,2,1,0.4992610645106906,,0.01278167122009427,2,0.3851935668889258,0.05486157358601128,0.027203286798156194,1,1.2666809571381652,,0.0656137960589167
3,1,2,0,20,0.5408104765659452,0.08559313740339194,0.006272834159638106,32,0.3700326238087466,0.08486325757597155,0.00418764738766626,17,1.2204946903953868,0.32212245252658717,0.031982901428009025
3,1,2,1,50,0.56583586553136,0.06422233616317857,0.0030199219718775776,56,0.3950393702124292,0.07704728852406297,0.002548454715968905,46,1.4787817175328013,0.39495633167589805,0.023395756956975326
3,1,2,3,1,0.5534412261745103,,0.0,1,0.3278230197866719,,0.0,1,1.3609738695670757,,0.0
3,2,0,0,74,0.5607403653564541,0.05920210280797082,0.0008909959111939162,84,0.5531720638167922,0.0981483611883547,0.0009684342500272987,62,1.4982229193636758,0.3504862993732942,0.006204128254281236
3,2,0,1,62,0.5618914086318724,0.06449936863049051,0.0018293601772059527,63,0.5608726486322795,0.0905111269317081,0.0014313511192382217,45,1.4275888261232768,0.3405018580068004,0.012031199385859608
3,2,0,2,74,0.5561956051692901,0.07326357684253018,0.0013920145558654208,88,0.5070855279427243,0.10826696452347064,0.001696022170476305,50,1.443373793475911,0.3500497474152385,0.009893053032167577
3,2,0,3,61,0.5636503608757104,0.06551962067173481,0.0016826579143140758,63,0.514577577574697,0.1098000353046638,0.0010362132486962182,39,1.542326226220092,0.35678161364631117,0.018556450185445893
3,2,1,0,33,0.532899948398496,0.05922010313840169,0.0009120341138712198,35,0.5075654839906497,0.10487437578799351,0.00025366383830349726,32,1.2536705256799192,0.3381806050512915,0.005617280869654594
3,2,1,1,28,0.5424460276705696,0.04731367175022706,0.0019358726324791916,28,0.5032633292051178,0.07770823556137892,0.0014435184503058102,27,1.2840702463757185,0.23560737467617623,0.01096002023940228
3,2,1,2,65,0.5542028123239348,0.06218102591701469,0.0006898217844691849,67,0.5157257679740509,0.09162894619270193,0.0005386900767217509,47,1.4928522074160055,0.3750733418928766,0.0065298473843210855
3,2,1,3,61,0.5533422520337019,0.06845378825693642,0.0,62,0.5293393520483344,0.08948837748700963,0.0003253449529527192,46,1.4651629186251598,0.3403765427602353,0.0
3,2,2,0,13,0.49963748291780014,0.04761740480796509,0.0023448439660893093,14,0.47075567799859597,0.06914426263984554,0.0012495958468816306,13,1.1695435807794343,0.2511158814636414,0.008714704938230797
3,2,2,1,27,0.5160175853616594,0.04118955317033688,0.002007960794971035,28,0.462351525145752,0.07708087627741131,0.0012612653414667187,27,1.2153253860167903,0.1994342192072412,0.010019724884700468
3,2,2,2,23,0.568515753369964,0.055877246439952774,0.0,24,0.5222450986140471,0.08025547186308356,0.0,16,1.6628907114686784,0.3410362823766317,0.0
3,2,2,3,21,0.5328025509984525,0.057734047191568216,0.0,21,0.5304066317049367,0.061150397177862505,0.0,20,1.4980876731160149,0.3124247437250161,0.0
4,0,0,0,34,0.6194022319665915,0.06744698183433753,0.00399967932830312,69,0.39370944126483176,0.12747245566879212,0.0032220926934523916,6,1.6731194513898167,0.16515758319666562,0.07078204541715813
4,0,0,1,64,0.6018335134734195,0.07619570817361088,0.002900347094792081,119,0.43081549711423983,0.13216437127116223,0.002512891942550832,9,1.5179887283016913,0.48716187297034846,0.024436756745732438
4,0,0,2,12,0.6102412233419842,0.06872029366379945,0.0,16,0.3092138074932896,0.0849313092696168,0.0030681379576607552,1,1.9018515920415504,,0.0
4,0,0,3,22,0.584391929730222,0.06528729867916801,0.007101051517679322,34,0.35623137595181975,0.09669534164127899,0.005858863647645446,7,1.6929677043519207,0.3224293352327344,0.0
4,0,1,1,16,0.6329515999233393,0.044405745678337175,0.005237070857092361,29,0.5475307510613202,0.11120957909740006,0.004593498832266686,1,1.6100358928543144,,0.0
4,0,1,3,1,0.487223555124171,,0.0,1,0.434318862818372,,0.0,1,1.742202880670376,,0.0
4,0,2,0,2,0.6522910689826755,0.05234012848902849,0.02529468697410603,3,0.5262938027175745,0.130252898476265,0.012937595830046444,1,1.7842627583304338,,0.0
4,0,2,1,5,0.5814311760650073,0.05438486065097734,0.010231811981362627,8,0.566610880544749,0.1362945440164249,0.007345707558925015,2,1.2650366933529313,0.27948485381928495,0.0
4,0,2,2,5,0.5409000458971657,0.03173192977211466,0.02483127815128923,3,0.36948121423557206,0.1352616298298651,0.013422766685417994,3,1.8369657032674784,0.05740130463325781,0.16614565992895813
4,1,0,0,11,0.5780456775406949,0.08224145342243812,0.007374361193929594,14,0.4103354779111291,0.09547847138785415,0.005834405668046245,1,0.938314238002753,,0.09888508086730241
4,1,0,1,27,0.5988145901688298,0.06285889085157699,0.003853809979759499,32,0.4106329727100559,0.10924403165486447,0.0032206890410655074,5,1.7772973677511057,0.540362747316135,0.049191978730359055
4,1,0,2,51,0.5916559131904578,0.07074691652477268,0.0032831412645234442,59,0.39655175433216094,0.1260540090907471,0.0029989529770818152,11,1.6634988967113207,0.17576706155012586,0.030382158279641705
4,1,0,3,64,0.5928124729475818,0.06854286899546803,0.0035771899533540803,77,0.37827142050680157,0.12445235643801468,0.002715501396556748,9,1.6111847035515372,0.30797873453361035,0.027561042260446818
4,1,1,1,21,0.5746898402559621,0.05613607785441581,0.0026493084262277514,21,0.41029054467167797,0.09419282387367733,0.0022016328564964044,3,2.0903377155530647,0.09691337944266724,0.0
4,1,1,2,8,0.561731377099311,0.07875495592915517,0.012897419442880056,8,0.4641265401948877,0.16667964871126223,0.008621278906297342,1,1.5348583685171815,,0.0
4,1,1,3,11,0.6017228110132975,0.07951968975276415,0.009253436072973985,11,0.4857823376168098,0.155415778662068,0.008139265287073748,3,1.7711252868894725,0.1832223525215252,0.0
4,1,2,1,24,0.5584511967033199,0.06716009887559823,0.0022248428996810943,24,0.3989207341857602,0.08116764257495866,0.0024929567542298085,5,2.0131743509948317,0.15345578983322317,0.0
4,1,2,2,10,0.5657300204113314,0.07146013482755205,0.0032310995631681717,12,0.43983629617894215,0.12470076958205435,0.0023948137949792656,4,1.3240416894743043,0.3845843164473542,0.06576280204715643
