glacier_type,precipitation_category,area_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
4,1,2,0,11,0.6166255229953997,0.07195342466043622,0.007959144575702806,14,0.4038122750290339,0.1083072166338846,0.005957978052766364,1,0.938314238002753,,0.09888508086730241
4,1,2,1,56,0.586564161338777,0.06156105356714003,0.0022537097825015176,62,0.4052305817937635,0.09754972117427105,0.0020341330316715543,9,2.0423703432581757,0.19230295188822683,0.027328877072421695
4,1,2,2,39,0.5848398640231991,0.06583034493967878,0.0042884730489437745,46,0.38871719552292183,0.122411038535572,0.0038224161668240545,7,1.5270172445110641,0.3436599918821728,0.06075848453033569
4,1,2,3,56,0.59628333571853,0.06780269157383721,0.004347676373155866,56,0.3965573464489353,0.1138172498619764,0.003631191485441914,6,1.762296516479493,0.2386164958030215,0.04134156339067022
4,2,0,1,2,0.5080960435110734,0.12634638795814357,0.0,2,0.4105934995372304,0.06275741203686201,0.0,1,1.488983460716786,,0.0
4,2,0,2,5,0.5439429892676584,0.06993722639691644,0.0,8,0.479573433434182,0.14354715663522827,0.0,3,1.4884866629695477,0.5458849537655888,0.0
4,2,0,3,32,0.5753832084274617,0.0882865533189678,0.0016078739692001586,40,0.44642680414248426,0.1406864559635993,0.0041233168129686925,15,1.6263948685877527,0.3388088800466171,0.05693102085380679
4,2,1,0,5,0.6244544133791552,0.08589789081583392,0.0,4,0.41960380870722613,0.17931415390376887,0.0,1,1.3621934884228422,,0.0
4,2,1,1,16,0.5454108409054469,0.052722115097235296,0.001006718657833583,18,0.4213479787837493,0.10099912656028036,0.0012472815161653588,6,1.9026403051954608,0.1590258379118497,0.0
4,2,1,3,27,0.5884039197416655,0.07408632119543494,0.004915954920070769,40,0.4050239858236447,0.12365281743521216,0.003778673034379861,5,1.9164866496365005,0.20399860909736375,0.0
4,2,2,1,60,0.5930680709618168,0.07176889827135825,0.0017713666914120736,62,0.4756248114858574,0.12478931901921216,0.0013742725845301822,9,1.7730195069686872,0.29217981889053585,0.0
4,2,2,2,89,0.5702981786053827,0.07118238453573539,0.0031279007720012744,86,0.35327282638477175,0.09862227918303244,0.0023042151915697116,13,1.8147457228452581,0.2750013359682312,0.068110651933637
4,2,2,3,117,0.5717761069630221,0.07266580764609509,0.0027008453409931967,113,0.37312300428955236,0.11300691745290176,0.0015718424089315693,9,1.6964210816409284,0.3326491642508401,0.07617549911783189
5,0,1,0,1,0.5784580778468004,,0.0,1,0.5749854294091489,,0.0,1,1.611177271017234,,0.0
5,0,1,1,1,0.5826604148038003,,0.07296478542009632,1,0.4435836272245005,,0.08154290306425471,1,1.732296646631476,,0.44548712763295106
5,0,2,0,26,0.6445227439223159,0.04894641039591425,0.005185711070861913,54,0.47518462634676983,0.127562131509635,0.003577538652604803,1,2.1387360101618555,,0.0
5,0,2,1,55,0.6135653761796892,0.04913515161914553,0.003562202189781843,102,0.4714383300474907,0.1468363631782779,0.0028137625974804232,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,1,2,0,47,0.6023067929436455,0.06284954351414325,0.0029754582672644075,63,0.39872334427988626,0.10353966130387274,0.0029208307907053646,2,1.984041677145208,0.09997314065273717,0.17493145248469352
5,1,2,1,84,0.5927308730802192,0.060651735970838325,0.002594415228973191,99,0.42298268791937477,0.10636684090570601,0.0019156931395712619,6,1.7437337549754213,0.15483429922031203,0.04031510989144812
5,2,2,0,64,0.5973647718154781,0.053969357920878105,0.0023498802572809803,69,0.47890083141657724,0.11728901128104398,0.0013036876363858192,13,1.9305259482225452,0.1844209943126603,0.02031262961689986
5,2,2,1,63,0.5943673519528331,0.05255993455986848,0.0017135844360302277,75,0.46662999817139206,0.10183064532796081,0.0012947929840721642,7,1.9042290000982847,0.33616056175358605,0.07527201493560474
5,2,2,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,4,0.3974917565740068,0.10978612339381542,0.00962655386026309,1,2.14872489250306,,0.0
6,0,2,1,62,0.6186910616125292,0.05654175885126741,0.0028069286315402977,144,0.5022634697741626,0.16270636006912176,0.0022198616449022133,7,1.8428286529941957,0.21650267365950177,0.0
6,1,2,1,6,0.6665807594538421,0.03323752269604539,0.008841405926477386,8,0.5004444260209336,0.12683683045701416,0.01166534704730301,1,2.0711574945160343,,0.0
6,1,2,2,71,0.6117761430351999,0.06465027209615472,0.004358887184650218,72,0.4549475912404833,0.12724766108396116,0.003121614006327354,7,1.7915784866997964,0.3736585502707594,0.16339954368603382
6,1,2,3,81,0.5962541831037468,0.07741820570084652,0.003290071037633246,86,0.4161665072849251,0.14090999333132748,0.002740952890329966,10,1.8419044623809757,0.383360265668511,0.07401130474831955
6,2,2,2,23,0.5805643013817532,0.06377380688247278,0.007223101142243544,31,0.3968288073313611,0.10519206179938381,0.004091363567311061,1,1.749507975080321,,0.3402463135564411
6,2,2,3,56,0.6038561899468796,0.06248019736083763,0.00432990755101483,60,0.37763054987112493,0.11065772755557986,0.0027156066963026524,7,2.0255105890656044,0.12185012355265817,0.06965497662651048
7,0,2,0,25,0.6036358177433404,0.06466068906091062,0.0036778309770997136,60,0.5082707443311041,0.16242383675636646,0.0036455843335475233,2,2.070250609793419,0.11906896160591925,0.0
7,0,2,1,25,0.6388143199201525,0.05714303723064051,0.004737797629630367,68,0.49607123872975156,0.15519338653415699,0.003322507540956381,3,1.857582972949469,0.13101626818701323,0.10770594594604936
7,1,2,1,4,0.6160495948126365,0.05226279666310477,0.015827659072226687,16,0.4377484631767443,0.16089686119255536,0.009431366485418794,1,1.913551553883076,,0.0
7,2,2,1,13,0.6093653831333145,0.04579844282443901,0.00281743486855524,22,0.5211436347457847,0.11984252703376747,0.003003761711169672,1,2.0686052695225503,,0.2349628958668908
7,2,2,2,9,0.6080417820068275,0.06537474729935401,0.00568948425673617,17,0.4696130036840919,0.07255972294491475,0.002742483263977586,3,1.9571901776243141,0.1118822438640941,0.12112850289253714
