glacier_type,temperature_category,precipitation_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,1,0,1,2,12,0.546859921566296,0.06119678060657949,0.004501228278943468,12,0.47567554988998406,0.14980399243331802,0.003079257419209475,12,1.2693865297564624,0.34479191589924296,0.028924149091931303
0,1,0,1,3,3,0.5298413006938839,0.07249499630229435,0.0,3,0.450635132573354,0.09331675724419332,0.0,3,1.1823490124072513,0.365187282030649,0.0
0,1,0,2,0,1284,0.5718567822327997,0.05806859245836352,0.0005014419695584433,1352,0.5387955871603864,0.10438725041703495,0.0005088248807791332,1233,1.3945191975222422,0.31710119458684066,0.0033447034029652776
0,1,0,2,1,10015,0.5511588457433654,0.05036998744741933,0.0001313321555061991,10066,0.5364363014038103,0.09264588869440256,0.00012205214654688657,9901,1.2923911197161109,0.264191508015062,0.0008108207819245442
0,1,0,2,2,5,0.5381252157589034,0.06782294771048225,0.0,5,0.4707311846586785,0.0638142103639407,0.0,5,1.2224841884201711,0.3151790187070934,0.0
0,1,0,2,3,1,0.5842297431408563,,0.0,1,0.5151336044787409,,0.0,1,1.42665929220191,,0.0
0,1,1,0,0,1995,0.5285575499504993,0.05326022850599706,0.00028003555125344343,2013,0.49252693437552497,0.10717713826548052,0.00020899895606370784,1968,1.213512048174849,0.28017668659215056,0.0013527806657858315
0,1,1,0,1,3147,0.5303970497109703,0.051225203878212805,0.00017091650007959212,3177,0.4947129732398729,0.10242427303519497,0.00013269473025408614,3106,1.2120000427504947,0.2831084929397009,0.000906204736280514
0,1,1,0,2,38,0.5759161218934901,0.07900683275890462,0.0021360055314772267,41,0.5094725382132549,0.15215887279739543,0.001418282027735708,30,1.4573499440637205,0.374010547989764,0.012942493606916797
0,1,1,0,3,44,0.535000825214799,0.06670349523013275,0.0023575094836843563,47,0.4899448300125448,0.14522477328432992,0.0011290709003081002,37,1.4122778788568986,0.33884720805715424,0.010835564852488716
0,1,1,1,0,1987,0.5329094931517526,0.05354792525966299,0.00019078382986136488,2017,0.507588937844083,0.10167675731866872,0.0001853572335088707,1975,1.225216620471002,0.27999998123702885,0.001004596268894379
0,1,1,1,1,4484,0.5244626209135385,0.051205816226859144,0.00012959491774134764,4515,0.49617216393888225,0.09667063163575457,0.00010402885339644731,4452,1.1823448820014382,0.2636075706562737,0.0006810588423070411
0,1,1,1,2,10,0.5430663658373065,0.051216431595999416,0.0054674087819451146,11,0.46401416103689,0.12361961728400271,0.004221011527141424,10,1.4331444437133476,0.3872745153019825,0.029611504484641605
0,1,1,1,3,7,0.543585246757701,0.022555488968773033,0.0,8,0.5020478885513768,0.13982320794539266,0.0,7,1.4660615488260138,0.14351184880389645,0.0
0,1,1,2,0,2164,0.5513122162739775,0.05953883247793498,0.0002605478317374911,2246,0.5239247350834193,0.10353623817365264,0.00026843315783405577,2112,1.3087967043013717,0.3122015761422789,0.001584990846464799
0,1,1,2,1,6264,0.5410709874436115,0.05560222988905123,0.00010949100131940033,6329,0.5214776730698609,0.0999576326917461,0.00010419871516639398,6185,1.2707901157509687,0.2890104282647239,0.0006741016634407627
0,1,1,2,2,10,0.5821022781055524,0.05466292557202208,0.00327804731032908,9,0.47461654420936267,0.06189245937872803,0.0,9,1.4114585887889903,0.27258514688287205,0.0
0,1,1,2,3,7,0.5103248246791293,0.07503364767581176,0.0,8,0.541977102216669,0.08731612148665875,0.0,7,1.2855845355641633,0.34953342312579405,0.0
0,1,2,0,0,169,0.5176387859464318,0.05617612586864951,0.0006788737236022624,170,0.5042251747545817,0.1078112810034061,0.00042788109213905666,168,1.1764735652409595,0.28373329160847766,0.0026066064807573476
0,1,2,0,1,197,0.530576318547379,0.05509870092030773,0.0005808887553343356,195,0.5121745431815654,0.10767199854551954,0.00036021291023988233,195,1.220087459297321,0.28980363475645343,0.002782208018447205
0,1,2,0,2,2,0.5192178590024841,0.04293119495321938,0.0,2,0.5191862528377775,0.14202121416557367,0.0,2,1.1823820839400772,0.22706958368216337,0.0
0,1,2,0,3,9,0.5463605488491071,0.050728540120120506,0.0,10,0.5382352126502361,0.12677928158570742,0.003362622627852291,7,1.4355517845339296,0.37275184914139764,0.0
0,1,2,1,0,261,0.5343139307689317,0.053435257822159916,0.0002139441393129247,260,0.5298399418528377,0.09894007045012244,0.0002967920685775942,254,1.2700338012670676,0.28282644865877377,0.001450808931706839
0,1,2,1,1,273,0.5258485304406397,0.0512117517480967,0.0003570219026626965,275,0.5134704720738944,0.09663154177571039,0.0003040347193370968,271,1.2280475371865334,0.2831220165746142,0.0016271044120660097
0,1,2,1,2,1,0.5021603665637936,,0.0,1,0.576444748924423,,0.0,1,1.4345824628106654,,0.0
0,1,2,1,3,2,0.6107371336313738,0.08152865461527632,0.0,2,0.5901143946940566,0.08607729580854917,0.0,1,1.4393100050472338,,0.0
0,1,2,2,0,354,0.5444224537506216,0.052910295313451705,0.00041742411104157915,359,0.5479232246732626,0.09970785153612759,0.000509990804570062,343,1.3243138964221841,0.2913544704222749,0.0024985269143235687
0,1,2,2,1,428,0.5377645460992799,0.05373319054602167,0.0003050412046520625,436,0.5281283369366808,0.09654819718811254,0.000323317113021387,415,1.3060215434220517,0.30131282930447373,0.00223974777785096
0,1,2,2,3,1,0.3815632392040308,,0.0,1,0.3407554378942117,,0.0,1,0.777284721756487,,0.0
0,2,0,0,0,412,0.5432379937943828,0.057658997423091767,0.0007930715012907615,440,0.5207614568250363,0.11379063670261519,0.0006517135474853143,413,1.2360148777769047,0.30628586012837616,0.004327568369032433
0,2,0,0,1,1009,0.5345386379915947,0.05822012895045366,0.00044325486454878583,1036,0.49810447239500033,0.10707449730169132,0.00030184509790488203,992,1.1983166015380358,0.2847802607565157,0.002527894316221262
0,2,0,0,2,222,0.5405833125665033,0.06146301262414842,0.000770978209620146,231,0.5015463533509472,0.1184770632465677,0.0007977925169199083,221,1.219985163431604,0.31687264684666766,0.004835931556401477
0,2,0,0,3,69,0.5529890719738384,0.05350719708907621,0.0009022553971256917,72,0.5218753401126867,0.1167024884637248,0.0008953281654371164,70,1.272844837128734,0.3131219458892395,0.007635241570781025
0,2,0,1,0,365,0.5573068521501401,0.05701193902488779,0.0009246137585549724,376,0.5454502868117083,0.11060031870777255,0.0008478880228463424,358,1.314169229335439,0.2927054876216695,0.005620632055711312
0,2,0,1,1,2236,0.5308880866053368,0.05402329470427307,0.000271405943722681,2261,0.5038612150829841,0.09688022912029653,0.00022577309405627706,2222,1.1908598821306229,0.2700296507403824,0.001556231681451482
0,2,0,1,2,176,0.5424710738251329,0.057184770430811105,0.0006242489804559768,180,0.5103919763351157,0.0989682418631773,0.0007710887474113593,176,1.2421906156504106,0.29249096057059853,0.0038440627554255005
0,2,0,1,3,24,0.5525733989911917,0.0565404811654445,0.0,25,0.5331251806287595,0.11703389231951883,0.0024225152333896107,24,1.293280957533834,0.30372898774828516,0.0
0,2,0,2,0,323,0.570588021155935,0.05996097803191035,0.0011976709561098578,344,0.5265946757151029,0.1014851551775065,0.0012024694372808765,313,1.3863398807750924,0.3229129730715327,0.007569917666246704
0,2,0,2,1,2943,0.5461113785567142,0.0505891650133904,0.00022449382456373525,2967,0.537147764808652,0.09438233144443016,0.00021439274248692127,2940,1.2675792971543132,0.26301042046154993,0.001374241035122179
0,2,0,2,2,158,0.5672800104938673,0.05761808299300974,0.0007567988141728087,167,0.5235321978475832,0.11280883800622023,0.0008826424329503281,151,1.3541680923732993,0.30468224450174936,0.006109716733698505
0,2,0,2,3,14,0.5399542120103259,0.053253890900448776,0.004110295580323021,14,0.4938878204379878,0.08930003875619792,0.003967640868370362,14,1.2313837474960228,0.30997143295529817,0.033317196083560714
0,2,1,0,0,2212,0.5317489647647666,0.05493894800467061,0.00017757654179778953,2247,0.5029393163068554,0.10789360160914772,0.0001373086353984762,2201,1.2047796799985333,0.2800984042986161,0.0009883667426451132
0,2,1,0,1,5197,0.527335252764446,0.053595018509935095,0.00011914002253981757,5297,0.49371135843996244,0.1047048692839779,9.03632486550672e-05,5195,1.1847325807975344,0.271906204945809,0.0005510326380357554
0,2,1,0,2,182,0.5408628915824977,0.0653662301090154,0.0009185884651266387,190,0.5083781476293021,0.10788546121162344,0.0006730348781757947,171,1.2681807644805108,0.35647395584761205,0.004970066960186108
0,2,1,0,3,149,0.5301071345197708,0.07130909213516845,0.0011668688960117788,155,0.5007795638797514,0.13661008288869628,0.0008008876525432508,132,1.3086598946672823,0.40525177752927444,0.00796924203879069
0,2,1,1,0,2167,0.5275336025066713,0.05100950559889623,0.00012088380075844266,2191,0.5125481756522255,0.0985331550732031,9.826386999021052e-05,2179,1.1930058979641607,0.26161760238068177,0.0005799250245355409
0,2,1,1,1,8238,0.5202453063173258,0.050830009504355844,6.533399215996837e-05,8367,0.49669824498140286,0.0954322494692598,5.3593885201852404e-05,8273,1.154529225305983,0.2545923497691653,0.0002908696047955939
0,2,1,1,2,233,0.5371756928525065,0.06367189633922236,0.0006049773825658471,243,0.5046107567909104,0.11031629796216255,0.0005077913363666907,222,1.2470520806912648,0.317162084077891,0.003464637106750486
0,2,1,1,3,106,0.5292545797030359,0.06511277519888573,0.0009094009462018946,109,0.5054230006346929,0.10771281131859878,0.0007536264403133639,100,1.257332877117366,0.32441155031485375,0.005415289921006198
0,2,1,2,0,1715,0.5353206017947437,0.057307845117567716,0.00021386468051941512,1750,0.5260090076195432,0.10002059834974487,0.00020770997201667796,1711,1.237264193309263,0.29636560008902274,0.001314412909011966
0,2,1,2,1,8633,0.5264735791807583,0.05517943240120185,4.996682275639905e-05,8740,0.5207237720188775,0.09948615468422797,4.8085459272897156e-05,8647,1.1921625772750402,0.2773841890145264,0.0002793653633308756
0,2,1,2,2,290,0.5582064457725774,0.06389911080442015,0.0005291958365213927,304,0.5075886284309084,0.10261684946274027,0.0005408285098208657,280,1.3613526136702458,0.3503593765985892,0.0038156230589395635
0,2,1,2,3,89,0.5451843978640684,0.06988802115203535,0.0010922745492647047,96,0.4955606388733818,0.10601757764639305,0.0009100907860615446,85,1.3532512498019664,0.38337372079701043,0.007183418535658551
0,2,2,0,0,3680,0.5327647530692431,0.05569495654049657,0.00010958282095342611,3723,0.5132082677703719,0.1165301389452059,8.375072146640756e-05,3658,1.2345138680633607,0.2930325487833099,0.0005261021417335201
0,2,2,0,1,5889,0.5299363018098042,0.05375430662012241,0.00010116708858517498,5924,0.5109935380706373,0.11072288181947385,7.93711452551741e-05,5846,1.2245225415481225,0.28718349969015866,0.00047576468465253697
0,2,2,0,2,1436,0.5352135057102899,0.06620515215985488,0.0001996344086581606,1508,0.5416716403097954,0.12341573016237055,0.00017571590676115933,1437,1.2385727192253764,0.34283264834544375,0.001162045260337401
0,2,2,0,3,914,0.5423841044294051,0.06770799062249566,0.0003430775120617599,947,0.5353185739011016,0.12105066793313994,0.00028105014126612675,893,1.2748859550589737,0.35006062207698413,0.001957837360982183
0,2,2,1,0,4412,0.5305531480079383,0.049686371854039624,4.1399213257277534e-05,4429,0.5250108358308733,0.09435177676396099,3.980807046013227e-05,4366,1.2422144922836773,0.2645071413101716,0.00019768640752261443
0,2,2,1,1,8998,0.5260823419379725,0.04882251777480749,3.0724060408273225e-05,9049,0.516307389460401,0.09553427539411763,2.6689668524099087e-05,8971,1.2194553219879287,0.2653633645600299,0.00012353643081841338
0,2,2,1,2,2846,0.5378604782553215,0.05701243269101139,0.00010714878510831291,2851,0.5593924727266826,0.10402621310440349,7.50545150080991e-05,2804,1.2735460314389133,0.30604043041977386,0.000664068037304211
0,2,2,1,3,1320,0.5378879472632111,0.05830017755502588,0.00011264666508340512,1331,0.5465802378036136,0.10665714321998811,9.058408137964206e-05,1299,1.2759895420952625,0.30737328869095143,0.0007040196358203315
0,2,2,2,0,3662,0.5311165426529858,0.050798754008972,7.734376683292079e-05,3684,0.5325039352416191,0.09044132537060061,9.234467135188348e-05,3633,1.238456712570301,0.27050150455624583,0.0004340432741280719
0,2,2,2,1,7837,0.5270957362244462,0.05165212377483575,3.659974664648333e-05,7894,0.5208808044415965,0.09329020022997886,3.755748107406558e-05,7787,1.2270545262226409,0.26972435573560066,0.00020089004414124893
0,2,2,2,2,4082,0.5345098811345719,0.056857463028871916,0.00010425645689989892,4106,0.5467550659267609,0.09739692335596824,8.065162297657698e-05,4052,1.2569018553097249,0.30001016880821413,0.0006020204444184425
0,2,2,2,3,1767,0.5364806848073655,0.05924200690279676,0.00016224282288697023,1791,0.5378167601462757,0.10135044047136688,0.00013736735613333617,1750,1.2708962995912136,0.3237221954689758,0.0010515991280312035
1,0,0,0,0,1342,0.5642880313080701,0.0634401615910972,0.0006195072702768747,1458,0.5313869061922544,0.11408364974065185,0.0005274714149542181,1091,1.4369033435637961,0.34283499970146003,0.004098527562425146
1,0,0,0,1,2616,0.5589853513188752,0.06415555377146714,0.00041132978266092234,2793,0.5265652134146891,0.12009485242369326,0.0003406902925850282,2209,1.4509329195218361,0.34621108756683217,0.0025874730812183496
1,0,0,1,0,274,0.5746891946122251,0.06787757026436585,0.0018002602969931303,315,0.5021340836195614,0.10492870441023823,0.0015077425215094546,230,1.4745659617750437,0.36742146432953093,0.01168547368698982
1,0,0,1,1,635,0.5632928106998377,0.06763847142967713,0.0011128432867189275,735,0.47482278457231164,0.09947095438452615,0.0008911123080523057,566,1.4617035754753207,0.3552824763709332,0.007592429416462781
1,0,0,2,0,115,0.597094546811377,0.05856246232641536,0.0028598778273450838,134,0.5162364810743914,0.11796999286364393,0.0028626429341507744,99,1.5413803716811796,0.33017937282886456,0.021210322073648244
1,0,0,2,1,250,0.5857984044596993,0.06819187569532788,0.002182559339016376,300,0.4570696877989999,0.10534350921796704,0.0017623399992958957,205,1.4520388620092823,0.33368492639425984,0.014709067850633759
1,0,1,0,0,125,0.5455215672881043,0.06057454707832943,0.0016577092076511986,134,0.4989801383658669,0.11392247345754038,0.0014549202380156605,109,1.333218872665,0.3091829191992026,0.007943789651832863
1,0,1,0,1,138,0.5454836814196357,0.06837167438232551,0.001363748325292639,141,0.48393591033163313,0.10644908110287693,0.0009639327202819678,118,1.325652919700525,0.3181667119298393,0.006871088606220544
1,0,1,1,0,99,0.5695659193039597,0.07071482410966445,0.002845847982854226,115,0.42529348989312155,0.11508920891497681,0.00200156533553064,86,1.43217176966088,0.39947413241595325,0.018649043254092643
1,0,1,1,1,120,0.5592860022594565,0.07645072408933934,0.0026391212793728893,138,0.4257151020761224,0.08487778240350112,0.0017410722376168752,104,1.3666454840142797,0.3951364208998402,0.01715127196305188
1,0,1,2,0,90,0.5712704011733497,0.0634828688139173,0.0028652879846033197,113,0.42677032785175106,0.10714330342302449,0.002519625046324976,82,1.4349718449211049,0.343374187903536,0.01872888310876307
1,0,1,2,1,108,0.578776553754541,0.0649385871513495,0.002654614518354039,126,0.44386319845622296,0.0899640765712562,0.0021793723319367846,91,1.4830544162534223,0.3478881764913494,0.018523934029596973
1,0,2,0,1,2,0.58260308082403,0.12797070839827332,0.013812490855641735,1,0.2389843319836177,,0.006810696624056284,1,0.9814850184745264,,0.0
1,0,2,2,1,1,0.5788013454163696,,0.0,1,0.4645050986997037,,0.0,1,1.5785178729651537,,0.0
1,1,0,0,0,641,0.5428089558957819,0.06399300922495288,0.000744377317440754,665,0.48850070039192994,0.10459719139569808,0.0005682448750833015,573,1.297290975278354,0.35899630675116295,0.004173861234510119
1,1,0,0,1,1782,0.5294753147670839,0.06187276428107135,0.00045037576374305896,1844,0.4745221243505133,0.09606270119435038,0.00031108954160202377,1675,1.2514401892054736,0.35640088004597403,0.0024608097743307397
1,1,0,0,2,45,0.5215645864814954,0.05751189266155265,0.001170402484877331,46,0.42702233998691985,0.09130930371214217,0.0010553291915912973,44,1.1156764699814834,0.25103324337550115,0.0065946246477912385
1,1,0,0,3,21,0.5262842158862542,0.06936170217230357,0.004776691061544519,24,0.4503993973189495,0.12063284162863386,0.00490964211830884,21,1.1673745576893595,0.3264051017087855,0.027039765683647216
1,1,0,1,0,202,0.5445019870757289,0.06358625946893584,0.0014109132606327092,222,0.4825431607365467,0.117215772166903,0.0012169070139282933,194,1.2936931069245792,0.3279256864251354,0.008446711864090855
1,1,0,1,1,1197,0.5248434689290973,0.05949629626105795,0.0005611249034886008,1247,0.4578405817684272,0.09535235298288774,0.00041965060741331147,1183,1.1931987772319532,0.3152719938074797,0.0032805975376843286
1,1,0,1,2,8,0.5581727888658402,0.03956999534386114,0.0,8,0.47826160001774287,0.12892353274823234,0.0,8,1.2984428368263228,0.22350173683830943,0.0
1,1,0,1,3,1,0.600198153368596,,0.04175524451456425,1,0.5019174197441758,,0.05133474149993411,1,1.5366600907033954,,0.2539114142864658
1,1,0,2,0,90,0.5612492487727995,0.0715466205504235,0.0024771026929009993,98,0.4837495818581622,0.11193728625658,0.0021431333667443204,80,1.3667162606098793,0.36951294328848877,0.014865131313579402
1,1,0,2,1,463,0.5288797624731801,0.05901529044472696,0.0006812520102877823,478,0.4788472025082203,0.10299544998343314,0.0006500770727110801,452,1.2008433267577212,0.2974565625895819,0.003957123356396326
1,1,0,2,2,2,0.6065601222569184,0.0384410219600028,0.0,2,0.4593666881425275,0.08931932731741603,0.0,2,1.5939318713366062,0.28211509663861584,0.0
1,1,1,0,0,1308,0.5318598078978686,0.05753347102590376,0.00039139267164222215,1346,0.49144307717100516,0.09722350160797708,0.0003348466877346217,1242,1.264359046630536,0.34979207348203567,0.001976752243376624
1,1,1,0,1,2187,0.5228733087990654,0.059511173854852426,0.00033725925314117357,2235,0.47941423401706645,0.09286003806663425,0.00023190211966849772,2078,1.203621990032926,0.32692113029433406,0.0016185873717143192
1,1,1,0,2,1,0.5962684016136178,,0.024396618851220797,1,0.3772573860820886,,0.006694151535316606,1,1.5550095589717878,,0.15012446248463363
1,1,1,0,3,1,0.4412850316283617,,0.02289880065777722,1,0.2744024792854508,,0.015354200988268896,1,0.9603358302910238,,0.08960750054554933
1,1,1,1,0,700,0.5280803685058604,0.06214717586010174,0.0005249244033310612,732,0.4823791373965653,0.10089788323961697,0.0003897046543175248,695,1.2247217797513787,0.3382969711808927,0.0028030066424430396
1,1,1,1,1,1485,0.5178705330214148,0.05820974740080218,0.00029795760967187647,1522,0.4747128295289725,0.09516562515374029,0.0002330878840113053,1470,1.1709383275238463,0.3007829942478328,0.0015526802652647555
1,1,1,1,2,1,0.591871069106338,,0.02738132490994294,1,0.4113886745794373,,0.020349995314080216,1,1.5237898684314164,,0.18162166894120602
1,1,1,1,3,1,0.5471579051980174,,0.0,1,0.4498976234595944,,0.0,1,1.2722046297110714,,0.0
1,1,1,2,0,504,0.5418851463176471,0.06705396513983876,0.0006256688881368639,527,0.4927027106475506,0.10326073803219364,0.0006700508011603222,473,1.2612183732192637,0.3409058767533094,0.0035249908036858223
1,1,1,2,1,866,0.5226050325356535,0.06210636649361969,0.00041912247093385194,886,0.48041214028684576,0.09632187895190342,0.0003761137530490973,845,1.1953686119642761,0.326594735831423,0.002231673831833447
1,1,2,0,0,106,0.532049402333006,0.06861792762621662,0.001577411201038173,108,0.49095507228658214,0.09442317976402535,0.0007868960342168169,97,1.3046128440212923,0.35920947700584815,0.007324224378725166
1,1,2,0,1,149,0.5331263577464579,0.06159030304549478,0.001303562821794242,150,0.4824430929899221,0.09260722299851876,0.0008468935165103408,137,1.2932952569459897,0.3372055049466079,0.006542544392289557
1,1,2,1,0,125,0.5441714533950377,0.061097664114389064,0.000990615719816109,128,0.5173694631923124,0.09707348010834957,0.0007552233203622162,114,1.3824298445608199,0.36551420417083963,0.006037249816241213
1,1,2,1,1,105,0.5261837941315515,0.05969484052162941,0.0006575372050429922,110,0.46879639238949883,0.09419482393057547,0.0006265888182077978,101,1.256741646335775,0.3451767931458984,0.0041206163004457634
1,1,2,2,0,83,0.5133997169995085,0.061551921985249065,0.0012611434198548381,85,0.5221497001567089,0.09223288841822833,0.00137321135367012,84,1.19487250993397,0.35224136377003007,0.004986902490170676
1,1,2,2,1,103,0.5204451201910207,0.0637585118364351,0.0010519528302260514,111,0.49514796782437026,0.09577389318918364,0.0007325283213582524,100,1.1841667742017419,0.3587985604497268,0.004878949002794041
1,2,0,0,0,130,0.5115724478974061,0.0582035768407091,0.001371818158227876,135,0.4854508179758075,0.0953252204961242,0.0009010463542305425,133,1.1213993854045647,0.3063079561813521,0.005854024888957754
1,2,0,0,1,408,0.5189962818083073,0.06637372528655229,0.0009797788807229565,420,0.4516335826161135,0.1090914369849862,0.0007090844570688454,402,1.1732601098693363,0.3460206415842144,0.005301430523742359
1,2,0,0,2,158,0.5415695607611564,0.05832904247558806,0.0010280802545095764,163,0.48066564655712596,0.10682992052819275,0.0009305052987688447,156,1.2317042245464704,0.28734595223466647,0.0051950529298855925
1,2,0,0,3,41,0.5551597925608394,0.07589042676439484,0.0025388175026869234,45,0.4906045281848983,0.11977464472016466,0.002067992642374775,38,1.276194464681047,0.37630954579157166,0.015982939050105772
1,2,0,1,0,57,0.5402019362756022,0.05445470340379427,0.0024169980690401413,62,0.46217827756868973,0.10413323771611768,0.001891492694267498,58,1.2564369079312023,0.3242992471940638,0.01508325617973902
1,2,0,1,1,304,0.5182913412184216,0.0650701222558076,0.0009098975686799071,317,0.4613386461852804,0.09662708558669135,0.0008325838175193364,295,1.1456822390124786,0.3059813591443143,0.004640257402524697
1,2,0,1,2,147,0.5503643644215073,0.06137410312223604,0.0010314569856473181,154,0.5040736369136896,0.09884551010633023,0.001042756591291251,142,1.2786651920052574,0.31348285444632734,0.006976994201041982
1,2,0,1,3,34,0.5549249879926608,0.06856078602055947,0.0030630357086840173,38,0.4653879249920753,0.12428974990306098,0.0026054727544199603,32,1.308207467710227,0.34378744397652355,0.016051237016096818
1,2,0,2,0,38,0.5421622287432109,0.0585525662511772,0.001706215211798915,41,0.5109090539350768,0.1119173019715588,0.0028831265849599778,39,1.270490759650535,0.33955677485950586,0.015228421022151451
1,2,0,2,1,171,0.5227516329997124,0.06742451288156694,0.001053121622462527,176,0.47349646067777856,0.10666806831061963,0.0008688402681894146,170,1.1661364409656672,0.33174780818260086,0.006981337618378143
