glacier_type,temperature_category,precipitation_category,slope_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
2,0,0,2,92,0.629280935257511,0.04394585353865927,0.0045976126928087046,110,0.47722646157348597,0.08746923284346751,0.0033921792542294066,65,1.7184031513917313,0.22137261728177257,0.03636599192534661
2,0,1,0,6,0.5425565821522981,0.07850641262490633,0.0025251146081731366,7,0.5422822562308881,0.11123115742154996,0.007714771598779502,5,1.185200396680338,0.12540995028672147,0.0
2,0,1,1,12,0.5911318543416574,0.03783740902431015,0.007883422853862138,12,0.45391481460536154,0.059290994655469165,0.005234519093922214,11,1.4886200693605738,0.13868730720779548,0.055651163347913195
2,0,1,2,6,0.6376404276128086,0.031475407595840506,0.010893945295797012,7,0.3806121363584073,0.12480501877022111,0.009978535451195137,5,1.918245060512125,0.2612807181745078,0.09777232813338328
2,1,0,0,535,0.5860080810134494,0.05194448878745012,0.0009974100735872223,584,0.5315085570993427,0.10891359812243803,0.0008254644321705742,453,1.4932970705918356,0.29592333929065273,0.007202864056575615
2,1,0,1,154,0.6001191848180447,0.050931199913051804,0.0026515653342256786,203,0.46317125086963495,0.08664887570901676,0.0020492971002927735,133,1.553243193618773,0.28423789390569915,0.01890535397921601
2,1,0,2,44,0.6320412624386047,0.04350833156352641,0.006434782923087937,63,0.44507301737955585,0.06779105563833582,0.004578179262409321,33,1.754962148375998,0.2763401051671164,0.0513948824101823
2,1,1,0,53,0.5710118911591632,0.055924787044250156,0.001842014323515254,57,0.5756196370813078,0.09813657713276211,0.001775314103355485,43,1.425668300205501,0.3231717482709294,0.010617961353488218
2,1,1,1,20,0.5767248134523955,0.07199981052544961,0.004566153817812892,25,0.4744907209149757,0.08802800495873653,0.0035421360649765983,19,1.4748346713673475,0.40841783234435614,0.03560925915884295
2,1,1,2,26,0.5856620979972033,0.05662617435298429,0.004598935951612473,30,0.4383496839726608,0.07027217844299047,0.003991085669831523,22,1.4636822893691621,0.2601278359618009,0.022503801004685204
2,2,0,0,75,0.5693706578534155,0.05503872499748274,0.0025114222197594595,79,0.5204238908292917,0.10853065039321717,0.0019158641727934616,70,1.3887309379236663,0.3177660441276281,0.01671638492817016
2,2,0,1,42,0.5713374584016068,0.05028893279673561,0.004364475305263278,46,0.487848067382589,0.08857171123090365,0.0037193866074947844,41,1.423978205441723,0.2877756368028982,0.027297932838034073
2,2,0,2,17,0.5809148416513119,0.06840278439720421,0.007957835889629426,20,0.4414242063900831,0.09083469070492506,0.0070751548645578925,15,1.4608126143700586,0.3756908151807341,0.06116050671266469
2,2,1,0,103,0.5617325137136299,0.05932485870223851,0.0013537129732089418,104,0.5104613522938395,0.11512882440887566,0.0012460506174528487,72,1.3297874884735275,0.32417848723855675,0.009390889798556148
2,2,1,1,42,0.5585604777545514,0.06189665850878726,0.002801381445184982,46,0.5073575033762547,0.08192789722463198,0.0022877620412350406,38,1.3284971983412643,0.30358134391960745,0.01606954516480925
2,2,1,2,24,0.5742175958193592,0.05547816867696403,0.004354602326855212,25,0.4472116313172076,0.08506507266127403,0.0039646607666518905,24,1.4590334233359903,0.32813478668866625,0.029465629499789706
2,2,2,0,135,0.5650686091096735,0.056986687457881616,0.0008676338477215139,141,0.5410394848897869,0.10315152580126746,0.0007765778094262055,97,1.526352407446521,0.3129393606474754,0.007492984116961484
2,2,2,1,105,0.5767850122263594,0.05406278830707891,0.000481771209404177,105,0.5421959280996216,0.08551728623422383,0.0002685590810783055,65,1.5874328468621592,0.2929577760920072,0.0038021796536693575
2,2,2,2,62,0.578273658450918,0.05159202993196538,0.0008382048552931479,62,0.5461023536163189,0.09073561025121955,0.0007262449994326331,45,1.6285492188676824,0.31378588096055954,0.009822190567705624
3,0,0,0,966,0.5922434139069368,0.06047003659702855,0.0007385075834913595,1206,0.5804661637208588,0.11410434164720049,0.0006386334910626104,653,1.626739014388453,0.32134600025224036,0.005705076248142175
3,0,0,1,70,0.5915826616033837,0.05267484042453688,0.0034365224385772873,81,0.5220670569595602,0.10155582427297201,0.003060794473688456,64,1.6936437898014007,0.3041287728471838,0.025656859493789808
3,0,0,2,28,0.62084908228734,0.053993199134880064,0.007717281749184843,32,0.47371447787979143,0.07144091948954887,0.005362436830548731,22,1.6930627407238552,0.2834250377034152,0.061795180593162
3,0,1,0,35,0.5838230474039188,0.06458171744156921,0.0034106604363355465,35,0.5693051249509988,0.09577215083001636,0.0024928619193884103,21,1.5442260011985216,0.30802632729112117,0.02799121914449683
3,0,1,1,6,0.6531179680987503,0.03547783719010798,0.016225975736256636,10,0.3828497775845713,0.09716525679289259,0.008531958552264185,3,1.8766211292774309,0.2954624425282438,0.18527406935814975
3,0,1,2,13,0.6084802633940014,0.043454399539162775,0.008133125898460785,23,0.3315738823963739,0.06767901825374673,0.005544146738261113,11,1.7115109494961833,0.1760956484656483,0.06026143102229431
3,1,0,0,231,0.5792396421809292,0.05522440888595311,0.0010361069829822116,273,0.5542162644159234,0.11547452323646686,0.0010313213550965565,171,1.4561588409840351,0.3265260776280733,0.008100558636760078
3,1,0,1,38,0.5913545744673218,0.0723582050122919,0.005131620763219762,53,0.45858950189823855,0.10893342561730633,0.0039575170833062966,26,1.4735383932280173,0.4002794448459389,0.04329907205174624
3,1,0,2,26,0.5868742479719498,0.06476774598909943,0.0052383574859764205,36,0.4208085144076179,0.10430487076863472,0.004492234099736428,21,1.5282991030767104,0.33422383379170273,0.041219332562814986
3,1,1,0,136,0.5659809156069538,0.06002913989588727,0.0013266970208753856,142,0.5463446412164755,0.10332307911239841,0.001236922425118016,102,1.4013726749493531,0.36924872434988454,0.008122028335756622
3,1,1,1,38,0.5602570895719129,0.06128481051349382,0.0037649977251846137,46,0.46273814618649906,0.099241026012999,0.003157803443088796,35,1.3950782200758869,0.32703069653475897,0.02250494251651836
3,1,1,2,34,0.5806988851106426,0.0561625584614317,0.004167772307953371,41,0.39091661193652466,0.07462023736983742,0.0033765576852123314,29,1.5750904348476469,0.3494961308748057,0.033829985974300966
3,1,2,0,5,0.5480337588089077,0.09232766205510766,0.011804450893072239,5,0.4970247981052773,0.03781917512034389,0.009071389028554745,4,1.1686859699487866,0.3243988694424691,0.03898951805624107
3,1,2,1,1,0.5822422260838455,,0.0,1,0.501625181562764,,0.0,1,1.507794805814325,,0.0
3,2,0,0,31,0.5674963382657148,0.05213826746593251,0.003961932029711957,32,0.5218385744194677,0.1111782004951537,0.0025288010796398696,28,1.36319523424319,0.24471030475292566,0.02531608745458198
3,2,0,1,14,0.5475783151219639,0.08162298910816206,0.009597379167060762,15,0.453077242037465,0.09273178625985304,0.00679727829516815,12,1.229658903316297,0.3232075519635762,0.04589672678997289
3,2,0,2,10,0.5508075461498967,0.07100850667623171,0.008445777466707077,12,0.40430745795378326,0.06644424656016976,0.007463244532556889,8,1.2047954248312371,0.2303930206460966,0.05767151637662968
3,2,1,0,78,0.5510279320945413,0.05144722916338585,0.0010812397873573767,79,0.5377848747515871,0.10081895970471771,0.0005612732780746245,72,1.3471302290022438,0.30310217215496704,0.00552844500739804
3,2,1,1,32,0.5416516615262685,0.07563230865938667,0.0024524863482250966,33,0.4794242522656096,0.08730047649136834,0.0023873374392864638,30,1.3026652056115373,0.4159791151771068,0.0141399727901108
3,2,1,2,25,0.5082023765436494,0.07371204541102513,0.0035062092896047566,25,0.42549165316193943,0.07479443127007138,0.0021536598163791583,24,1.0678791482399062,0.22655998774082373,0.009495507782973802
3,2,2,0,266,0.5606504976445675,0.06519196098182509,0.0007020526949090762,293,0.5336458023211039,0.10510956735907373,0.0006759841087598341,192,1.483208264545205,0.3477186496860492,0.005670104492735057
3,2,2,1,186,0.5482204571019035,0.0620690419680542,0.000411367311691322,191,0.5168963678382796,0.09168968310475537,0.0003062721537589215,151,1.3962987196913716,0.34936471831979143,0.0030640821234654346
3,2,2,2,84,0.5320533092996771,0.05573906173676007,0.0007404409187209895,87,0.49665337734025516,0.07831651203466104,0.00045300067678547744,76,1.376129694979015,0.3317862616995009,0.0038591627560176935
4,0,0,0,96,0.6099855087062369,0.0695771583755646,0.002702185918208349,185,0.3989558377732952,0.12777675659617022,0.0021521275082931374,17,1.5840292429898852,0.35904068072338824,0.028132969479051848
4,0,0,1,13,0.631172519357436,0.06054218215850435,0.005900422003777784,23,0.545774475098636,0.10799685492115382,0.005366004646507688,2,1.6761193867623452,0.09345617333373697,0.0
4,0,0,2,8,0.5718060360910882,0.0592093233316746,0.016758437297624974,8,0.4796242351032423,0.1488486609770911,0.006991030483518708,5,1.7515644393720695,0.16808000830676012,0.09968739595737489
4,1,0,0,36,0.5888313624314697,0.07616137070761457,0.002786214824663632,52,0.41161596632816705,0.1306217733261829,0.0028417269578659516,6,1.7541239424551784,0.3724418912886762,0.0
4,1,0,2,4,0.5854474897618778,0.06193608737473247,0.012789764976703283,6,0.563869702398582,0.14583773461842373,0.009794276745233354,1,1.067411057978384,,0.0
4,1,1,0,65,0.593193608730168,0.07051455978733256,0.002907222157646651,77,0.3836123998932259,0.11517995178610937,0.0025570537577417015,11,1.5927549760720894,0.47247376691903736,0.024099403048629488
4,1,1,1,12,0.5880651330681387,0.03945565765322566,0.004244606422506204,13,0.3996038929614905,0.0947828799734746,0.003946912592131895,1,2.096070348041324,,0.0
4,1,1,2,18,0.5657370246657769,0.06661035136827222,0.00255386341980644,19,0.4004935909640483,0.09115123826463689,0.0022703571845531286,4,1.7285853113599212,0.34751005420653885,0.0
4,1,2,0,39,0.5865147779992059,0.06661102832034578,0.004509523815456924,38,0.40544325530600295,0.14092390804177626,0.002317860709705363,3,1.3620992775743386,0.2114860074735099,0.0
4,1,2,1,11,0.5743394508960025,0.05291408755700743,0.002665329421600299,11,0.4349598165719021,0.10056487562552935,0.0025640591822026545,1,1.3621934884228422,,0.0
4,1,2,2,12,0.5772898619701169,0.07196913142441227,0.0016899974951485404,14,0.4141241886864769,0.10446716298075265,0.00415127911272308,1,1.9572781669277557,,0.0
4,2,1,0,84,0.5893584225385285,0.0675808630406639,0.0029123669776914027,90,0.41204495829871346,0.12373839549076024,0.00231919854915334,15,1.6735764357169105,0.2003746388300422,0.027746522155501163
4,2,1,1,34,0.5822641728033998,0.07395052084448447,0.004475955853831599,33,0.45071950109333725,0.1368050942079438,0.0034628383862216486,6,1.837196171300578,0.2512590632577987,0.0
4,2,1,2,39,0.5731905590845984,0.06908771562186021,0.0036779250489594275,37,0.44475504511144504,0.10390730712060264,0.003130364030780609,9,1.7836710326644531,0.4130558886610053,0.02922791202095841
4,2,2,0,233,0.5815332040040337,0.07665351299047196,0.0016865938817190744,263,0.4051352309894903,0.12458978309294169,0.001259598936160609,40,1.7135371156860817,0.32959717380681247,0.03366194661195863
4,2,2,1,53,0.5771118252067271,0.06569361154391391,0.0026496290879733215,51,0.4049509516800944,0.14125290086516704,0.002027616988251184,11,1.9349215435970768,0.17834756808221153,0.03751304446785458
4,2,2,2,33,0.5361202117610221,0.06263065503043859,0.0019337455693322083,32,0.4076925105823023,0.1029831751967552,0.0010888891258268988,6,1.716017274268333,0.22922879834047513,0.0
5,0,0,0,51,0.6240880634187462,0.04845334076165087,0.0033582985416616357,100,0.49370150563917503,0.1397985923609239,0.0026967075427827393,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,0,0,1,7,0.6354932911545582,0.0413995635882329,0.013474368371995688,13,0.5118284070096888,0.1044301856297186,0.008817541860056967,1,1.611177271017234,,0.0
5,0,0,2,2,0.6076562368027376,0.03534943047356101,0.040599592608646456,3,0.40625538287227886,0.13091383249673305,0.02936435689637189,1,1.732296646631476,,0.44548712763295106
5,1,0,1,1,0.5469332756332242,,0.0,3,0.5634740366237082,0.05650531837695757,0.022835181687392042,1,2.1387360101618555,,0.0
5,1,1,0,72,0.6033566016818179,0.05189735679983712,0.0026634559416493088,97,0.40199637707341507,0.10372627914300801,0.0023800514489758554,3,1.8349495749942502,0.25662718093314246,0.058717639054530014
5,1,1,1,12,0.6220415292033663,0.0618705743839343,0.007191237094286876,13,0.526641096274955,0.09688072092045148,0.004044588905678855,1,1.913349991453141,,0.30228166012574387
5,2,1,0,25,0.5932168014052696,0.05913456735053744,0.004002579750977444,27,0.40645359963368405,0.1014957104167212,0.002317974134588523,2,1.8718099107261137,0.05216921633393413,0.0
5,2,1,1,10,0.5581313294278634,0.07970929313418247,0.007924333290553866,11,0.42392679883070605,0.12138068970976965,0.004120154492753645,2,1.634333673127412,0.02115829434515468,0.12094532967434435
5,2,2,0,87,0.5955397354318194,0.053369289015872574,0.0014662834706885152,101,0.4719657795928829,0.10322942754519607,0.0010932107527851175,18,1.9097113234833318,0.250495932078032,0.032742817005184825
5,2,2,1,24,0.5925966262127964,0.05438027946407417,0.004418326379278142,27,0.46494190089793214,0.10974098926378381,0.0018958913068025706,3,2.0667871324613887,0.06476439378546286,0.0
6,0,0,0,39,0.6388792093073565,0.04605756567629009,0.004213162701436822,115,0.5197600100155052,0.16662753552923407,0.0028571273942406593,5,1.9263758587200104,0.19633439537045075,0.0
6,1,0,0,50,0.5990821671871298,0.05522808497215471,0.0030515413423531763,105,0.43029586633924105,0.1414732253899127,0.002348536024098175,2,1.6339606386796584,0.06999495880419426,0.0
6,2,1,0,120,0.5986203449144063,0.07120973624517205,0.0027306690474535817,124,0.4531407492423805,0.14032370641791853,0.00212432142800048,14,1.8845128135868559,0.3141173330795034,0.07200735826105757
6,2,1,1,16,0.6156511660438686,0.07724708332412353,0.006627517706403414,15,0.4295529036773852,0.12543246620566897,0.006487327550535251,3,1.5237699301316867,0.530936124746622,0.14818846418745676
6,2,1,2,13,0.6132379459532715,0.0698271492061314,0.016004225714878972,12,0.3631197373964947,0.05120986416032549,0.010063745443777763,1,2.076762344613324,,0.8013291318689304
6,2,2,0,50,0.5875238552854405,0.06467124715628474,0.005105304592760259,58,0.40656298583489725,0.13444165913779846,0.0029170950772674444,6,1.9507461256722045,0.14537202527314397,0.09909402473323202
6,2,2,1,8,0.6133237299440377,0.05771695598754062,0.0,12,0.3984657281613533,0.08404191180634998,0.0027395685556381305,1,2.0370830872546346,,0.0
6,2,2,2,6,0.6216003041844133,0.04185514945890064,0.0,6,0.4773747720300993,0.052854760193548164,0.0,1,2.1865222572516907,,0.0
7,0,0,0,29,0.635474046245564,0.04690297538122471,0.004656456517514365,85,0.5339957914536966,0.15389016344843406,0.00301298562539234,4,1.971247320889053,0.16973004803759664,0.08077945945953702
7,1,0,2,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
7,1,1,0,6,0.6347153101951707,0.049753885960529855,0.011259153864973137,20,0.45875273549644024,0.17083011021794173,0.0074706536379486365,1,1.913551553883076,,0.0
7,2,2,0,36,0.606278249052066,0.06334338580979315,0.002536303221315825,67,0.5078454351853847,0.10274997211186983,0.0017609421096640592,7,1.8087853816758943,0.3370233072401656,0.061818792194514825
