glacier_type,temperature_category,precipitation_category,area_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,1,0,0,1,8466,0.5431314955216914,0.05394983008675728,6.868107992166364e-05,8495,0.5574489004959855,0.09710138001455933,6.972656709727824e-05,8429,1.2391855529129692,0.26980556280721923,0.00039703991332249827
0,1,0,0,2,80,0.5287952925170556,0.07279207891941773,0.0011910884985581196,82,0.4748945322442759,0.11535392260247239,0.0011518167846436514,76,1.1623614046550108,0.3197575133100655,0.007452175372711689
0,1,0,0,3,54,0.5610863548871057,0.07700159884858648,0.0033392553209233705,65,0.45509106998755045,0.13556231347242187,0.002944714926578003,39,1.3642289171851838,0.4403030795139439,0.02528322263686791
0,1,0,1,0,1793,0.5576988494151413,0.0566579027452929,0.0003797507130977834,1831,0.5296655679253172,0.10952141893544606,0.0003565709488676189,1762,1.3375371210802858,0.30133751225639693,0.0023441250671102395
0,1,0,1,1,8538,0.5392669797586658,0.049519662035572024,0.00014203194658602924,8592,0.5054086826224834,0.0915235923027897,0.00012850142777237465,8497,1.240003466455024,0.256985032605335,0.0008191790424821258
0,1,0,1,2,25,0.5559298730946525,0.0601016531979249,0.004318017152013423,25,0.47933997788716787,0.12828693708313033,0.0031794968276242456,24,1.3113380359777456,0.32959435968699663,0.032724274021333925
0,1,0,1,3,16,0.5695458028723833,0.07215273422849729,0.007256555412120454,15,0.43331311622531754,0.12153174977797208,0.00747384296468243,11,1.4088202040065405,0.3730950579043068,0.07307890635263221
0,1,0,2,0,908,0.5730369469610491,0.055726237221552975,0.0007398575397703848,979,0.5041427659950345,0.10354625984233225,0.0006502159329987854,810,1.4306426442356572,0.3055719727998777,0.0048415550048686706
0,1,0,2,1,5018,0.5548185231936791,0.05438665134931001,0.00030781970109825213,5144,0.4745649586183421,0.08786930319138858,0.00023876699307386604,4791,1.346305031047408,0.3026888155368452,0.0019243793325377607
0,1,0,2,2,8,0.5638400529572388,0.06175136043202417,0.008865899808949909,9,0.365148698665953,0.11985105648133816,0.006543628266775608,8,1.3855295436512574,0.3913457510425947,0.06072507177755361
0,1,0,2,3,7,0.5688286097750409,0.07970539153453943,0.012399774210635383,6,0.34703301264722947,0.09494644493528524,0.01098119580959433,4,1.5193417018333015,0.32693337599622596,0.09091482061862188
0,1,1,0,0,2445,0.5341026708076527,0.05982835922581154,0.0002078498611885398,2464,0.5293860081501904,0.10797685742291922,0.00017527097447863984,2430,1.2133248679750748,0.298244445529505,0.0009722478507394845
0,1,1,0,1,5438,0.5314383984034519,0.05656331080729218,7.05705378528956e-05,5475,0.5357182747459521,0.10451081959219768,6.046011173161645e-05,5418,1.1957552185214149,0.2799338180035026,0.0003274978485948142
0,1,1,0,2,23,0.5803181639920867,0.08291944957487933,0.0010714180093802166,25,0.5101556824169166,0.14262633167334174,0.0003064812768668457,20,1.463357912388568,0.3995467142470779,0.00617316565167102
0,1,1,0,3,35,0.5408391751339238,0.07273692300834182,0.0029637262080603336,40,0.5120669752232947,0.13507587140243335,0.0013266583078620177,34,1.3809843048861623,0.33324421431598417,0.011791644104178895
0,1,1,1,0,2601,0.5381014242792037,0.05362121480964781,0.00019917473291073318,2654,0.5043557325879117,0.10000071825512488,0.0001915172187137215,2570,1.2484963969353706,0.2787004858450398,0.0011514964514257662
0,1,1,1,1,5777,0.5310913203281218,0.05102124990723398,0.00011444403209188524,5814,0.4968860022141085,0.09412033964618395,0.00010451717972310143,5743,1.2193248369715395,0.2663096575637364,0.0006312223325824638
0,1,1,1,2,21,0.5636439314610003,0.06049398456937256,0.0025699857822990718,22,0.5056603338800801,0.12825862164033694,0.002086190128973923,19,1.467495375853499,0.30255434654871083,0.018273653048945723
0,1,1,1,3,15,0.5115570193444782,0.046147538415474046,0.0,15,0.44339117351938123,0.14991664296948287,0.0,11,1.33212760248551,0.24705185576207245,0.0
0,1,1,2,0,1100,0.5462911603506786,0.054753915143758866,0.00045188336142000393,1158,0.47412031360658063,0.09897175741679243,0.0004189821014040636,1055,1.3413819966061555,0.3055072466029486,0.002662577679503267
0,1,1,2,1,2680,0.5418067182499933,0.05275339175061425,0.0002672534177882108,2732,0.4723279128548186,0.08849041812080201,0.00021790721159210415,2582,1.319490356582728,0.30283147872484184,0.0016526821538169305
0,1,1,2,2,14,0.5680470527773008,0.07000074727032815,0.00603227143336061,14,0.45611852358920185,0.1439463657708347,0.004147814089060059,10,1.360549966915816,0.37245476808652644,0.03203916789507177
0,1,1,2,3,8,0.5393350487068076,0.044157238486718445,0.0,8,0.5307575406264334,0.11437419120998268,0.0,6,1.6514890191610607,0.28295068316646727,0.0
0,1,2,0,0,348,0.5276044204092408,0.0534318071109802,0.00023786516691144476,347,0.5510034583563864,0.10393672455069823,0.00026123597973569564,346,1.2067702150071111,0.2674308088495024,0.0018901189048115908
0,1,2,0,1,354,0.5296553785289616,0.05444455658188828,0.0,352,0.5372514141464989,0.0994358297880667,0.0,351,1.2107510158948884,0.2702480616492567,0.0
0,1,2,0,2,2,0.5192178590024841,0.04293119495321938,0.0,2,0.5191862528377775,0.14202121416557367,0.0,2,1.1823820839400772,0.22706958368216337,0.0
0,1,2,0,3,10,0.5398685640996351,0.08092574841289774,0.0,10,0.5550521188734965,0.1299326873347262,0.0,9,1.362828579837914,0.3904156944651637,0.0
0,1,2,1,0,314,0.5357024263383422,0.05398491191651604,0.0003661528813769824,317,0.5214563830793508,0.09705027329218195,0.0004280508609739122,309,1.2942705949690203,0.28992612739798673,0.0017992844512923017
0,1,2,1,1,384,0.5306196727201352,0.05117543214334166,0.0003078203804810329,388,0.5143359244938625,0.09713862831559712,0.00029144698323528844,381,1.2597796757604216,0.29321328667936075,0.0020459167304427506
0,1,2,2,0,122,0.5561109771369098,0.05506094720803483,0.0011011022447238621,125,0.5094498300951814,0.10410864556293813,0.001077384242723341,110,1.4273063883385255,0.308053390673298,0.005184189697090922
0,1,2,2,1,160,0.5436715685677235,0.055644387187071785,0.0010013378071440206,166,0.49799719374658324,0.09832480278051026,0.0008305501971597721,149,1.394410836354719,0.32061833985423094,0.005793320339725706
0,1,2,2,2,1,0.5021603665637936,,0.0,1,0.576444748924423,,0.0,1,1.4345824628106654,,0.0
0,2,0,0,0,432,0.5510609301092593,0.06092933068285935,0.0006718770170489703,453,0.5580213788919113,0.11185594288020313,0.0006537626809353295,427,1.2766286216316183,0.3126127596109292,0.003783502604664093
0,2,0,0,1,2628,0.5396585829257802,0.054772686626999245,0.00015004752404067915,2654,0.553397007727772,0.09840504374874211,0.00015453538425655626,2622,1.2196566259965294,0.2709085551558571,0.0008351473818317033
0,2,0,0,2,369,0.542070266519442,0.059562147165339,0.0003893532454935277,374,0.5274066819760559,0.10752776728400362,0.0004089166271461934,367,1.2325715456276107,0.2995602950599575,0.002397318774049255
0,2,0,0,3,78,0.541940896516052,0.05126707470722639,0.0007356219113696292,80,0.5287460526508788,0.12093473218785267,0.0007590332294319709,79,1.214560520463466,0.28124512221296993,0.005961637926708468
0,2,0,1,0,450,0.5579989692786479,0.056130993762479875,0.000863608500632524,466,0.5272026438297739,0.10612811415183163,0.0008365752047799927,446,1.3163121666771298,0.30319226714426245,0.00541769070117734
0,2,0,1,1,2335,0.5358134537807194,0.04953925288714229,0.0002529486637550035,2352,0.5054539397161497,0.09187025626465845,0.00022794038623182578,2339,1.219580156039495,0.2532764764759149,0.0015265236042093793
0,2,0,1,2,152,0.5543002544440876,0.05758080518686483,0.0010902698259436093,158,0.4829966646270087,0.10896432515321958,0.0011546193372135554,149,1.2825778404016155,0.3004868363071719,0.007302937996041278
0,2,0,1,3,21,0.5625660969099123,0.04767613476746599,0.0027401970535486813,22,0.4959096054559348,0.07851281183492208,0.00373539266603818,21,1.3413152459105724,0.283176779004484,0.022211464055707144
0,2,0,2,0,218,0.5613446207745975,0.061111869152216156,0.0016856482588763343,241,0.48511535530084315,0.09569591397569283,0.0014088653421626476,211,1.3396941399613826,0.3283650315879479,0.009951238886907408
0,2,0,2,1,1225,0.5422643787498217,0.05814398148228893,0.0005775035660425466,1258,0.47014350887855855,0.08619626284156522,0.0004407043458087694,1193,1.2665265734403837,0.3033736517965699,0.0034587035446498994
0,2,0,2,2,35,0.595345114852649,0.05451186936116374,0.0024840378850957295,46,0.4694362681483423,0.12113380974441906,0.0029395759042371776,32,1.5394936236265977,0.3443581740688465,0.0219406182853379
0,2,0,2,3,8,0.6115110683459754,0.054480660468878526,0.003019388430398867,9,0.5119875508737101,0.11682097815307135,0.002404517574017367,8,1.657419095503985,0.3477642903364217,0.03158389266850281
0,2,1,0,0,2566,0.5307278802007092,0.05947212791602667,0.00012337664225382656,2639,0.5284960064764761,0.10837647474268498,0.0001083533673836087,2572,1.189381880014159,0.2956532994573453,0.0007034500458535406
0,2,1,0,1,9637,0.5245993564910978,0.05879867529152666,5.403168605495187e-05,9878,0.5246570435926473,0.10612174316737141,4.6656272038394797e-05,9706,1.155513665025639,0.28542024043929143,0.00025047248314012986
0,2,1,0,2,376,0.5336904010744037,0.06166557266111687,0.00031627807168547556,380,0.5343458346280454,0.09950219526946369,0.00027094656051936805,374,1.2133255311478792,0.3012886503949273,0.0017525244240525124
0,2,1,0,3,175,0.5232940721332813,0.06417176767454898,0.0005743020450785111,177,0.5209770048494448,0.11466322195278213,0.00036518510964798136,171,1.2117005638502885,0.3293093789148474,0.0021608307685606174
0,2,1,1,0,2446,0.5290092628858172,0.04895147137773698,0.000140034208373061,2453,0.5076201002567186,0.0961271769810401,0.00012713612513682757,2451,1.1988171139694375,0.2492837257622641,0.0008207405092514133
0,2,1,1,1,8797,0.5213169381056025,0.04747082330380949,6.183219696636437e-05,8848,0.4952267605894652,0.09208152471675557,5.336014642585458e-05,8820,1.167843638257102,0.2374727622150439,0.0002935340224849135
0,2,1,1,2,209,0.5456982878631251,0.058812647043514285,0.0005152821040962185,220,0.4918617048273738,0.10242438947484882,0.0005644954792309813,200,1.3057205263498048,0.32254689501494616,0.00308540951988053
0,2,1,1,3,108,0.5486038612204417,0.07334227443346093,0.0011285765900263184,111,0.5027393996649633,0.1268209090307619,0.0009393938959171071,101,1.3792330745166936,0.4011222257417143,0.007213583088832369
0,2,1,2,0,1082,0.5375826812900901,0.052766818442603766,0.00034567309585666154,1096,0.4869711614129379,0.09717439090068218,0.0002807010269408665,1068,1.2835655621323214,0.28988676290661597,0.0018882426600310008
0,2,1,2,1,3634,0.5310400242451151,0.05068566693775757,0.00014873127221416246,3678,0.4779392046104163,0.09116087855530723,0.00011259713872510856,3589,1.253535614859395,0.27820363780456675,0.0007480390207821025
0,2,1,2,2,120,0.5896693250777256,0.06666160536514665,0.0017801334948044634,137,0.45443950928522087,0.1075975679489691,0.0013176343324954082,99,1.6157106115962543,0.35976696996218566,0.012954978536127808
0,2,1,2,3,61,0.5374209879793084,0.07158220944657731,0.002540399706848756,72,0.44817718862812517,0.10907576541814894,0.0016862529030956753,45,1.4888758465866578,0.38770331133383223,0.023362979913095334
0,2,2,0,0,4500,0.525770887910103,0.05887722337892479,7.302851810009788e-05,4550,0.5274967203694688,0.10631882760062134,6.634021296515642e-05,4492,1.1787438683291647,0.2860279471967824,0.000340485913618724
0,2,2,0,1,8246,0.5216320731625957,0.05781232736738047,5.758063744553491e-05,8360,0.525017951839325,0.10371313273230626,4.991437211315293e-05,8256,1.1598343219728373,0.279093307195379,0.00027005228617769494
0,2,2,0,2,4817,0.5292595052277664,0.062491193759129864,6.0276532023411366e-05,4904,0.5583879570267234,0.10735479903306387,5.7014971630649466e-05,4836,1.1956106000737712,0.3088270712098511,0.0003395392390077527
0,2,2,0,3,2260,0.5313090854485893,0.06569067395523279,0.00011102854036523075,2313,0.54943583096062,0.11110387702516332,0.0001068007586207718,2267,1.2078642716188004,0.3304784208876417,0.0006472202389958776
0,2,2,1,0,4717,0.5295642501611417,0.04645277601279206,5.866764091091478e-05,4727,0.5220857126872477,0.09738587407567968,6.127306311166468e-05,4703,1.2299678203938804,0.2454872068409568,0.0003018735227853263
0,2,2,1,1,9234,0.5244458850571697,0.045870756923742796,4.313222167158276e-05,9242,0.5120216469937817,0.09619215754170275,3.604389728839315e-05,9225,1.205673797018887,0.23968351355741313,0.00019098882017144162
0,2,2,1,2,2360,0.5384661430399643,0.049724164411542184,0.00011162049848767973,2363,0.5453997084207904,0.10031923755831813,9.024868150189521e-05,2341,1.2974240015710645,0.26713778049345327,0.0006125250467651177
0,2,2,1,3,1136,0.540168667117653,0.05173888392294643,0.0001944567672264471,1134,0.5371081443723517,0.1032521878710992,0.00015842226663563287,1115,1.3084138733926376,0.2760386527093922,0.0012264566696431889
0,2,2,2,0,2537,0.544895544302524,0.04600023790418088,0.00011931369980459734,2559,0.5196102495820453,0.09772065804089908,0.00010267802917828935,2462,1.3644262078014562,0.2697584714754426,0.0006524473486205846
0,2,2,2,1,5244,0.5418042908066609,0.04578766780542706,6.864242068401571e-05,5265,0.5108775343069895,0.09533155062306974,5.446113683319376e-05,5123,1.3576875126747527,0.27196574237383153,0.00035652328236238426
0,2,2,2,2,1187,0.5568354809178407,0.05323944463838216,0.0003791926570391681,1198,0.5254849931292521,0.09904114915785006,0.0002666027561972597,1116,1.4557132058798965,0.30384673391874656,0.0024464044621110657
0,2,2,2,3,605,0.560863459390189,0.05272515249243403,0.0004982414434346127,622,0.5108506281234274,0.09913496179798761,0.00036874122729165697,560,1.469539865609682,0.2997798768273358,0.0032226577045314114
1,0,0,0,0,93,0.559424782546403,0.06304084770764562,0.0028859610202255424,98,0.519072365985931,0.13321070971141333,0.0029935329366805132,92,1.3619232033833888,0.3448826043525755,0.01530216341604701
1,0,0,0,1,127,0.556791743852915,0.07266504513755098,0.0012141663955773634,134,0.4984352881641542,0.12837127226822462,0.0011620869772832605,125,1.331559973946927,0.3802622236979872,0.0077373064013411125
1,0,0,1,0,412,0.5430607510143097,0.06455260117895034,0.001035052480122969,422,0.5172472779618436,0.11848288322819463,0.0009667143729036697,398,1.2909254123883924,0.33342356980455806,0.006113477569578264
1,0,0,1,1,630,0.5443442900285148,0.06470454435886361,0.0006921218254544326,651,0.5054750883348251,0.1221812408264063,0.0006608400020101667,606,1.3168891852015505,0.32949993922802084,0.004155780611588033
1,0,0,2,0,1226,0.5771922642967187,0.06213206660175361,0.000724417457565104,1387,0.5284517598168117,0.11019086362345537,0.0006082207624916166,930,1.527229168807469,0.3273904985533638,0.00523743471485657
1,0,0,2,1,2744,0.5658880323513903,0.06460279335027637,0.00048086160844481646,3043,0.5129667048792665,0.11667693944762242,0.00038947384224028656,2249,1.4964976285812206,0.33864343635581845,0.0032355492440986396
1,0,1,0,0,22,0.52943269034749,0.0437503613465453,0.0,24,0.5521911190461309,0.1247401586586077,0.0,22,1.2114953626791747,0.2551301898624364,0.0
1,0,1,0,1,5,0.5441952046337727,0.10319225630804034,0.0,5,0.4765844516577335,0.1353920391933741,0.0,4,1.108484008892122,0.2204525104294759,0.0
1,0,1,1,0,69,0.534963107319621,0.06379979304968109,0.002687710216212532,72,0.46838840647891583,0.11227746502366642,0.0028151327671526016,67,1.2555668001886107,0.32425226596768486,0.014630290442904544
1,0,1,1,1,71,0.5405958379480327,0.07145537970888137,0.0025655181231608094,72,0.48789427333143365,0.11063909016141253,0.0019285270167101762,66,1.2914226149781616,0.3774454543832665,0.017627439231661428
1,0,1,2,0,223,0.5714420826681968,0.06508590062628228,0.0017621770863552038,266,0.4399270105353155,0.11359623213432252,0.0013605337612909863,188,1.4647842925705987,0.3494809742989263,0.01155578500098594
1,0,1,2,1,290,0.5648126055001922,0.07008860165695152,0.0014820781639913367,328,0.44328994058108956,0.09202870503310216,0.001109046843500918,243,1.4150135724982769,0.34993985877635925,0.009498120651939052
1,0,2,2,1,2,0.6259466909710325,0.06667358708617036,0.013812490855641735,2,0.3517447153416607,0.15946726344333384,0.003405348312028142,1,1.5785178729651537,,0.0
1,1,0,0,0,78,0.5373547569814718,0.0666309858106701,0.0016642581921214193,79,0.51749798634985,0.11384400180047995,0.0016698129403533571,77,1.2447680780627766,0.3453011853863492,0.006788817721785987
1,1,0,0,1,277,0.51644371045512,0.0554236072787672,0.0006360198148364086,284,0.515129779547406,0.10769383448917227,0.0005748236545476774,281,1.1130985513894514,0.27139859786744974,0.003151421841529705
1,1,0,0,2,21,0.5230163069784093,0.06547525678239867,0.0,22,0.43918539462274014,0.1136128356087774,0.0,20,1.0956411014373781,0.24359465374864817,0.0
1,1,0,0,3,10,0.5263924864078485,0.06361622653700844,0.0015696332639360323,12,0.5111518082267884,0.12136965108767739,0.005121728055157305,10,1.1523256161783766,0.2947509122148061,0.006356286596069749
1,1,0,1,0,230,0.5269888974911014,0.06398398341196623,0.0010791276225049803,234,0.5057806925311742,0.12096833605316076,0.0009127530250853916,226,1.185613360688576,0.3147972755664073,0.005321888284290822
1,1,0,1,1,782,0.508986943329473,0.05359854550809886,0.0004205220403211996,800,0.49053210670899305,0.0984362977320412,0.00034355259762621984,798,1.0959051037144252,0.26944265011297036,0.0018924287390961673
1,1,0,1,2,23,0.5289060557456456,0.05235835222998854,0.0,23,0.43492662202662674,0.08333539100845518,0.0,23,1.1663748516710348,0.2684227474570821,0.0
1,1,0,1,3,9,0.5269507969726104,0.08722221934273527,0.010916197096260773,9,0.4075066568132984,0.09499035079741609,0.011528530464737547,9,1.1940058505462576,0.41299652037934487,0.06340098323008346
1,1,0,2,0,625,0.5525140112648597,0.06357660226675002,0.0008468573742854031,672,0.4764136659111813,0.10119639211362379,0.0006602680566266958,544,1.3600472994489035,0.35676915663757675,0.005231527690218879
1,1,0,2,1,2383,0.5352712025885183,0.06194368337477795,0.0004311398821818287,2485,0.45718809770939506,0.09261731542153195,0.0003110040219563126,2231,1.2833638226689879,0.3478012579995797,0.0025429206678553983
1,1,0,2,2,11,0.5455206562192189,0.054309773190802706,0.004788010165407263,11,0.42931480250114656,0.09695627507833787,0.004413194801199971,11,1.2659752272079732,0.2890548651280942,0.026378498591164954
1,1,0,2,3,3,0.5485615500493188,0.03812011793450796,0.014556756277561561,4,0.3775303363394543,0.0837591893246876,0.011114761371321051,3,1.2607389951599532,0.20730076158267827,0.07977258446210637
1,1,1,0,0,209,0.5183640960546105,0.061180158566164725,0.0010388291642610234,213,0.5257025288021524,0.1018089621434987,0.0007216094134010862,214,1.1409153571015775,0.30712192227214247,0.004631825000079624
1,1,1,0,1,407,0.5112720083106015,0.059717237438093596,0.0005704314104993105,415,0.5184465256487468,0.10411872995399385,0.00047686055628436326,411,1.0961664047258803,0.284444209819389,0.002748716886430214
1,1,1,1,0,701,0.5179930980286166,0.05529712689565045,0.00040825263165096467,717,0.4998203562305668,0.10065192494296174,0.00040177509354420894,705,1.1447497090298422,0.27657131021019254,0.0017563459326975829
1,1,1,1,1,1224,0.5078750678893635,0.05296468616813629,0.000313890600296541,1241,0.4908037153317589,0.09390627187735623,0.00026157799667139194,1238,1.098377313962273,0.2580386646082006,0.0013363862082647145
1,1,1,2,0,1602,0.5411908505837295,0.061811911102751804,0.0003784121268026001,1675,0.4799357641227122,0.09731083585626092,0.0003284071659600862,1491,1.3191599142114483,0.36218182184178344,0.0021301122908801086
1,1,1,2,1,2907,0.5281771020217534,0.06111313672157816,0.00028158188340084644,2987,0.46715975125357956,0.09080183187497214,0.00020114842487153125,2744,1.247148982081143,0.3347336460209158,0.0014606748219483405
1,1,1,2,2,2,0.594069735359978,0.0031093836350295544,0.018336657037172858,2,0.39432303033076294,0.024134465547109674,0.01071137215837528,2,1.5393997137016022,0.022075654887642075,0.11781742747285863
1,1,1,2,3,2,0.4942214684131896,0.0748634268448096,0.01144940032888861,2,0.3621500513725226,0.12409380651084775,0.007677100494134448,2,1.1162702300010476,0.22052454291042295,0.04480375027277467
1,1,2,0,0,43,0.5079969071832714,0.07006171108048197,0.001796248389674332,44,0.5382241788747656,0.10076801939204204,0.002041145915187874,44,1.151080166696618,0.36831951660244167,0.007581301065208316
1,1,2,0,1,29,0.5048495547910934,0.06105518715792756,0.0024007703642454654,30,0.4638059183663085,0.1062145076117299,0.0014774420893127536,29,1.1496391520432259,0.35250020436432294,0.0067959270118227826
1,1,2,1,0,86,0.5196411846303369,0.05768063254990405,0.0010872960793168961,88,0.5345506395576971,0.10032451878365084,0.0009288811999377908,87,1.2237084939771654,0.3198084834655782,0.004096461196836556
1,1,2,1,1,79,0.5056650170811897,0.05263040555553824,0.0006535207087513848,84,0.4763479339577918,0.1007584068652516,0.0005604283443193366,84,1.126667633003809,0.2964335586726253,0.001991539624166414
1,1,2,2,0,185,0.5432315456516102,0.06447778981459401,0.0010748224481161586,189,0.4915706003032808,0.08810715440540395,0.0006575313767513239,164,1.386607150449925,0.36859482514583175,0.005834604432381199
1,1,2,2,1,249,0.5369590346560426,0.062263566736135395,0.0008680607286253942,257,0.4862571499470604,0.09068469520104322,0.0005941850734211682,225,1.3091085214227314,0.3515913051431954,0.004761630666206036
1,2,0,0,0,16,0.5302770320866439,0.060579650428099034,0.0,17,0.5483226990824365,0.09401338611903418,0.0,15,1.1237357433059807,0.2090515337288745,0.0
1,2,0,0,1,125,0.5175007344585489,0.07000173855622202,0.0011296165934489171,128,0.49382393931806123,0.11520219143098545,0.0007660828411617565,128,1.1268459794890084,0.35686115681452646,0.005190376301354667
1,2,0,0,2,120,0.5398248716948741,0.06104496251262121,0.0,120,0.5219424740584583,0.11148188978479985,0.0,119,1.2213712179978933,0.298194176316078,0.0
1,2,0,0,3,31,0.549725815238702,0.06069549547640856,0.0020405276044013244,32,0.5097921358351037,0.12731717337028256,0.0008082769000488654,31,1.2772701001981654,0.32107291031425106,0.008771884929379697
1,2,0,1,0,71,0.5135634687656099,0.05311694456548064,0.000608238360731321,71,0.5060457455928261,0.10594829940407169,0.0011238046402430749,71,1.1251188933035436,0.25329350447014265,0.002693085373070079
1,2,0,1,1,241,0.5045025847065728,0.05128882164409155,0.0006970177790368362,245,0.491464760793383,0.10673542764875166,0.0005810310098190977,246,1.0791120301571362,0.24897819590706022,0.003262208596147826
