glacier_type,temperature_category,precipitation_category,area_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
1,0,0,0,220,0.5579048011187985,0.06862312431664908,0.0014069845903254472,232,0.507152674485422,0.1305518131184246,0.0014316079199413923,217,1.3444328638462566,0.3651679172529321,0.007871020313691017
1,0,0,1,1042,0.5438367870785604,0.06461653407343593,0.0005853186609920163,1073,0.5101049709281166,0.12082168799091124,0.0005525421162811141,1004,1.306596773269641,0.331138877764796,0.003487854022540573
1,0,0,2,3970,0.5693789614105773,0.0640555051280642,0.0004006403059243036,4430,0.5178149602287869,0.11489792982279481,0.000328385417302088,3179,1.5054879816514977,0.33563060985387955,0.002754475963135941
1,0,1,0,27,0.5321664892893941,0.05673094866099282,0.0,29,0.5391554867377866,0.12745593348921525,0.0,26,1.1956474620965512,0.24888816112378231,0.0
1,0,1,1,140,0.5378197064240298,0.0676059975557563,0.0018567543486831765,144,0.47814133990517477,0.1115012338166219,0.0017061791341237672,133,1.273359911287185,0.3507803403096935,0.01143839833651669
1,0,1,2,513,0.5676944250098707,0.06797371762570524,0.001135219807888608,594,0.44178398200840285,0.10217453635212038,0.0008638508589085278,431,1.4367233065437444,0.35020587491114186,0.007354207489181312
1,0,2,2,2,0.6259466909710325,0.06667358708617036,0.013812490855641735,2,0.3517447153416607,0.15946726344333384,0.003405348312028142,1,1.5785178729651537,,0.0
1,1,0,0,386,0.5212845755213682,0.058969247895513416,0.0005683920927419486,397,0.5112722889005623,0.11064380446485247,0.0005508810000116766,388,1.1393399823242294,0.2906123273763335,0.002655382548216716
1,1,0,1,1044,0.5135465829133186,0.05681890084600185,0.0004057011678649698,1066,0.4919786488155922,0.10419350827251853,0.0003407227730592424,1056,1.117474968298371,0.28323869726213313,0.0019063917809210148
1,1,0,2,3022,0.538887804327444,0.06261001249585262,0.00038310768054367354,3172,0.46106399447447377,0.09485154266529292,0.00028170997401213917,2789,1.2982281691500477,0.35043419745395576,0.0022797427397383122
1,1,1,0,616,0.5136782523666046,0.06026160177852014,0.0005160190833687786,628,0.5209075585654274,0.10331706209555144,0.000399004764546108,625,1.111488446019319,0.2929329857578084,0.0024046736352817165
1,1,1,1,1925,0.5115596076959176,0.05403135951902814,0.0002488702938623375,1958,0.49410551897039284,0.096503531117953,0.00022165883400195334,1943,1.1152031186574023,0.26577951311193143,0.0010635575324950924
1,1,1,2,4513,0.5328108044803718,0.06167244597273899,0.00022590568842491905,4666,0.47166985170668496,0.09340343570492654,0.0001746753038989431,4239,1.2725538048613663,0.34623493346198725,0.0012078530483391882
1,1,2,0,72,0.5067292235808664,0.06615295859913639,0.0014442497271543217,74,0.5080546138037694,0.1087022945908446,0.001353408110703361,73,1.1505077088206128,0.3596403253789005,0.005307490862466589
1,1,2,1,165,0.5129495650158967,0.055595421674803386,0.0006473541552801727,172,0.506126062404255,0.10440248157067929,0.0005484203511527867,171,1.1760392991130606,0.31146483910626005,0.0023023493973182473
1,1,2,2,434,0.5396328008638306,0.06321942757193329,0.0006767206178497118,446,0.4885088138872525,0.0895402141536908,0.00044144147059260144,389,1.3417814652799545,0.3604312204935011,0.0036927168662723286
1,2,0,0,292,0.5307962643715397,0.06579254210861991,0.0005298753413274463,297,0.5100249001712175,0.11454868760812216,0.00034145599026520393,293,1.1809927289149325,0.32727738617471547,0.0024500511353526024
1,2,0,1,481,0.5188169247355652,0.05704337009751422,0.0004889919329862119,486,0.4925953700456331,0.10430748644636532,0.00048090211217291507,484,1.1429330539719047,0.28051402375304085,0.0024020479003821773
1,2,0,2,813,0.5360450628972157,0.06926252195564396,0.0007134680382032476,876,0.447285055873885,0.09666103370511767,0.000574051779714284,783,1.2488284467993758,0.3544654632521959,0.004144781140310005
1,2,1,0,1276,0.5157897983841347,0.06416235052572711,0.00022181921567612656,1313,0.5108179052193557,0.10885574238917316,0.00019497533772470392,1294,1.1138942010293975,0.308526274839165,0.0009892690926174195
1,2,1,1,2641,0.5044509141759871,0.052609271145967,0.00017412610507949858,2690,0.4929707428112353,0.09772554607357702,0.000146243002026585,2685,1.084125115485915,0.2512089723309255,0.0007314419635529163
1,2,1,2,4421,0.5205310930711379,0.057876032941697964,0.00018913099415319984,4548,0.47740650028738146,0.08937202058336884,0.00013702359576341666,4377,1.2170909897791737,0.313639824315596,0.0009045784629116983
1,2,2,0,3836,0.5242441090309429,0.0630617573850328,0.00012127955769410165,3932,0.5234206541661444,0.10963922404481692,0.00011152124425217243,3851,1.1688954068006605,0.3065813148377071,0.0006281589735953033
1,2,2,1,5594,0.5167308711199391,0.051435207027804984,9.136500398180762e-05,5620,0.5165424402347831,0.1031236037616344,7.733234357195883e-05,5629,1.1678485025334675,0.2613137211053093,0.00042269336733682125
1,2,2,2,10214,0.5377704528960848,0.05768436662212439,9.012085668790142e-05,10432,0.5061017395264182,0.09577096629565228,6.802701067973396e-05,9588,1.3416602636924708,0.32911609262604175,0.00050020644529516
2,0,0,2,1187,0.6065073916292508,0.05709492848609325,0.0009072457327390905,1571,0.5499769507539369,0.11508903036786428,0.0007527662723535168,862,1.6571527370172483,0.31926427320703665,0.0072149522628959205
2,0,1,2,24,0.5906151796121054,0.05847607282525595,0.004832492055499229,26,0.4579707124380541,0.10921694460556604,0.004167531238699094,21,1.5186689547108871,0.3076171953352373,0.03730517018190394
2,1,0,2,733,0.5917360073007817,0.05251836751811585,0.0009947381333963062,850,0.5087816016087813,0.10687137808139821,0.000822389044307678,619,1.5201270898639843,0.29827394021208053,0.007196777355797421
2,1,1,2,99,0.5760135459435438,0.05933726500055134,0.0018116727374341615,112,0.5162774808543639,0.10801510630410041,0.0016075792333844464,84,1.4467453098921157,0.3265440099070426,0.011364659299208877
2,2,0,2,134,0.5714516783578055,0.05515283996173136,0.0022059982980347087,145,0.499192983468378,0.10330710101517651,0.0018531502542802796,126,1.4087814388358584,0.31412245539726924,0.014770272731332978
2,2,1,2,169,0.562717226496211,0.059304080067880155,0.0012441136145932932,175,0.5006098090102697,0.1051658338287443,0.0011094002687141978,134,1.3525701109486998,0.3207061722678761,0.008606881638503209
2,2,2,2,302,0.5718531633693066,0.055069334554081334,0.0004561762421176088,308,0.5424528757926363,0.09470563067826883,0.00039514882329264793,207,1.5677489537072395,0.30833252955777235,0.004279408756857857
3,0,0,2,1064,0.5929527241075032,0.059956184126349815,0.0007361470090511892,1319,0.5742899835885015,0.11444518020241665,0.0006270722116592358,739,1.6345076579687068,0.31917143943485105,0.0058081585639627835
3,0,1,2,54,0.5974584794787348,0.061034235081757204,0.0034598951836275964,68,0.4614761241801069,0.14218355583583364,0.002595585910794639,35,1.6252922816416933,0.2865398362049941,0.029882351044234173
3,1,0,2,295,0.5814730902400799,0.058485801411223566,0.001143831989316928,362,0.5269485920022873,0.12321864445328061,0.0010678098231798195,218,1.4651809229211439,0.33576638276389376,0.009099941317991462
3,1,1,2,208,0.5673410385578859,0.0596994369964361,0.0012998951720802755,229,0.5017225976712488,0.1152274081132803,0.0011645228166894106,166,1.430393814205252,0.3615114867505572,0.009074717936217254
3,1,2,2,6,0.5537351700213974,0.08375293596843723,0.009837042410893532,6,0.4977915286815251,0.033878595898973,0.007559490857128953,5,1.2365077371218942,0.31925684077883154,0.031191614444992855
3,2,0,2,55,0.5593919701717022,0.06357684219398446,0.003648676446391519,59,0.4804522458886498,0.10889395862466204,0.002678008308889314,48,1.3034111832761412,0.26819549033759765,0.021026919071390884
3,2,1,2,135,0.5408747502652299,0.06384934183592322,0.0010722887106088352,137,0.5032357427678028,0.10272339050531464,0.0007680420630054041,126,1.283352636621154,0.3363317367384629,0.004958393524200099
3,2,2,2,536,0.5518554391335483,0.06343460077266018,0.0003939925152359746,571,0.52240677787355,0.09779447247664459,0.00036821062435813144,419,1.4324652751419609,0.3478955053251375,0.002908634238218132
4,0,0,0,14,0.5614416617319508,0.05534605130226572,0.0,16,0.49396121024376255,0.16416054375157768,0.003378404921646566,12,1.5870461041409063,0.28363862938729156,0.0
4,0,0,1,9,0.5884734217988138,0.07029481956392007,0.013795154528494016,9,0.34227141713012255,0.1712795137805181,0.0044742555618059975,4,1.7726863037267233,0.20687238807675562,0.1246092449467186
4,0,0,2,94,0.6189559129333775,0.06734937789134547,0.0029276875165406367,191,0.414726778419282,0.12781381293401084,0.0021734679547610798,8,1.612907454576915,0.41041920359900297,0.05978256014298518
4,1,0,1,1,0.4959182396821657,,0.0,5,0.4633290459394227,0.2311729110815025,0.007733547888914805,1,1.067411057978384,,0.0
4,1,0,2,45,0.5929659429642313,0.07002193966995947,0.002648572886104933,64,0.4411763051894565,0.13099496234004054,0.0026600548645852795,6,1.7541239424551784,0.3724418912886762,0.0
4,1,1,0,15,0.5744120738717394,0.08714140470596783,0.0030403074513799017,21,0.4188280535808983,0.1387941861388558,0.0029395519383455214,6,1.439274837764258,0.43016968531051314,0.0
4,1,1,1,19,0.5735209620080757,0.05797974130363605,0.00331365472110132,18,0.3801395749700789,0.07756325810718172,0.002664736720340962,3,1.6808724394079395,0.30616292031971576,0.0
4,1,1,2,61,0.5948287413448039,0.06390576231828503,0.0030393539394591757,70,0.38149260219906284,0.10496529780459163,0.0027534416569747846,7,1.8360642836378038,0.4527696304652134,0.037870490504989196
4,1,2,0,5,0.590608838046377,0.07894348408767304,0.0,5,0.519597882022081,0.13204827386170787,0.0,1,1.188661134111079,,0.0
4,1,2,1,12,0.5535868817741574,0.05254829896517689,0.0,12,0.44411308949439315,0.10530932584582867,0.0,3,1.6390572108801134,0.2996902721569562,0.0
4,1,2,2,45,0.5894044860876597,0.06527209711985445,0.0039877354161391015,46,0.39264769220623025,0.12526231283450498,0.002374551210291296,1,1.2999367213221944,,0.0
4,2,1,0,15,0.5667225638631062,0.07751721786887728,0.005298976738382405,19,0.43674435262578726,0.1512646020342164,0.0014392720978819776,5,1.6039689848982768,0.05002434526040458,0.0
4,2,1,1,44,0.5793669623016093,0.07243978553651254,0.003453764061209019,43,0.4435866647042595,0.13686386139796017,0.0033940378194986893,9,1.825546753414412,0.23283549832175152,0.0
4,2,1,2,98,0.5884136364656524,0.06664970638556278,0.0027790171051401426,98,0.4187893588766805,0.11037924184553198,0.0022354512588354,16,1.733131072019757,0.34446627319740536,0.030772386018643377
4,2,2,0,36,0.5667747542426931,0.08880912487069084,0.0014292213059556966,48,0.4416062539052958,0.1385056470042122,0.0034360973441405775,18,1.6200947413517022,0.3503505647424303,0.04744251737817232
4,2,2,1,41,0.5871991186730718,0.07873113082339923,0.0032610870899245706,54,0.3987524979570594,0.1200106305445138,0.0028297267207324367,9,1.9381441039041967,0.15270389849381985,0.0
4,2,2,2,242,0.575607748920154,0.07174649332916941,0.001640964557316982,244,0.39967003912876653,0.12264602879310942,0.0010927956169220752,30,1.7838907657717569,0.28307376537716955,0.037327686078646005
5,0,0,1,2,0.5805592463253003,0.002971500959125468,0.03648239271004816,2,0.5092845283168247,0.09291510538489815,0.040771451532127356,2,1.6717369588243551,0.08564433182991094,0.22274356381647553
5,0,0,2,58,0.6263989354033248,0.047065077791844316,0.0034266709877744687,114,0.49319400830725124,0.13690736020858704,0.0025869467816418148,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,1,0,2,20,0.6171182884520939,0.06164394507314083,0.006393731453472296,38,0.42407863396046036,0.13856388425336344,0.004642178880740892,1,2.1387360101618555,,0.0
5,1,1,2,91,0.6036641031132869,0.05601934242047726,0.0023895715830778734,117,0.4152273064638571,0.10813162682277123,0.0020795482586978453,4,1.8545496791089728,0.21317050215189987,0.08746572624234676
5,2,1,2,37,0.5765571437382454,0.07121454605474238,0.003449776220424976,39,0.41419702151152393,0.10109357643027557,0.001981335728293031,4,1.7530717919267629,0.14090690067857806,0.060472664837172174
5,2,2,2,112,0.5948928365559496,0.0527710048170387,0.0014811124711590466,130,0.47408024629953044,0.10494547289806276,0.001022960683305591,21,1.9321507247659113,0.23859514089401643,0.02806527171872985
6,0,0,2,41,0.63796654154953,0.047116762536008,0.0040076425696594165,123,0.5207474917643946,0.1648438317169456,0.0027446859947577494,5,1.9263758587200104,0.19633439537045075,0.0
6,1,0,2,50,0.5990821671871298,0.05522808497215471,0.0030515413423531763,108,0.4346422177553833,0.14369042098253224,0.002393719378312175,2,1.6339606386796584,0.06999495880419426,0.0
6,2,1,2,149,0.6017245190860616,0.071538489158613,0.002700504409635452,151,0.4436435980792974,0.1357214340650078,0.0020243821547336785,18,1.8350695291791312,0.3621711570279823,0.07568694572476013
6,2,2,2,64,0.5939435067020439,0.06257298827563809,0.0039885192130939525,76,0.41087487563869574,0.12390163430355051,0.0022678395020961205,8,1.991010262317444,0.14915953981255833,0.07432051854992401
7,0,0,2,29,0.635474046245564,0.04690297538122471,0.004656456517514365,86,0.5313540643965642,0.15493139957459195,0.0031649099813886856,4,1.971247320889053,0.16973004803759664,0.08077945945953702
7,1,0,2,21,0.6015479095459982,0.07699518716207633,0.0031037149502943454,42,0.441253317985353,0.14861515429455957,0.0037500144594371,1,1.828260854879032,,0.0
7,1,1,2,6,0.6347153101951707,0.049753885960529855,0.011259153864973137,20,0.45875273549644024,0.17083011021794173,0.0074706536379486365,1,1.913551553883076,,0.0
7,2,2,2,44,0.611718564380333,0.06077651207178278,0.0020751571810765836,75,0.4975189300073533,0.10437859458035602,0.0015731082846332262,7,1.8087853816758943,0.3370233072401656,0.061818792194514825
