glacier_type,temperature_category,area_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
5,0,2,1,44,0.6144178255484549,0.046963923850166525,0.003884523540490105,80,0.4889404298100569,0.14827807737667864,0.0031437684042736253,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,1,2,0,57,0.6032713788746894,0.0600432776594401,0.002798981269134189,77,0.41261361461715407,0.11824553501444002,0.002620948043768096,3,2.0356064548174237,0.11390387752460908,0.11662096832312902
5,1,2,1,75,0.6070697028086485,0.054538581560195934,0.002845752254592097,102,0.4271565755480683,0.11653278520502248,0.0022141637838014594,2,1.7250576810727378,0.2434289421770592,0.0
5,2,2,0,63,0.5997201361260075,0.05777827771577451,0.0023078410715248504,69,0.4736809984627399,0.1190300850022395,0.001461208605738226,13,1.9305259482225452,0.1844209943126603,0.02031262961689986
5,2,2,1,83,0.5833255441791465,0.057658575586730126,0.0018179251765092171,94,0.44972383554264933,0.0989518451400272,0.001236566410710037,11,1.8492627425813675,0.2820899902259395,0.05270681628813467
5,2,2,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,4,0.3974917565740068,0.10978612339381542,0.00962655386026309,1,2.14872489250306,,0.0
6,0,2,1,26,0.6362932629937117,0.050272337536852216,0.0053286063781195995,69,0.5617909954594872,0.15404895717986983,0.003204683023785403,5,1.9263758587200104,0.19633439537045075,0.0
6,1,2,1,39,0.6113859464407718,0.059125404564142045,0.0029966025860455017,79,0.45081708046653446,0.1500989683355821,0.0029757197899084767,2,1.6339606386796584,0.06999495880419426,0.0
6,2,2,1,5,0.655593741407354,0.03242396904715033,0.003149868169345993,7,0.5622541391369887,0.1590726559155057,0.011721935491706234,1,2.0711574945160343,,0.0
6,2,2,2,86,0.6054855020964273,0.06407278356182824,0.004032573246004426,92,0.449893319327579,0.12367480812413333,0.0025489257075135808,8,1.786319672747362,0.34626021596009215,0.14916636511648598
6,2,2,3,120,0.5921383506236814,0.07254235275776685,0.002715926278443639,126,0.41233687349143433,0.13309359338307017,0.0019654859576484092,17,1.9175069851334698,0.31130586034892904,0.052134584146329946
7,0,2,0,12,0.6300108755310267,0.051201956141565155,0.006352334994935343,41,0.5324536548862021,0.1554976147256588,0.00492934972156128,2,2.070250609793419,0.11906896160591925,0.0
7,0,2,1,17,0.639330402044061,0.04482457569329779,0.006556737968346655,48,0.5268237824468387,0.15211954152038457,0.004145545766706895,2,1.8722440319846876,0.18177140904745656,0.16155891891907403
