glacier_type,temperature_category,precipitation_category,area_category,slope_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,1,0,0,1,2850,0.5391058855626932,0.057445791096798,8.757120309539428e-05,2855,0.5537622387250407,0.10472630376711219,9.368735444786502e-05,2841,1.2188942351815788,0.28794278316801586,0.0004979720219108996
0,1,0,0,2,5858,0.5474439724113656,0.05090533373118478,8.290515029281557e-05,5860,0.5656755223449935,0.09009927423241336,9.220712720572397e-05,5838,1.2622643075975726,0.2584457381425351,0.0005205331495758442
0,1,0,1,0,1990,0.5326654446117197,0.052409495699401974,0.00024546351493596547,2005,0.5146804419614972,0.11231082094066826,0.0002024179520920416,1981,1.2081814395802177,0.27041029252075305,0.0012392601183057546
0,1,0,1,1,3909,0.5322814081131548,0.04848101344259733,0.0001806572248048824,3932,0.5006476532386444,0.09387963726705623,0.00015814420155899628,3901,1.202930969914084,0.24617190157618518,0.0009791022956456034
0,1,0,1,2,4473,0.5558985537139542,0.050309928069449554,0.00024713701684718524,4526,0.5148677404964737,0.08807096993589829,0.00023307054997976184,4412,1.3268308820208718,0.26948153939238356,0.0015398664426514693
0,1,0,2,0,2696,0.5524912421428252,0.054125795802889405,0.00036916081979187576,2752,0.4930440486499347,0.10047238252236515,0.00026243512539481036,2544,1.3401635921567623,0.3070564470660548,0.002253099170346079
0,1,0,2,1,2271,0.5545747450115291,0.0542240864294057,0.00047681834131188593,2348,0.46733004712541726,0.0825659664119051,0.00038613618272950793,2179,1.338634475645263,0.29365289212666046,0.0029682430316522474
0,1,0,2,2,974,0.5789874570640227,0.054322980145669525,0.0008507734457851607,1038,0.4681486308965968,0.0794217106801283,0.0007323825202570707,890,1.4605267953457601,0.3042183521806799,0.005736238743496229
0,1,1,0,0,1289,0.5336727495694443,0.0654353424875836,0.0003739679365338661,1324,0.505207794796356,0.12036393676931165,0.0002778314660558121,1266,1.2005209949079296,0.3221334679167194,0.0017414340296042087
0,1,1,0,1,2364,0.5240225779837776,0.05479727336235503,0.00015480104211516916,2379,0.5263184878442368,0.1035045312498026,0.0001426306247669199,2366,1.1576328983116388,0.2707334210456386,0.0005957979099141167
0,1,1,0,2,4288,0.5367131951948516,0.056496950116147096,5.246672522090296e-05,4301,0.5463135192963722,0.10031906379685229,5.120815686216374e-05,4270,1.22819269573386,0.28139053535530917,0.0003360041603022583
0,1,1,1,0,2143,0.5228527541266899,0.04669658626134767,0.00018413801978867927,2149,0.4956072857111363,0.10145697608516693,0.00015249931828451672,2149,1.1658482414279292,0.23991504435979963,0.0008820980846818385
0,1,1,1,1,2880,0.5242044201849395,0.04720950580654775,0.00010904113627475327,2896,0.4927213023459484,0.09347435556471216,9.548764924287181e-05,2873,1.180123670797987,0.23858478822020224,0.0005488746948321997
0,1,1,1,2,3391,0.5476390615483616,0.05558057254139046,0.00019871569388315669,3460,0.5067195888792481,0.09479779013881523,0.0001929815457029725,3321,1.3122104539562705,0.29360374705827796,0.001202181728369711
0,1,1,2,0,1792,0.5360932200025464,0.047497305494732765,0.0002680243859414808,1805,0.4837232347117639,0.09622358260058168,0.000190477660424311,1726,1.28816406318001,0.2900237394991448,0.0015183197543609153
0,1,1,2,1,1244,0.5396456679809005,0.05546715807750518,0.00040340457066563644,1276,0.465605150877805,0.08600321643801488,0.00032401316095973177,1205,1.3101588147482104,0.3055140643323346,0.0024539516210363116
0,1,1,2,2,766,0.5655761869601325,0.05713876910134977,0.0006965513027621968,831,0.4606862690207364,0.08900859318670035,0.000663537624300053,722,1.4452686926314848,0.3053062093916153,0.004507429608189167
0,1,2,0,0,135,0.5161215624445482,0.055103794414897246,0.00026092450012608236,134,0.5038247224610803,0.12026955706789338,6.023101171763281e-05,134,1.1311186738673402,0.2673015154862038,0.000685198241672708
0,1,2,0,1,185,0.53201982213734,0.05605106006240659,0.0,185,0.5447160759972243,0.0957348861103245,0.0,183,1.2138953688316043,0.27256207029994367,0.0
0,1,2,0,2,394,0.5315771209016436,0.05262500102322749,0.0001901226596943982,392,0.5576903179958493,0.09482591039081083,0.00023032874966520686,391,1.2364029860961137,0.2659754594251705,0.001656019712566289
0,1,2,1,0,119,0.5143398073938321,0.05328578361887758,0.0005947383801618027,120,0.5013303908056664,0.10546707621111778,0.00044686235387212547,118,1.1201313998109212,0.23641428890277347,0.0023839230720125223
0,1,2,1,1,250,0.525332391906205,0.048688628131292044,0.00031201782467160226,249,0.5157890470335132,0.0960216589988745,0.0003528337778324562,248,1.2229898613540173,0.2636463199923139,0.0013261473789896632
0,1,2,1,2,331,0.5454700239983883,0.05196840252438088,0.0003833035871445444,339,0.5239696392235923,0.09440583172618586,0.00043490469761907737,324,1.3716934552983422,0.2971709874260497,0.0026360038998806943
0,1,2,2,0,123,0.5453440831426628,0.05356811828780723,0.0011500130329232504,123,0.523096589873149,0.09539697189214624,0.0007458015696478379,120,1.368606939226368,0.29479223318369197,0.005260854304675339
0,1,2,2,1,102,0.5390142578711102,0.05476537417062052,0.000792430898216366,104,0.4953412641301918,0.09841330815804557,0.0006951417765100079,96,1.383531483908997,0.31392207590983795,0.004908715177952928
0,1,2,2,2,58,0.5737650692879619,0.05487766175134835,0.002259382514386042,65,0.4779820869048867,0.10822529003146447,0.0023586049067267634,44,1.5716737416925846,0.32353539568841844,0.015241055645432385
0,2,0,0,0,575,0.5448238302231899,0.06293600233940468,0.00044675085331162746,613,0.5276997841302937,0.11995226421188564,0.0003914555673976808,570,1.2332482208565578,0.3165082813533178,0.0023946200143456363
0,2,0,0,1,1030,0.5337232396706497,0.05674534427108356,0.0002732920512856114,1040,0.5444368746699683,0.10402538389616255,0.00028434907201970464,1027,1.188379874974415,0.2764105169153099,0.0014205462483547425
0,2,0,0,2,1902,0.5444625429920995,0.053125754238209894,0.00018094639297430758,1908,0.5615067133595498,0.09291058055148482,0.00019467109784986785,1898,1.247600903938138,0.26821685580013527,0.0011063658723688035
0,2,0,1,0,562,0.5300046390087626,0.05373000378751647,0.0004158869198222435,564,0.5068209784830849,0.11087250241580328,0.00033882862013814234,564,1.1795089257959122,0.2733213756441069,0.002421835637043147
0,2,0,1,1,1138,0.5309727187961812,0.05011233059960702,0.0003235357089723331,1148,0.5008182576118809,0.09491646167167211,0.0002957356454960726,1140,1.1892390932914738,0.2507786332429142,0.0019640323276916842
0,2,0,1,2,1258,0.5534037490866469,0.04939947973465814,0.0004638264979552348,1286,0.5139511593820044,0.08822927024948804,0.0004451068356553772,1251,1.3093280009569679,0.26108733772644055,0.002894301459060158
0,2,0,2,0,575,0.5394660365765295,0.05747220823314591,0.0008145060123780618,602,0.4805257591031373,0.09586187962696514,0.0005850239718358572,562,1.2272696671314172,0.2941154887492231,0.004768516980248371
0,2,0,2,1,633,0.5453989611414262,0.0607337040880721,0.0008351244549416113,654,0.47150533792761895,0.0837127095598739,0.0006530978242576686,613,1.2887909226437373,0.3127883719947415,0.004980880538281759
0,2,0,2,2,278,0.5645526814027957,0.057335964298811944,0.0013690559890082265,298,0.4594439365928375,0.08561863052360925,0.0012326612885456723,269,1.3992952634120626,0.31911645622597234,0.00870790357140321
0,2,1,0,0,2396,0.5351744303220357,0.06612089457271715,0.00021560932717868577,2525,0.5026121598352468,0.11873824673927769,0.00016944259527890577,2389,1.201266784207046,0.32970474881809436,0.0011258814745953064
0,2,1,0,1,4132,0.5221710804229,0.055944136899968334,7.769319614112979e-05,4241,0.5191530387293433,0.1026816026777767,7.417156522492168e-05,4169,1.1400359314566872,0.2708731692357017,0.00034361770306765943
0,2,1,0,2,6226,0.5251794014082893,0.05803009225740637,2.5731771966354818e-05,6308,0.5392682060687153,0.10180614513043891,2.6023138700897523e-05,6265,1.1672552637652696,0.2825592042692482,0.00010860509654318139
0,2,1,1,0,2874,0.521548418001733,0.04680028752450807,0.00012001216462371459,2875,0.5032729664408193,0.10143463205114332,9.86788051379533e-05,2873,1.1436766219756629,0.22539621488637654,0.0005118817021791015
0,2,1,1,1,4864,0.5187899798917276,0.04629456842371902,6.8676542941071e-05,4893,0.49241930110667304,0.09048170435937208,5.2821189395727896e-05,4886,1.1511276762956961,0.2270997072003489,0.0002778577910246855
0,2,1,1,2,3822,0.5313860034480774,0.051644423108087256,0.00011964108472914127,3864,0.500687037582258,0.09124581854509943,0.00011550031222702114,3813,1.2402138789000854,0.2691655469762561,0.0007256220203515009
0,2,1,2,0,2470,0.5315809472062236,0.04991092847875313,0.00018552960461960347,2489,0.483527885796529,0.09748302500885647,0.00012221193629099919,2437,1.2475989197109147,0.27423982830000315,0.0009498617722241157
0,2,1,2,1,1748,0.5315810671947696,0.05291932419211858,0.00023782467833667752,1776,0.47603778829769167,0.09033578189331734,0.0001812846161226587,1719,1.266049655393717,0.28951895029737507,0.0012170570770523837
0,2,1,2,2,679,0.5490401524048024,0.059205160029298695,0.0005077109005944419,718,0.46958737890630975,0.08583380247666382,0.0004769894000494937,645,1.3643475670927416,0.32403708460436903,0.0032109935941272596
0,2,2,0,0,4179,0.5349712351390618,0.06759096667464674,0.00015365631566948852,4365,0.515399277406021,0.12590811529480764,0.0001298187326062442,4179,1.2071480446747926,0.33772117640801047,0.0007786397112227687
0,2,2,0,1,6578,0.5236683554382598,0.05882715516281522,2.4860267621491177e-05,6636,0.5368465541450906,0.10474792258673517,2.520197298464893e-05,6572,1.1678460490597877,0.2849524405884462,0.00011784314017737126
0,2,2,0,2,9066,0.5225251937978356,0.0571922490657198,2.2506934925897314e-05,9126,0.5463738981092158,0.09695174440421,2.5783835798343584e-05,9100,1.1726324034441808,0.2794821013925818,0.00010830090052641279
0,2,2,1,0,3906,0.5222038601172863,0.05023521109021108,9.669026457060979e-05,3895,0.5184889192578118,0.11221722886559655,7.361735791898275e-05,3923,1.170959535862664,0.25094487834407786,0.00043233898538135783
0,2,2,1,1,7189,0.5270229517287571,0.04517230485009902,3.464605526373517e-05,7198,0.5249020371915257,0.09694274936999048,3.0091017172337784e-05,7172,1.2209180613695867,0.23763241181868328,0.000141243225679707
0,2,2,1,2,6352,0.5347297381063956,0.047088053240740016,6.0713954523531626e-05,6373,0.5178258540549107,0.0901264484832637,5.9435808310988295e-05,6289,1.2804789152473204,0.2540634889396093,0.00036060622126164434
0,2,2,2,0,3834,0.5399848119553847,0.04963565011183464,9.867002301284382e-05,3842,0.5185724719220733,0.10608528250098648,6.161318594229933e-05,3732,1.3275366357919174,0.284249831595978,0.0005236946446425172
0,2,2,2,1,3809,0.5465460675295551,0.0448650485065147,9.685864446173048e-05,3826,0.5172258751623274,0.09009205528685914,7.151023430454114e-05,3696,1.396176158992722,0.2679962876791059,0.0005834852325611715
0,2,2,2,2,1930,0.5553430390721003,0.04749117852423771,0.0002514044832287938,1976,0.5037810342979242,0.08946608822647192,0.00021169409321941063,1833,1.4443725614461502,0.27591981910471997,0.0015580832161081787
1,0,0,0,0,136,0.5560108987569921,0.07093153913673136,0.001766086643915042,145,0.48007890062878894,0.12647610545420432,0.0015647511120868297,133,1.3277461990961714,0.3690661614186024,0.01067514920837581
1,0,0,0,1,46,0.5579587837438046,0.06977702546920132,0.003739153711268385,47,0.5256099944557718,0.1352693786775326,0.003667906324046788,46,1.3882090706194545,0.38643304187649785,0.015336401057603175
1,0,0,0,2,38,0.564617630604467,0.05945225797941645,0.0024316662585572913,40,0.5836077537505554,0.10571483633714274,0.004265773208423315,38,1.3498439401671565,0.3278601809683571,0.016722258031168346
1,0,0,1,0,694,0.5420002225664305,0.06519991124652624,0.0007058002645789702,714,0.5069907466667827,0.12716295519546608,0.000614463703435489,672,1.2868127857211415,0.3341925614397905,0.004119315780640026
1,0,0,1,1,237,0.5382817057153388,0.06445254759157679,0.0012293839439401599,241,0.5179431589614443,0.1041213797548741,0.0011548748469731415,228,1.3303646764355717,0.33801833862831454,0.008060047311160003
1,0,0,1,2,111,0.5671803010830789,0.05640805501557668,0.001956399606191272,118,0.512940164204053,0.11303270360712007,0.0024201969383440755,104,1.3823252127961743,0.28072473394514313,0.010632338470427445
1,0,0,2,0,3128,0.5651581139301644,0.06259543577319204,0.00039819836239871276,3392,0.5347452584269682,0.11470784327495374,0.00032999469867397264,2495,1.4955687096462684,0.3320457674803073,0.002627778393813899
1,0,0,2,1,626,0.5781420220629334,0.06581006830096714,0.0012661205488595376,762,0.4693425353696608,0.09535071968321927,0.0009709209732687471,522,1.5312138533553379,0.34749044104222404,0.008947739527753447
1,0,0,2,2,216,0.6051064380326003,0.06635680923687014,0.002739676203988261,276,0.4435700915853912,0.09813396705840687,0.002036726882256588,162,1.5753625410567011,0.3410627562969333,0.021271803480726444
1,0,1,0,0,8,0.533745737295378,0.08273354263382206,0.0,10,0.49658281700577744,0.15922697894552773,0.0,7,1.1210731849851685,0.20655164866829076,0.0
1,0,1,0,1,6,0.5097298657014778,0.052869653698507886,0.0,6,0.5699016305273337,0.1312318130303193,0.0,6,1.1643795987792906,0.3358672041565024,0.0
1,0,1,0,2,13,0.5415500090955193,0.03830091225364594,0.0,13,0.5577131663210795,0.09673808580966692,0.0,13,1.2502341636106467,0.2318559150403846,0.0
1,0,1,1,0,57,0.5159043638916564,0.05732284035812433,0.0021985586510889494,57,0.48838378749768635,0.11486818780760932,0.002060694151744116,56,1.1712567699655827,0.2595709828040778,0.00885439086002668
1,0,1,1,1,27,0.5129227603877894,0.06097130128890379,0.00307544755379209,27,0.49610089350180425,0.10452897552954471,0.0018946920081704028,26,1.1581540030466544,0.32974222667002884,0.01917192397648461
1,0,1,1,2,56,0.5721302790548115,0.06668885741913332,0.003786893365448151,60,0.46032921557380546,0.11055630601547696,0.0034940313942904214,51,1.4442055883119596,0.38472611977680715,0.02645271302476753
1,0,1,2,0,198,0.5544971177107845,0.06358327612614889,0.0012641520816813522,208,0.4918009511555796,0.1067790812246732,0.0009932875967861552,164,1.3921342087327935,0.3119289504337332,0.006570814296952962
1,0,1,2,1,186,0.5730863040728366,0.0726789767781359,0.0022347562977747416,220,0.412924097802278,0.09146956209678349,0.0014944423843373613,158,1.444301397825519,0.394261808445284,0.014850453286685918
1,0,1,2,2,129,0.580176419889773,0.06446994208180751,0.0024966047875403874,166,0.4173601563622265,0.08512457251357917,0.0020207235906662437,109,1.4928267342361805,0.33046633106612977,0.01686690577967795
1,0,2,2,2,1,0.5788013454163696,,0.0,1,0.4645050986997037,,0.0,1,1.5785178729651537,,0.0
1,1,0,0,0,134,0.5280205899823659,0.06916581191927534,0.0013244022302297304,139,0.47837432752867715,0.1117146501285535,0.0012409759307953074,132,1.1792163201915637,0.34663705992578653,0.006364317720104141
1,1,0,0,1,142,0.5150255566523454,0.048394650183143414,0.0008888781901665269,144,0.5280392221986662,0.11042627047615895,0.0007595681322118574,143,1.1052403571717386,0.22638762306750304,0.004102747961027285
1,1,0,0,2,110,0.5211587095361644,0.05752188597088667,0.00024203731518838298,114,0.530205431319554,0.10088412134694759,0.0006857454323205023,113,1.1359113964686365,0.28798085550281805,0.0009504323083592046
1,1,0,1,0,426,0.515988487260564,0.060262298159960516,0.0007752524979133715,436,0.48754818081162915,0.1081520453038227,0.0006327427569324294,431,1.1251378415887556,0.30533060559831426,0.0037182214128130054
1,1,0,1,1,398,0.5087044885882205,0.05464033966740154,0.0005335715106593106,407,0.4924866258940266,0.10040826682788474,0.0004178024832582458,407,1.0937915645581835,0.26900422576490657,0.002181798317201105
1,1,0,1,2,220,0.5175779569563298,0.05333980983875529,0.0007219816642497158,223,0.49971379401202753,0.10307402945537555,0.0007354651090153018,218,1.1465412386382805,0.260553396500878,0.003827086691101196
1,1,0,2,0,1929,0.5367662373969834,0.062110737194199635,0.0004471680604305139,2004,0.4746803083221939,0.09569596868171763,0.00030851376611224624,1750,1.298584978373878,0.3595272264891223,0.002545408735896337
1,1,0,2,1,868,0.5388186620495129,0.06213716499479022,0.0007924038987546645,927,0.43786417759779017,0.08828349651712109,0.0005992509201699482,836,1.2813783267264878,0.3327809026823181,0.004885114591085645
1,1,0,2,2,225,0.557343440354567,0.06586636902503384,0.0015603340807820941,241,0.43707701229129864,0.0903607031524902,0.0013614674248480054,203,1.3645436968564162,0.3352377251143812,0.009735494643227038
1,1,1,0,0,164,0.5323955235566916,0.06549287067232985,0.001769456597148459,166,0.49325545191857034,0.11719284838905111,0.001306975318418971,164,1.209558222233299,0.32849069606715514,0.008468944556199823
1,1,1,0,1,208,0.5059343846310056,0.05848577055634656,0.0005176819002083282,217,0.5292796619279443,0.09684915752433956,0.00045785112591178827,216,1.063342706039291,0.28199859174560776,0.0022279362502949326
1,1,1,0,2,244,0.5076991212757451,0.05546204060278821,0.0002965198838309807,245,0.5322279800907829,0.09553893918851256,0.00031207647840121404,245,1.0882885951482717,0.26121741331348375,0.0012785535443385083
1,1,1,1,0,692,0.5145298485003599,0.05070021001142909,0.00047679602333460175,705,0.4967634463390822,0.09749736502724204,0.0003968248653896246,705,1.1228343789992437,0.26265427613359027,0.0020815009265625697
1,1,1,1,1,675,0.5044473104065331,0.051601421515034926,0.000367168052406967,680,0.48936075059980066,0.09243903140430347,0.00029903759329258297,682,1.0855628076101966,0.2451612019987745,0.0014635189114986197
1,1,1,1,2,558,0.5164796686881402,0.059806048680584215,0.0004361396930819497,573,0.4964660838867571,0.09989372712312018,0.00045758553125040564,556,1.1418841502998416,0.28991005190360564,0.0019040244918001998
1,1,1,2,0,2641,0.5289157847336855,0.060148228959012374,0.0002967383752386407,2712,0.479913797963919,0.09215164303351177,0.00021711785640318664,2453,1.257240110457432,0.3502363419129076,0.0014860650892943833
1,1,1,2,1,1304,0.5322827775594698,0.06121397631177546,0.00038991894509962313,1359,0.46273491123560895,0.09574668805063648,0.0002910258100876687,1269,1.2649496560998925,0.3296055882281647,0.002202199837766165
1,1,1,2,2,568,0.5521335056350456,0.06607264466372985,0.000718853083783142,595,0.4545017875900015,0.08951087220431019,0.0006746706295730357,517,1.363877126236918,0.3537017200624769,0.004375491912403479
1,1,2,0,0,10,0.5313032274124045,0.08758303864585244,0.0069622340563118505,11,0.47438256644685306,0.1058104973854209,0.0040293875163075095,10,1.2318780871825916,0.42904658542562907,0.01970818833428607
1,1,2,0,1,19,0.515275099954618,0.0724130020053509,0.0,19,0.49643082283648243,0.13138878035633292,0.0,18,1.239300268453503,0.4135119135318358,0.0
1,1,2,0,2,43,0.4972382540595487,0.05690190377380778,0.001796248389674332,44,0.5214919899243271,0.09846557371014858,0.002041145915187874,45,1.0969083786647948,0.31664303804866467,0.007412827708203687
1,1,2,1,0,20,0.49462033157206137,0.0469022541240099,0.0,21,0.4790338247149982,0.0984519103238346,0.0,21,1.0316563540964117,0.20002392537150634,0.0
1,1,2,1,1,69,0.5152496995636457,0.06076207461724343,0.0011720623830879834,71,0.5117378515590509,0.11309902507556088,0.0009667561913952347,71,1.2002187466033079,0.30885966078380145,0.0037493919344823937
1,1,2,1,2,76,0.5156847674511866,0.05245850063933182,0.0009181137705014125,80,0.5082573119228034,0.09786410302620678,0.000808781999863962,79,1.1926886797908083,0.330360781389419,0.0036716496503517225
1,1,2,2,0,225,0.5361227779820249,0.06385613470188191,0.0010962208056600577,226,0.4872198814403047,0.09256151476495149,0.0006472213290612362,203,1.3287947377527851,0.34235391739667215,0.005549917588068841
1,1,2,2,1,142,0.548790661191291,0.05620394623432251,0.0008200371895211972,148,0.48665757673564225,0.08520054006770388,0.0006545352352526261,126,1.4048013707845142,0.36037296181801365,0.006023515704677114
1,1,2,2,2,67,0.5320109946236352,0.07315506736000174,0.0016255787839822857,72,0.49635995043514847,0.08941392820366315,0.0012409656927253089,60,1.2533780918539676,0.40111167882878873,0.0077837029462244555
1,2,0,0,0,87,0.5393659519847401,0.06495736585400606,0.0015370596112190475,90,0.4977283606128507,0.12357726710677641,0.000765494302660358,86,1.2187689862413316,0.3210822443807524,0.007864867901680487
1,2,0,0,1,108,0.5286071673483106,0.061138280076059724,0.0007206318152183443,109,0.5201700353958891,0.10333638083037139,0.0006827334322139798,108,1.1629762253079667,0.2996531969123505,0.0022268868730387203
1,2,0,0,2,97,0.5255473948474189,0.07124143132910277,0.0,98,0.5100337656892154,0.11782786846960441,0.0,99,1.167831357798589,0.36042222296146037,0.0
1,2,0,1,0,186,0.5130553969043683,0.05895657089981984,0.000903055726334661,187,0.47689343545502,0.10949927250691714,0.000776791157691331,188,1.1155341137308021,0.2882870090684646,0.004229306504799915
1,2,0,1,1,181,0.5191070558303763,0.0546707309436166,0.0007427392727645277,184,0.49618518181382576,0.10201750349468454,0.0007430166023414352,182,1.1413820372631245,0.27108268267741503,0.00348488280752509
1,2,0,1,2,114,0.5277566655113708,0.05687717937838864,0.0008337990443063892,115,0.5123843822464782,0.09590620409278519,0.0010590449248682335,114,1.1905934557817763,0.2784827267703769,0.004939987429594199
1,2,0,2,0,464,0.5263605639069491,0.0667370068962969,0.000921267355393166,486,0.45611737530326824,0.1028932386267543,0.0006802842446351463,455,1.201985461352229,0.3456556730336159,0.004955585816372427
1,2,0,2,1,253,0.5417989647466634,0.07151691873004834,0.0012819870849004,278,0.43962186321044555,0.08852183556649298,0.0011073782416597005,237,1.2698301024684204,0.34757787087108083,0.007808086430305596
1,2,0,2,2,96,0.5676895458511058,0.06459261952784073,0.002294749242018807,112,0.4279802372824198,0.08351242684265549,0.0019723233395321092,91,1.4283467543256205,0.3569194239676008,0.015633346205936278
1,2,1,0,0,319,0.5300204067655855,0.07184970807539157,0.0006042270334883018,333,0.4859578126415334,0.11754213693146863,0.0003628620520232493,318,1.1733092727928962,0.3519121307028873,0.0028219403727394706
1,2,1,0,1,481,0.5118295076190733,0.060052959776792404,0.0003441674141611854,490,0.5145490455945969,0.10639223321205593,0.0003783736532129619,488,1.0921955311402145,0.2850792853892072,0.0014268779775243742
1,2,1,0,2,476,0.5102547895276469,0.06137911116874987,0.00026201988069319827,490,0.523981480820471,0.10239468456398974,0.0002626428779006619,488,1.0968756725153166,0.2962754431258734,0.0012097980037503848
1,2,1,1,0,833,0.5054023157013986,0.05282503680653562,0.0003943433799335581,848,0.49444017157773984,0.10517838822013904,0.0003180973104512731,846,1.0697852319370036,0.2435462898334645,0.0016925982275626378
1,2,1,1,1,1115,0.500547099183713,0.0510955288549045,0.0002242280473889635,1132,0.488844194449258,0.09444369783893437,0.00019109053328995792,1134,1.0687572145001771,0.2408732356762194,0.0009142454808203893
