glacier_type,precipitation_category,area_category,slope_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,2,2,2,1994,0.55605953000173,0.04790908713239089,0.00025475263591418894,2055,0.5021927020377934,0.09052234158942267,0.00022678000207298384,1881,1.4476004471019082,0.27750119255882716,0.0015664963412501901
1,0,0,0,357,0.5414484008718777,0.06974544481454707,0.0009165610861383897,374,0.48369257907170343,0.12041506236229384,0.0007840189512574612,351,1.2451878392074978,0.3546600134324518,0.005079746170883548
1,0,0,1,296,0.5266530647650864,0.0586275939308165,0.0007672212392618706,300,0.524799505313937,0.11187938211804241,0.0007243418372634008,297,1.1700620224151985,0.29864929025954046,0.003193767124904519
1,0,0,2,245,0.5296368380087652,0.06511954063810929,0.00039249978116051186,252,0.5308374538015654,0.11089021930978656,0.000744787897252049,250,1.1810694477974728,0.3312779546300743,0.0025778312884723402
1,0,1,0,1306,0.5293932265377608,0.06414126489639908,0.00047027269887897437,1337,0.49644089183548384,0.11935831623974243,0.00040256395382191564,1291,1.2078954416039904,0.32862193184546706,0.0025530105789867974
1,0,1,1,816,0.5196023625219917,0.05896500718225671,0.00047155638864641836,832,0.5006784032479817,0.102334772799386,0.00042506503933041194,817,1.1704135174839407,0.30717067950955207,0.0026159933695085328
1,0,1,2,445,0.5325582557728328,0.05858118305169933,0.0006412278911814408,456,0.5063318407875118,0.10399838921251041,0.00077001322970704,436,1.2143015277822702,0.28612895224766316,0.003429588998128493
1,0,2,0,5521,0.5519775319625356,0.06461462863629273,0.0002851358810104364,5882,0.5077844778747604,0.1122152794385538,0.0002245475202990292,4700,1.3938023463057425,0.3614009061250142,0.0017533710480548547
1,0,2,1,1747,0.553340951660721,0.06745696257396949,0.000628733612374576,1967,0.45030705773123375,0.09232508177795842,0.0004957046825126654,1595,1.3614267378557028,0.35974133474946696,0.004059227390933452
1,0,2,2,537,0.5784049554870119,0.0693746220312575,0.0013453984687567114,629,0.4383063462883974,0.0927468579864966,0.0010927697975018182,456,1.4521724928874333,0.35382970119531265,0.009253453040906395
1,1,0,0,491,0.5308744226474179,0.06983051617968238,0.0007095142588892808,509,0.4885465320199825,0.11812043002407827,0.00048789232170238643,489,1.184718628812471,0.34258414652725366,0.0033815672578612265
1,1,0,1,695,0.5100470854132838,0.05951455795716284,0.0002841480960560774,713,0.5194980768062839,0.1039614589739572,0.00029501550334410964,710,1.0840277764698412,0.28454260046238744,0.0011921542989651198
1,1,0,2,733,0.5099590934852435,0.05923989344883805,0.00019670898653717392,748,0.5272687859444474,0.1001326379251389,0.00020012589396475896,746,1.0967279867637258,0.2846557972860791,0.0008958927979909974
1,1,1,0,1582,0.5097732824799864,0.052246382143072576,0.00030477415201532004,1610,0.4952430876113941,0.10219995119337859,0.0002521666065210787,1607,1.0965942268396045,0.25422876171464037,0.0013126580375597819
1,1,1,1,1817,0.5021798924847112,0.051461338610555754,0.00019906385472138685,1839,0.48914174151657047,0.09381192075287009,0.0001638180074722939,1842,1.0762413247082345,0.24408580272769856,0.0008268269325028135
1,1,1,2,1307,0.5152101534236639,0.05858086234529507,0.00029161183209861787,1343,0.4955541500739239,0.09725189109345977,0.00028635734510984006,1312,1.1451288263631083,0.2905965311154103,0.0014606401138514572
1,1,2,0,5377,0.5256102912437924,0.05844763222565386,0.00019420328754902785,5521,0.4807645554977081,0.09223492137551402,0.00013759580048725738,5135,1.237977323532817,0.3279684261137195,0.0009258722179243138
1,1,2,1,2922,0.5285582437230972,0.06305847914268972,0.0002711972286783122,3048,0.46374731973636674,0.09315996300761377,0.00020382745888640043,2843,1.2536990076525103,0.33426738897844394,0.0015013133112970812
1,1,2,2,1148,0.5456590931539372,0.0668254297426841,0.0005221574118539364,1239,0.45736322455536893,0.08797595159550012,0.0004794450814585528,1069,1.3278865772628863,0.3570152736029796,0.003118970307338867
1,2,0,0,884,0.5365714786005471,0.06814369244883442,0.0003935703969807301,932,0.5035882519585092,0.124389716213765,0.000349327827515435,880,1.221554918306956,0.33706893275757915,0.0020702357961811975
1,2,0,1,1330,0.5259302280113067,0.06287081782578537,0.0001795032635651545,1349,0.5284591666357363,0.10945871188423197,0.00016220580988841806,1337,1.1790262452735454,0.3119990399566226,0.0009105641310176378
1,2,0,2,1694,0.5157429256213681,0.059381385050162126,0.00013095015693522486,1725,0.5295364562236634,0.09962943538087486,0.00012758318903233903,1707,1.1330268636745144,0.2828783921940551,0.0006419418788730458
1,2,1,0,1319,0.5138063952322468,0.0519141198483819,0.0002657838236696997,1319,0.507684949382576,0.11196023306533483,0.00021172569769303804,1335,1.1260850417718833,0.2532848370567161,0.0012154202462314725
1,2,1,1,2375,0.5170945543804395,0.05211904954685108,0.0001257684000461192,2389,0.5229524910254886,0.10542808622767066,0.00010804208200633428,2393,1.175607246306759,0.2652652951329114,0.0006026552734767481
1,2,1,2,2066,0.5178659648755117,0.050620877700126854,0.00011906267101215927,2084,0.513940617829896,0.09387853457024636,0.0001106460308386554,2073,1.1863732536180216,0.2634107227093747,0.0005067811547197631
1,2,2,0,4840,0.5371948324947812,0.059714280191486724,0.000141066351381901,4959,0.5043901047297658,0.10103286947532475,9.564458091686556e-05,4466,1.3264024820474054,0.3420819181385729,0.0007406096631490032
1,2,2,1,4064,0.5378004073300853,0.05640240688298706,0.00012951331698175534,4144,0.5078470406294926,0.09205803791146061,0.00010036806691812738,3857,1.3541181684004882,0.323058171568915,0.0007522404017433585
1,2,2,2,1746,0.5398603036501993,0.056376885610240575,0.0002503932348631695,1777,0.5022189653576065,0.08776119882424896,0.00021389367801750384,1655,1.3539715140821043,0.31303719167532523,0.0014434402850159638
2,0,2,0,1537,0.5945916432052434,0.0568177112757445,0.00067704078266249,1861,0.55259370112202,0.11391508878780801,0.0005842142128073541,1198,1.5687449653650465,0.3268013411985132,0.005105213187845015
2,0,2,1,364,0.6065239632137873,0.052955441737176916,0.0017772343045630273,512,0.49047121254089376,0.09986740220843726,0.0014284295319141782,296,1.6082843775954236,0.3073656972827075,0.013204531855576745
2,0,2,2,153,0.6247007444383132,0.04926412289688412,0.003442259662098577,193,0.4630206994600888,0.08314963066852386,0.0025512309669711384,113,1.6948862385170027,0.2760197440016576,0.026995732886874978
2,1,2,0,162,0.5640581397336625,0.05888862420535262,0.0010548501670513454,168,0.5338944984869647,0.11308476317819924,0.0010301187885910727,120,1.3581203171861018,0.3216867528011991,0.006798841288711781
2,1,2,1,74,0.5687516025248508,0.062259611677105774,0.0023843857393369998,83,0.4897312163065837,0.08280039314640143,0.0018217158246931497,68,1.395287839057558,0.3230077442638467,0.01614557743730112
2,1,2,2,56,0.5863264180940849,0.0564456018402054,0.003066669288388501,62,0.43540429446159457,0.08445499344405508,0.00274851961056863,51,1.5060595652695286,0.31976868478262455,0.019452226892755605
2,2,2,0,135,0.5650686091096735,0.056986687457881616,0.0008676338477215139,141,0.5410394848897869,0.10315152580126746,0.0007765778094262055,97,1.526352407446521,0.3129393606474754,0.007492984116961484
2,2,2,1,105,0.5767850122263594,0.05406278830707891,0.000481771209404177,106,0.5433722208782941,0.08596641855925123,0.0002660255048417177,65,1.5874328468621592,0.2929577760920072,0.0038021796536693575
2,2,2,2,62,0.578273658450918,0.05159202993196538,0.0008382048552931479,62,0.5461023536163189,0.09073561025121955,0.0007262449994326331,45,1.6285492188676824,0.31378588096055954,0.009822190567705624
3,0,2,0,1228,0.5891725420717694,0.05959726826549119,0.0006208747368723203,1511,0.5744818451451528,0.11492288379706207,0.0005453498076062102,852,1.583841789627628,0.32955186924208074,0.004738638233362597
3,0,2,1,122,0.5864619389647752,0.06400501497057998,0.0027668831630694884,149,0.4925425090261275,0.10772844786413713,0.0022844098809529797,102,1.5829520354020947,0.36661476116040154,0.02025168622760814
3,0,2,2,64,0.5961028158252372,0.06532471802512366,0.004203533490930939,80,0.4394957413284121,0.09087922274170977,0.00315287977691519,51,1.5486279384154045,0.33781648152247845,0.032870850615218855
3,1,2,0,249,0.5638047786548478,0.05886997750518184,0.0009325392172784389,256,0.5468422794195307,0.10163623446902378,0.0007854296152301344,195,1.3967288992726388,0.34302649159873727,0.005594901582865561
3,1,2,1,76,0.5597543471206025,0.07168295754772304,0.0025002148240709904,89,0.45994890814819983,0.09795442195671018,0.0020895922691290224,68,1.3755523126299187,0.3815701015190177,0.015488806166950097
3,1,2,2,72,0.5605425684927098,0.07212346504595633,0.002740813223454546,89,0.3852929406018269,0.08018622289507994,0.0021996199891197075,64,1.4083334783249613,0.38852867511155176,0.01883986695546579
3,2,2,0,271,0.560417716485238,0.06557796138763805,0.0007226982377738125,298,0.5330313559416436,0.10441977439374653,0.0006818469964151655,196,1.4767894422065024,0.34933492163662916,0.005611093695018625
3,2,2,1,187,0.5484023916953898,0.061951940948352845,0.0004091674864951117,192,0.5168168304097613,0.09145598352467578,0.00030467698629142715,152,1.3970322465737595,0.348323378266018,0.003043923688442636
3,2,2,2,84,0.5320533092996771,0.05573906173676007,0.0007404409187209895,87,0.49665337734025516,0.07831651203466104,0.00045300067678547744,76,1.376129694979015,0.3317862616995009,0.0038591627560176935
4,0,0,0,9,0.569027337629517,0.06058955503194354,0.0,9,0.4436898709311963,0.17182342620187088,0.0,7,1.5060304378143188,0.33168977007269645,0.0
4,0,0,1,2,0.5067701449212607,0.02764305238918788,0.0,3,0.5691771329936263,0.15273123268974464,0.018018159582115018,2,1.6761193867623452,0.09345617333373697,0.0
4,0,0,2,3,0.5751323119130455,0.03626558173622718,0.0,4,0.5506597816346388,0.1514531825982657,0.0,3,1.7167004704886504,0.22789612140496196,0.0
4,0,1,0,6,0.6182801110500393,0.06481110700948096,0.0,10,0.32541824420721077,0.15173068120782301,0.0,2,1.7415122147562485,0.35282745008532324,0.0
4,0,1,2,4,0.5206245923928136,0.03341890725369762,0.031039097689111537,4,0.5357263854490274,0.2323735437038694,0.013956920467938947,3,1.55837728112426,0.42519748260347284,0.16614565992895813
4,0,2,0,117,0.6062018049432972,0.07260339830403519,0.0023771489320022245,219,0.40294471244597974,0.12447142860347535,0.0019423338636899252,14,1.673428806524742,0.38640803193028217,0.034161462938848676
4,1,0,0,20,0.5872393774100261,0.08531196224265149,0.00308087817329446,34,0.4128969706255011,0.14841441581511636,0.0019857796432045335,8,1.487294135819016,0.3342944338315673,0.0
4,1,0,2,9,0.5476583239477111,0.07312404136904438,0.0026577224663924845,9,0.4553132793667321,0.136063886989207,0.0,3,1.5857136215082674,0.3207890165690233,0.0
4,1,1,0,26,0.5867243754991927,0.06890887980348502,0.0038076028478329863,28,0.37165274803320036,0.1169459897832349,0.0040082354704183065,6,1.7135002410277247,0.2741856198983782,0.0
4,1,1,1,13,0.5756057398267491,0.07306881612980037,0.0067067119550418535,13,0.5240535960482655,0.14559029683349395,0.006182671055303813,2,1.6992797157239132,0.23252689916341557,0.0
4,1,1,2,24,0.5688056766123958,0.06585713880767771,0.004094220888802124,21,0.42701497314106296,0.08164150701246949,0.0032101052329810585,4,1.9482443053348386,0.1698752987004839,0.0
4,1,2,0,107,0.5947787375484589,0.06595114297713305,0.0027128521344483335,120,0.39136358963251805,0.11212623538652032,0.0022847132430014352,12,1.7037163949856806,0.3580295009445233,0.041121024304756476
4,1,2,1,31,0.5881397830103813,0.06241391516857374,0.003833633713107864,32,0.4031893316792173,0.10391120407573351,0.003002452905282156,5,1.9441375888793933,0.24154628618966845,0.0
4,1,2,2,24,0.5815598789190176,0.06829121821951209,0.004651116504783017,26,0.423083882583749,0.10473241292314009,0.003984335509711638,6,1.7362104089259345,0.4914368396210653,0.043841868031437616
4,2,0,0,33,0.5855898571108392,0.08556234239132225,0.0015591505155880326,42,0.4522099289934938,0.14023416148793422,0.003926968393303517,14,1.5431567297710238,0.36694880137245783,0.06099752234336442
4,2,0,1,4,0.5382786814580676,0.04883745492676366,0.0,6,0.48903459622777795,0.1548389081805271,0.0,3,1.948435547301277,0.16658655659703384,0.0
4,2,0,2,4,0.469838833119718,0.05737165269416625,0.0,5,0.37361300049423846,0.09260045341687832,0.0,2,1.450432809871777,0.054518853263321426,0.0
4,2,1,0,24,0.6180951265596071,0.07041966424409987,0.005530449285079615,41,0.39761053639052196,0.12366537563069603,0.0036865102774437672,4,1.855685569760568,0.17561919387607416,0.0
4,2,1,1,8,0.5904084117288062,0.06773488994966965,0.0,6,0.4748978121121145,0.12989569893892994,0.0,4,1.8986613446124632,0.38000782140395123,0.0
4,2,1,2,21,0.531459815029753,0.0536040703076896,0.0007670237393017775,19,0.40581963678578103,0.09948095512539458,0.0011816351205777083,4,1.835770227571496,0.10557193533696325,0.0
4,2,2,0,215,0.5777328583852123,0.07326485234838144,0.0018898632256495634,219,0.3969119142161753,0.1229276732813732,0.0011865170045985047,25,1.744033838573187,0.31246549538149077,0.04164124655295388
4,2,2,1,52,0.5774668976182663,0.06351979531392157,0.00275881203473538,50,0.3930692413587276,0.12980232271174655,0.0021437176364099723,5,1.8412756895274005,0.16410450785828845,0.08252869782928007
4,2,2,2,20,0.5789716941825723,0.06518844536346972,0.0032496160159713357,22,0.42114822176560546,0.1088756679273966,0.0029061691989228423,1,2.009435282508216,,0.0
5,0,1,1,1,0.5784580778468004,,0.0,1,0.5749854294091489,,0.0,1,1.611177271017234,,0.0
5,0,1,2,1,0.5826604148038003,,0.07296478542009632,1,0.4435836272245005,,0.08154290306425471,1,1.732296646631476,,0.44548712763295106
5,0,2,0,72,0.6222187873969723,0.05185368519807213,0.0029458577255360285,138,0.46799863558182203,0.14291489624128023,0.0022892420594614435,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,0,2,1,7,0.6309897479811902,0.04955036272328318,0.013474368371995688,15,0.5179470647725286,0.10025150521195988,0.008902583449505645,1,2.1387360101618555,,0.0
5,1,2,0,99,0.6014702278060304,0.053482276754242906,0.002244346993335299,129,0.40096591661298125,0.1022282112319381,0.00192759557021191,5,1.8496937092869956,0.18443634968506034,0.03523058343271801
5,1,2,1,23,0.5914834501569658,0.07468710919198772,0.005257007186911556,24,0.49085543555732936,0.10610813755495618,0.002905401875461866,3,1.7273391125693216,0.16178341079092837,0.12905007345493588
5,2,2,0,100,0.5967751208750287,0.05185454170544214,0.0015228207811797162,116,0.46461501529112514,0.10676824294826125,0.000999702632843825,18,1.9097113234833318,0.250495932078032,0.032742817005184825
5,2,2,1,29,0.5985618353830211,0.05797486091987641,0.0037294984864601815,33,0.47479074672985694,0.10956628785294775,0.0015982198715745585,3,2.0667871324613887,0.06476439378546286,0.0
6,0,2,0,89,0.6165213204757686,0.05485182918785475,0.0025194267766615163,220,0.47706121417001557,0.16113194331072658,0.0018673341456703924,7,1.8428286529941957,0.21650267365950177,0.0
6,1,2,0,130,0.6038894136503334,0.07131518494898284,0.0026087373361290745,140,0.4432726322945061,0.13949888699937094,0.002158341650578,14,1.8845128135868559,0.3141173330795034,0.07200735826105757
6,1,2,1,18,0.6217482482262893,0.07509142302459101,0.006291788624199866,17,0.444121006152893,0.12683573992547392,0.005859334511205015,3,1.5237699301316867,0.530936124746622,0.14818846418745676
6,1,2,2,13,0.6132379459532715,0.0698271492061314,0.016004225714878972,12,0.3631197373964947,0.05120986416032549,0.010063745443777763,1,2.076762344613324,,0.8013291318689304
6,2,2,0,66,0.5948807613460378,0.06528417197484283,0.004453454238850192,75,0.3892099670911956,0.1267953746785936,0.0027179712015855473,6,1.9507461256722045,0.14537202527314397,0.09909402473323202
6,2,2,1,10,0.6121577673027934,0.05722208685146912,0.0,14,0.38801948343003695,0.08196688912278256,0.0023482016191183975,1,2.0370830872546346,,0.0
6,2,2,2,6,0.6216003041844133,0.04185514945890064,0.0,6,0.4773747720300993,0.052854760193548164,0.0,1,2.1865222572516907,,0.0
7,0,2,0,49,0.6239447387721203,0.06056321772724412,0.0030600834214940696,126,0.5026652531363474,0.15823180315057114,0.002386179269148989,4,1.971247320889053,0.16973004803759664,0.08077945945953702
7,0,2,2,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
7,1,2,0,6,0.6347153101951707,0.049753885960529855,0.011259153864973137,23,0.4607281121568187,0.15963936831358266,0.007363419331412552,1,1.913551553883076,,0.0
7,2,2,0,38,0.6077947831592763,0.06237334126486868,0.002452350551417197,69,0.507804634885372,0.10227210690839719,0.0017161849296135302,7,1.8087853816758943,0.3370233072401656,0.061818792194514825
