glacier_type,temperature_category,area_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
0,1,0,0,2,89,0.5404237985410756,0.080480134375381,0.001105864937039586,93,0.4780579429649056,0.12603432017485894,0.0010189166896126102,82,1.2234936411803568,0.37247334634109036,0.00706909969886649
0,1,0,0,3,80,0.5567636358724208,0.07620476005065009,0.0026003372729623843,94,0.47649702674579436,0.14232985310535035,0.0021130474965693215,63,1.387485845846707,0.4123047568747096,0.016895777082817143
0,1,0,1,0,1409,0.5371746477350183,0.05867523398177175,0.0002063396527336239,1423,0.5394514949319035,0.11054082089655816,0.00021590173646810393,1408,1.2250655674227002,0.29816610426729917,0.0009351817976563041
0,1,0,1,1,3969,0.5304383801608287,0.0559290329101774,8.420001836703046e-05,3974,0.5422369722907672,0.10251090592572891,7.644584792957397e-05,3962,1.1794400388145398,0.27455049506341334,0.0003790025347525166
0,1,0,1,2,10,0.5364872771540459,0.05738612109438032,0.0,10,0.5251997489117095,0.11504225637483192,0.0,10,1.2337852034374666,0.23918444223184027,0.0
0,1,0,1,3,11,0.5555393649293604,0.05171812612415914,0.0,12,0.5111787950160388,0.12664649772580663,0.0,10,1.380920730364284,0.24928801506221135,0.0
0,1,0,2,0,1958,0.5454955485776286,0.05805214667268699,0.00015858148991617664,1966,0.5526897148661302,0.10124603708441367,0.00018191351320216814,1943,1.2685532267194946,0.29528544283079533,0.0010612091458213292
0,1,0,2,1,8568,0.5418432062093245,0.05246172461562375,5.162877701078675e-05,8572,0.5586640397742748,0.09351601345900556,5.480650349953298e-05,8541,1.2426655417708274,0.26207880656251936,0.0003198067852958498
0,1,0,2,2,6,0.5377976749152035,0.0635781988676076,0.0,6,0.50370500421263,0.04359615433831859,0.0,6,1.2178430930447368,0.2957564266948929,0.0
0,1,0,2,3,8,0.4968370063213441,0.08581752838498745,0.0,9,0.5210281880622656,0.1055151254352024,0.0,9,1.244781751434171,0.3529037875672882,0.0
0,1,1,0,0,1549,0.5308460016069191,0.0520387615201145,0.00023577907977629728,1561,0.5090576814500894,0.11122425077721479,0.00019177353088039616,1545,1.2083971277136967,0.25802340126939594,0.0011347492275814478
0,1,1,0,1,2639,0.5244408656307011,0.04782704219334078,0.0001848222927049327,2649,0.502931028450371,0.10368876157972673,0.00015289914629669252,2652,1.1665515029914555,0.24987731359198798,0.0008633423972522149
0,1,1,0,2,33,0.5625779002382525,0.06540017589876536,0.0036572661552621705,33,0.5049727068407234,0.13820165463359937,0.00264620786927959,30,1.3870604757571274,0.33674842042411346,0.028623479491020242
0,1,1,0,3,31,0.5431984630414296,0.06725491956116272,0.00374531892238475,31,0.4382759867208892,0.13376558925919102,0.0037755507681546236,21,1.3671831090954434,0.31856647039573965,0.038279427137093064
0,1,1,1,0,1618,0.5399984019862593,0.05223406409482903,0.0002589791361388209,1637,0.5133703399207185,0.10312813570605255,0.0002458868033776452,1605,1.2581585536919,0.27115056511927044,0.0015019238541880235
0,1,1,1,1,5414,0.5253655312445757,0.046330161139650265,0.00012081307158091544,5432,0.4933422282421887,0.09042267065364538,0.00010217376469565764,5410,1.1751801873140924,0.23186631032209615,0.0006233430284322943
0,1,1,1,2,6,0.5297149948622587,0.03271141164168635,0.0,7,0.466047831778435,0.12280506220414772,0.004038282439184645,6,1.3202721380179416,0.3628389784293442,0.0
0,1,1,1,3,1,0.5051618824253422,,0.0,1,0.4143717553267247,,0.0,1,1.4395805804082438,,0.0
0,1,1,2,0,1541,0.5657161145482877,0.05677722263673662,0.0004286086482236977,1604,0.5228510943902255,0.09772457775391433,0.00041886106838591306,1491,1.3943579613143078,0.3118225271946353,0.002784943605760976
0,1,1,2,1,6646,0.5488723374183008,0.05131166971145176,0.00016862505199963435,6713,0.509284921568929,0.08951298578348815,0.00015827880793145755,6559,1.3062126315532903,0.2709567018200865,0.00102936287143956
0,1,1,2,2,7,0.5702012444302051,0.044545023390235514,0.0,7,0.45451323490686313,0.06679202774515132,0.0,7,1.403011129122986,0.2681412602385795,0.0
0,1,2,0,0,1205,0.5472133458018917,0.05121419742506592,0.00041382934229070836,1217,0.5006703649920818,0.10372881679972695,0.000307734632843733,1142,1.3355535548378348,0.28988855732284585,0.0023773110624045585
0,1,2,0,1,3377,0.5454143008149452,0.05250928207790322,0.0002931225938840345,3433,0.48695652871812517,0.09646469976182663,0.00020587171898914174,3227,1.314562750960022,0.3048509290099618,0.0017662735948114783
0,1,2,0,2,14,0.5514360776241524,0.06195644169908114,0.005141550754249513,16,0.43454283801056925,0.14216665014333055,0.004010847425728443,11,1.2452478461424605,0.24618847262273283,0.03284040853593697
0,1,2,0,3,15,0.5530987105386499,0.06268643269681673,0.005786561298296512,14,0.4520184572067746,0.13933212501958303,0.004706226775540427,10,1.598630092229957,0.29114195370936186,0.036365928247448755
0,1,2,1,0,622,0.56191447805175,0.058068923255206566,0.0007976232240162945,658,0.48678205769745136,0.09574872710325122,0.000724914342112522,579,1.4019106298379738,0.31590317311463845,0.005114832961815459
0,1,2,1,1,2988,0.54627681576341,0.05410064605569842,0.0003633776961646611,3063,0.46351343319220767,0.08087357333598957,0.00028609638854335456,2894,1.3151345824420038,0.29255040260714077,0.002234564102035861
0,1,2,1,2,7,0.5645686204312,0.06698518887760878,0.0109794315544169,7,0.4106249724919832,0.15648570290093072,0.007453466510934902,7,1.534168627791339,0.45841491044767946,0.0651772217447861
0,1,2,2,0,303,0.5946550376158878,0.05828592042411142,0.0015537015374558268,387,0.45645966839062063,0.10193194971624937,0.0013938290939839988,254,1.5514717979000792,0.3117412838458259,0.0107489435911844
0,1,2,2,1,1493,0.5686333462247555,0.05435841198848878,0.000586144081170811,1546,0.4675071993900343,0.0798574151164049,0.0005070525055349018,1401,1.4395040971637685,0.30158586081318656,0.0038866415167260583
0,1,2,2,2,2,0.6467270496736914,0.041521016195911406,0.0163902365516454,1,0.421382151553835,,0.0,1,1.687411779072444,,0.0
0,2,0,0,0,1927,0.5360500337193709,0.06658767930920732,0.00022766690700155964,2017,0.5042709362378653,0.12429654420365673,0.00018404449606098568,1928,1.2108080933431198,0.3336832395185154,0.0011847051484898893
0,2,0,0,1,3399,0.5325641171645327,0.06502459881476287,0.00018263271766574571,3549,0.5023046464401189,0.1192626564903767,0.00014640043023154934,3387,1.186387667153202,0.3173986462300192,0.0008822417359049717
0,2,0,0,2,1153,0.540643270283496,0.06891275458520725,0.00026592887047330603,1226,0.5415175539636217,0.12533273932216712,0.00024299323416699794,1156,1.2317093766976321,0.3514647561499439,0.001540187548127367
0,2,0,0,3,671,0.5434886575554776,0.07125797406952035,0.00040364439982643795,711,0.5324885054374027,0.12627861000324261,0.00035919314413457006,667,1.2606603298035017,0.3699365304933845,0.002307843433523086
0,2,0,1,0,2543,0.5261380053257319,0.057689509454377584,7.239140587583735e-05,2582,0.5331573504063772,0.10158538072200321,7.499492077708452e-05,2540,1.1737879089144492,0.27703224628064843,0.0003650509226353072
0,2,0,1,1,6744,0.5209976009077721,0.05580440669601899,6.08009299418152e-05,6870,0.519828732553562,0.10221616562420915,6.0566647614481975e-05,6777,1.140140011698466,0.26851647036591825,0.000277491726774527
0,2,0,1,2,1703,0.5303859007182105,0.061378903306540944,4.918100601715462e-05,1711,0.5635691028539557,0.10576245768162178,3.575172100388284e-05,1703,1.1980970555139707,0.30210075688445864,0.00036392130050028987
0,2,0,1,3,750,0.529616435003468,0.06411308728794758,0.0,754,0.5548457743227831,0.1100159085215691,0.0,748,1.203008998394494,0.316626058354213,0.0
0,2,0,2,0,3028,0.526729754120581,0.055729213775627985,8.491250735290161e-05,3043,0.5434991673577059,0.0972226316791865,9.597037061517474e-05,3023,1.1853353558582498,0.2738116297165774,0.00048457300450948466
0,2,0,2,1,10368,0.5257881534498613,0.057046449516727035,3.0283176526002794e-05,10473,0.5429700591650417,0.09837799088285905,3.1904752624948676e-05,10420,1.1750406507083586,0.2768286505291999,0.00017195769899486468
0,2,0,2,2,2706,0.5260627037220315,0.05940107510072604,4.9662186539581247e-05,2721,0.5551153257384182,0.09843783849652858,5.1549500403255925e-05,2718,1.186127683167271,0.2901187883822748,0.00021634036670794993
0,2,0,2,3,1092,0.5244626100669061,0.06095384398804401,5.014935413519707e-05,1105,0.5505924433275696,0.10216371747831501,5.48016214549209e-05,1102,1.1802796828646247,0.3063763886298733,0.00034149186938369527
0,2,1,0,0,2316,0.5254030278794238,0.0489034408521715,0.00012923963358285772,2317,0.5151958659084241,0.1102301972450356,0.00010218528722436563,2325,1.172546867196869,0.24357705904174826,0.0006668868253262706
0,2,1,0,1,4313,0.5203142952055417,0.047740658965762586,0.00010454888102429776,4304,0.5065490461950766,0.10446681644617206,8.357510199136784e-05,4329,1.1463699677743229,0.23264978891829236,0.0004606661807648671
0,2,1,0,2,434,0.5233190047915194,0.05657879174736542,0.00020925209666065663,437,0.527864056725442,0.12050681897587777,0.00021668998858594818,436,1.1947396343716323,0.29082844548759623,0.0009966179217093596
0,2,1,0,3,279,0.5320846674131149,0.059524425008948716,0.00043991294495292124,276,0.5351400071324138,0.1218577468260223,0.0002513383900189548,270,1.2406914480015208,0.2987726881515676,0.0021446530470236496
0,2,1,1,0,3047,0.5285400812451364,0.04543042662747069,8.566303444107745e-05,3050,0.5184915607333823,0.09455405747332787,7.672723498828255e-05,3044,1.2158714453931105,0.23286728524722436,0.0005032770868511833
0,2,1,1,1,8712,0.5204715918458663,0.04546086548649141,5.270840974118928e-05,8753,0.5019657533678302,0.09279592993264078,4.342901380006269e-05,8739,1.1682311529180494,0.22959854143486608,0.00024245994318928356
0,2,1,1,2,999,0.539287952303358,0.04886645399173707,0.0001630607011248074,1001,0.5493685065981381,0.10498452802378296,0.00015190561509103112,986,1.2886197952574474,0.2623181280629436,0.0009795688601297785
0,2,1,1,3,433,0.5377612380953318,0.04902948782115032,0.0001396142009587108,435,0.5461344579030383,0.103825849050486,0.00018658062984218334,429,1.2953447217352498,0.25941526660113273,0.000783580308555634
0,2,1,2,0,2250,0.5403180982584577,0.05028996420657795,0.00019230249950586125,2279,0.5193767530848574,0.08808575340028967,0.00020688646049026933,2231,1.292080002680485,0.26990017891899964,0.00119851545501186
0,2,1,2,1,7341,0.5314560357346656,0.04807196971108594,8.497831340081185e-05,7385,0.5049160150808768,0.08957661313518463,7.981171130264595e-05,7316,1.2443291438022657,0.24994778078049093,0.0005130619049532611
0,2,1,2,2,1288,0.5459748183095001,0.04954832021829634,0.00021073260128526378,1303,0.5316255496375004,0.0936863598282842,0.00019124077529117912,1268,1.3391421076165526,0.2660027083378865,0.0012467742584422487
0,2,1,2,3,553,0.5486301493472547,0.05373248216076124,0.0003972009774796942,556,0.5225316353322309,0.09706857352052445,0.0003529081348693957,538,1.3674015853871118,0.2961833510781345,0.0027381718064178337
0,2,2,0,0,2061,0.5389690573759295,0.05023000441484704,0.00018258948476192682,2076,0.5101593284932667,0.10564121063910731,0.00013690865337517152,2019,1.296402416729149,0.2789529304905424,0.0009917169936299777
0,2,2,0,1,4383,0.5353421597637542,0.04933564681340135,0.0001349129121812488,4404,0.4985206025314636,0.10202471845787056,8.754096068391669e-05,4317,1.2789075711643054,0.27895055143164116,0.0007068976610361057
0,2,2,0,2,253,0.5396482100449176,0.06149413931564992,0.0007620028795599545,266,0.5064390049337947,0.1059877677611949,0.0005678109142660059,237,1.3567177608562158,0.3507283012411091,0.00479992992360805
0,2,2,0,3,182,0.5480701595062223,0.06392581443211827,0.001152680147229976,187,0.5125378451298325,0.11341974804820436,0.000763220211931892,158,1.4206852634393032,0.34578490012119883,0.008358524181534174
0,2,2,1,0,1354,0.5457549716251956,0.046041277494926994,0.00024921043955609067,1364,0.5097828545484484,0.09086823103315146,0.00021601470993332363,1319,1.3730151180115229,0.2695113140387183,0.0013528164899301606
0,2,2,1,1,4016,0.5374948155294662,0.0489222188246745,0.00014844451306073787,4054,0.4938925403102133,0.08954135551151846,0.00011096237010973673,3950,1.3167958804994964,0.28210617382338365,0.0008377461322594828
0,2,2,1,2,553,0.5594790475015103,0.05406080025679915,0.0005466439414457143,562,0.5251499987480955,0.10134748594810834,0.0004112378134046969,513,1.4728182821803328,0.3018863550720836,0.003486805921896991
0,2,2,1,3,267,0.5592205807635559,0.05220222419538751,0.0006238795709403774,276,0.5072294567909791,0.09778084602266753,0.0004910034908085308,246,1.458247274190207,0.28000227313649717,0.0040986464791888996
0,2,2,2,0,422,0.5608296813932165,0.05011287486407825,0.0007897695221521758,456,0.4953536023255081,0.08672768010843784,0.00073185926632102,403,1.4498694477990208,0.28806749902393164,0.004876955755021066
0,2,2,2,1,1704,0.5459572462761377,0.05037963234652522,0.00027344698670451616,1743,0.4826999741173076,0.08389654996089622,0.00026297523186297796,1638,1.369322917331006,0.28328087127949625,0.0016502284641874178
0,2,2,2,2,536,0.5720862005017675,0.05121489385830097,0.0006654819060377442,553,0.5127237400848534,0.10326813974695528,0.000500658565876877,497,1.5225295697879495,0.28986936522067974,0.004543064998999687
0,2,2,2,3,225,0.5686066562247473,0.04967844691257759,0.0009291196676726878,240,0.49494095465946397,0.09708817291841078,0.0007105228701381063,209,1.5311195671179554,0.30075560380819827,0.006174539768645976
1,0,0,0,0,54,0.5517124570693135,0.05546166948729635,0.0035523471022691944,59,0.489876260886197,0.1318047108597173,0.002808032481774798,54,1.309420158225711,0.30752939695154247,0.0196556924309899
1,0,0,0,1,90,0.5566108383063446,0.0798203778050927,0.0016060330642085916,96,0.4757767642598599,0.12646249160512754,0.0016147759114279383,86,1.3224310259360303,0.398551358538804,0.010965009930841907
1,0,0,1,0,33,0.5483012560293243,0.07667142443268354,0.004951525146700707,33,0.5424976459193711,0.1314551563295623,0.0052048031184826786,32,1.3689009722219878,0.40721737899295635,0.02099853741495749
1,0,0,1,1,19,0.5595021998661146,0.055674818107923,0.0028268109612633713,20,0.5110328603623016,0.14010195175173848,0.0007380370480526033,20,1.3519531865033518,0.35582955175054054,0.010743963231121544
1,0,0,2,0,28,0.5638432083482009,0.049675019563680346,0.0033001184937563243,30,0.5772185672034501,0.11372562821941916,0.005687697611231086,28,1.3370111798186293,0.29613668504425406,0.0226944930422999
1,0,0,2,1,23,0.5525221846722553,0.06226521333133188,0.0,23,0.5773054041779456,0.09036672046338697,0.0,23,1.3091652529725537,0.32619017939967987,0.0
1,0,1,0,0,302,0.5320691859333879,0.06283309403307552,0.0011711155626217991,309,0.5045832600323383,0.12130255639771984,0.001022139816438306,298,1.2352575481927954,0.3172414088717329,0.006649138177542455
1,0,1,0,1,450,0.5452487181692588,0.06587424558749828,0.0008029148093960934,462,0.5063052849728537,0.12969285911452538,0.0007064456874332777,431,1.306736210625757,0.33630447176300254,0.004630248661437651
1,0,1,1,0,105,0.5449868278216842,0.06285124333424122,0.0022333247997933787,107,0.5314241667685515,0.10335766408373058,0.0020367879797034997,101,1.3445028055974064,0.35269401908357156,0.01421076921779826
1,0,1,1,1,159,0.5295475588913761,0.06495928202407683,0.0012064707099305803,161,0.5053207427951663,0.10372419108290193,0.0011212080790065017,153,1.2917671041907537,0.33184184091701074,0.008177849856521393
1,0,1,2,0,74,0.5776347668890465,0.06075514410777208,0.002569974819003317,78,0.5028679919506711,0.12615311628858106,0.0031470947319513073,66,1.4243902578246352,0.3147381935726012,0.014333760796773358
1,0,1,2,1,93,0.5618423257795888,0.05858757489139186,0.002543707357106062,100,0.4892298893835422,0.10504910434954598,0.002554414235621432,89,1.3865904507672602,0.32255622939104606,0.01646664497338464
1,0,2,0,0,1111,0.5715457849620316,0.061249340317595484,0.000680888961817794,1224,0.5366066348260252,0.11050021294142254,0.0005789992012319797,848,1.50255538566385,0.3224340055449274,0.004671253621028186
1,0,2,0,1,2216,0.5610517755523456,0.06315956815582231,0.0004607756215573274,2377,0.5299044921033091,0.11687662568149626,0.0003747308952736419,1811,1.4829304106883892,0.33588423975508097,0.002945518819215305
1,0,2,1,0,235,0.5895076892110518,0.06485715044516412,0.002089027728436144,290,0.456262687994126,0.10530938003547403,0.001548089888773795,183,1.5449034367358145,0.3637591569568719,0.014748197609801351
1,0,2,1,1,577,0.5718832779971347,0.06784828146887018,0.0012969053389071921,692,0.45688747680619385,0.09387469967776021,0.000973593661143921,497,1.4985431054029463,0.3588212683833959,0.009006562002650145
1,0,2,2,0,103,0.5975497709259298,0.06375368259692575,0.0034999947593731015,139,0.43784514476949965,0.10289169579842541,0.0026806310005182345,87,1.5956123911335613,0.3414614909154965,0.02688052333069307
1,0,2,2,1,243,0.5949667642834073,0.0678515689617389,0.0023422684264015415,304,0.43194460924156847,0.08995442002257996,0.0017704616789396836,185,1.5172274893366193,0.334411903675113,0.016909605733783743
1,1,0,0,0,93,0.5454637762990507,0.06653689453404714,0.002461302458473503,95,0.49683755716775513,0.11514059689833231,0.0019942542542701197,93,1.2713842528932595,0.3584833611190963,0.01099299193623383
1,1,0,0,1,190,0.5247808754210047,0.06738020624827025,0.0013715700782337937,193,0.4855350103144358,0.11352090645987542,0.0010248036060223533,189,1.1755387466920877,0.33218995721785655,0.006743528094401945
1,1,0,0,2,15,0.5120156536784939,0.07158582031730025,0.0,16,0.40943738472124197,0.09075697565540163,0.0,14,1.0288620555508488,0.23167551857503643,0.0
1,1,0,0,3,10,0.5263924864078485,0.06361622653700844,0.0015696332639360323,12,0.5111518082267884,0.12136965108767739,0.005121728055157305,10,1.1523256161783766,0.2947509122148061,0.006356286596069749
1,1,0,1,0,109,0.5063478942456797,0.05988653047082376,0.0009878700481039658,113,0.5303413796191011,0.09421780742481926,0.0006340448046617403,112,1.0912556025054825,0.29584794080406657,0.004097022032573715
1,1,0,1,1,255,0.5107551295993135,0.05392534194806422,0.0004949831490339091,262,0.5259785833432284,0.10735000462914124,0.0004932585635399895,260,1.0834764078999506,0.2625834280418278,0.0023244156118683214
1,1,0,1,2,5,0.5447458852831857,0.04075541833594961,0.0,5,0.5177111071961438,0.15457760503359344,0.0,5,1.222861375521468,0.2219408140357655,0.0
1,1,0,2,0,128,0.5169967379707676,0.06150422417210189,0.0006034271934062209,128,0.5422710906178992,0.10117493889345842,0.0007016439083458318,130,1.1553168674271956,0.30999496192301834,0.0025659788220705067
1,1,0,2,1,268,0.5068370443642125,0.05376954817126436,0.0002876642722425195,274,0.5250061943798195,0.09516430401066553,0.0003990849776067684,272,1.0763379835045386,0.2540866362225934,0.0012174466268724188
1,1,0,2,2,1,0.5793782149532594,,0.0,1,0.5225249901796932,,0.0,1,1.3944463734283428,,0.0
1,1,1,0,0,416,0.5167487132462949,0.055053327922373115,0.000614184908661515,427,0.49766866303470464,0.10836515204237529,0.0005622833576865063,420,1.1297315664316947,0.27451245083877895,0.0027401028126146773
1,1,1,0,1,694,0.513292719364853,0.05377996504354798,0.0005482001471276203,707,0.49280482344001786,0.09698304031559267,0.00042101054653804,709,1.1169920932556978,0.27996808814388907,0.0024977276237048806
1,1,1,0,2,20,0.5211593198819529,0.05088490064710868,0.0,20,0.4382887521225595,0.08915694013950534,0.0,20,1.1276692885715278,0.25944599761261994,0.0
1,1,1,0,3,8,0.5177948774231121,0.08850012288546931,0.011116381238772082,8,0.39570531144693877,0.09423205989174524,0.011270961377530274,8,1.1511740705266154,0.4195985474965836,0.06387529994216441
1,1,1,1,0,321,0.5168302174145328,0.05707026870976096,0.000649448273041095,323,0.5078947739782537,0.1051634071966058,0.0004503964536488851,323,1.1581072526329919,0.28239539616566883,0.0025814336050802343
1,1,1,1,1,817,0.502171602722728,0.050996250183364525,0.0003188421926470807,831,0.4858619589994519,0.09268453925333495,0.00027223082527448003,833,1.0694645787106922,0.2444826728173795,0.0012567488255691036
1,1,1,1,2,3,0.5805509615035979,0.030925060183724432,0.0,3,0.4125124213870747,0.003302696427861952,0.0,3,1.4244119390010812,0.19554136937707425,0.0
1,1,1,1,3,1,0.600198153368596,,0.04175524451456425,1,0.5019174197441758,,0.05133474149993411,1,1.5366600907033954,,0.2539114142864658
1,1,1,2,0,280,0.5290706625667815,0.061174517965552504,0.0007449387356261746,289,0.5093764797228154,0.10274506711634451,0.0008223096465832805,275,1.2105596467487356,0.3154542487129876,0.003791501445713504
1,1,1,2,1,574,0.5106534189302547,0.05469359029926953,0.00037291113075096395,587,0.49295063789731614,0.09897780560686237,0.00035472052122683697,578,1.1179101737671777,0.26722907595073814,0.001560710276124213
1,1,2,0,0,1546,0.5396602912035164,0.060456834194271836,0.0004091087539999054,1597,0.48819937908140365,0.09581783605625886,0.00031904975978146806,1399,1.320588361114584,0.3620876343523081,0.002247077381787254
1,1,2,0,1,3234,0.5289274121810521,0.061352384480470284,0.0003112521496278013,3329,0.4736421769649142,0.09210860276153711,0.0002094411745758121,2992,1.2568001487854594,0.34925676043291154,0.0016490949110093192
1,1,2,0,2,11,0.5421139627694953,0.04915300237613104,0.005276742212783698,11,0.42759198431721274,0.0977683401929661,0.004454955969518094,11,1.2443017899104203,0.25213204190596084,0.029699904273312525
1,1,2,0,3,4,0.5217424204440796,0.062014716898687476,0.01232742737629077,5,0.35690476492865364,0.08595796837615956,0.00940714242148109,4,1.185638203942721,0.22629535096341738,0.06388588030616373
1,1,2,1,0,597,0.5470228990869935,0.06247462960587816,0.0007037619500575183,646,0.46822107376854605,0.10174231892815581,0.0005738127744559264,568,1.3441299856856332,0.3566280003532125,0.004329756167890315
1,1,2,1,1,1715,0.5317830406743147,0.0605838946899146,0.0004394083671889647,1786,0.4498600550989358,0.08980766120419158,0.0003248319840304464,1661,1.256590331779274,0.3230988479844468,0.002623109112205076
1,1,2,1,2,1,0.591871069106338,,0.02738132490994294,1,0.4113886745794373,,0.020349995314080216,1,1.5237898684314164,,0.18162166894120602
1,1,2,1,3,1,0.5471579051980174,,0.0,1,0.4498976234595944,,0.0,1,1.2722046297110714,,0.0
1,1,2,2,0,269,0.5647559652998074,0.07067003527594974,0.0012364360488010063,293,0.46015020412182434,0.09389839101267507,0.0011718211989821584,232,1.3929645973901634,0.3683712818923964,0.0076758481372157465
1,1,2,2,1,590,0.5459419410594207,0.0641377243076986,0.0007411417609164801,614,0.44997039383678283,0.08927774745048894,0.0006492272855593132,547,1.3388817664969186,0.3461254937727813,0.004504046808447565
