RGIId,wgms_ELA,wgms_THAR,wgms_AAR,wgms_AABR,CenLon,CenLat,compile_AAR,intercept_AAR,steady_AAR,compile_ELA,intercept_ELA,steady_ELA,compile_THAR,intercept_THAR,steady_THAR,compile_AABR,intercept_AABR,steady_AABR
RGI60-11.01987,2873.3102728962417,0.5191498484165925,0.5251265111944902,1.1975185045135357,8.4812,46.416,0.4758317043149849,0.4758317043149849,0.4758317043149849,2893.56169532607,2893.56169532607,2893.56169532607,0.5546218589608195,0.5546218589608195,0.5546218589608195,0.9822727002098556,0.9822727002098556,0.9822727002098556
RGI60-11.02214,2938.7849597532163,0.6938206319809525,0.235584812662043,0.3166739520362735,10.5127,46.348,0.4533216141404005,0.4533216141404005,0.4533216141404005,2904.165770426383,2904.165770426383,2904.165770426383,0.4932517705261058,0.4932517705261058,0.4932517705261058,0.850263266493091,0.850263266493091,0.850263266493091
RGI60-11.02679,3190.278139278966,0.358111994530405,0.5769751018357051,1.5221995101701262,7.9131,46.055,0.497952270166245,0.497952270166245,0.497952270166245,3233.323078675573,3233.323078675573,3233.323078675573,0.3965733295003422,0.3965733295003422,0.3965733295003422,1.1090189342188936,1.1090189342188936,1.1090189342188936
RGI60-11.02704,3265.264357704558,0.4234439983357811,0.6149458232511708,1.8504747629438416,7.90949,46.0336,0.5538288955733752,0.5538288955733752,0.5538288955733752,3302.086449554023,3302.086449554023,3302.086449554023,0.4499799414245399,0.4499799414245399,0.4499799414245399,1.436399193954744,1.436399193954744,1.436399193954744
RGI60-11.02746,3027.60792582572,0.4317243486624791,0.5413941620725449,1.3017965129038354,7.92806,46.0081,0.4755253417545932,0.4755253417545932,0.4755253417545932,3064.976926272125,3064.976926272125,3064.976926272125,0.4769832346596327,0.4769832346596327,0.4769832346596327,1.0009220034721815,1.0009220034721815,1.0009220034721815
RGI60-11.02764,3397.457129509508,0.383671785392882,0.5577524605851242,1.3990151474867945,7.87661,46.0124,0.5049527807513119,0.5049527807513119,0.5049527807513119,3426.038122955901,3426.038122955901,3426.038122955901,0.4112137298831486,0.4112137298831486,0.4112137298831486,1.132553833046911,1.132553833046911,1.132553833046911
RGI60-11.02766,3037.287110307581,0.3997055159119015,0.7109346021896651,3.0486049803382977,7.29108,45.9647,0.6169213915379885,0.6169213915379885,0.6169213915379885,3142.5862886477494,3142.5862886477494,3142.5862886477494,0.455320536552946,0.455320536552946,0.455320536552946,1.9684578170526623,1.9684578170526623,1.9684578170526623
RGI60-11.02773,3201.055510395203,0.5620504820992029,0.6596840361334634,2.2020893539026827,7.87051,45.9936,0.5947112612509936,0.5947112612509936,0.5947112612509936,3241.9879503552274,3241.9879503552274,3241.9879503552274,0.5972694825212574,0.5972694825212574,0.5972694825212574,1.656925116542532,1.656925116542532,1.656925116542532
RGI60-11.02774,3201.008501002746,0.5153610256387396,0.5830613985363541,1.517990865415911,7.38888,45.9921,0.5571958818035534,0.5571958818035534,0.5571958818035534,3211.320676587254,3211.320676587254,3211.320676587254,0.5244566256728462,0.5244566256728462,0.5244566256728462,1.3644196157982964,1.3644196157982964,1.3644196157982964
RGI60-11.03135,3073.5474552728474,0.4467226321091699,0.5869184496170399,1.4505700698205026,7.38984,45.5181,0.5060224799222849,0.5060224799222849,0.5060224799222849,3083.1471018672164,3083.1471018672164,3083.1471018672164,0.4964620832407098,0.4964620832407098,0.4964620832407098,1.045715485024043,1.045715485024043,1.045715485024043
RGI60-11.03209,3118.383962876638,0.763366753072607,0.4359152762599783,0.7982406081104266,0.639342666,42.64897919,0.53310983041482,0.53310983041482,0.53310983041482,3103.734012262236,3103.734012262236,3103.734012262236,0.7104240896519999,0.7104240896519999,0.7104240896519999,1.1812033993659392,1.1812033993659392,1.1812033993659392
RGI60-11.03232,3093.481999726784,0.7208535074746896,0.5218432206509553,1.146825875481883,-0.141221896,42.77119064,0.5982928725305148,0.5982928725305148,0.5982928725305148,3074.573597695029,3074.573597695029,3074.573597695029,0.6757260546697543,0.6757260546697543,0.6757260546697543,1.5708537449794355,1.5708537449794355,1.5708537449794355
RGI60-11.03241,2747.0665800724296,0.5800632662170055,0.5565915269252516,1.2738982818099205,13.56671,42.47054,0.5565915269252516,0.5565915269252516,0.5565915269252516,2747.0665800724296,2747.0665800724296,2747.0665800724296,0.5800632662170055,0.5800632662170055,0.5800632662170055,1.2738982818099205,1.2738982818099205,1.2738982818099205
RGI60-12.00161,3861.487093371578,0.3064450404087857,0.5984166428450829,1.7053362117301512,42.4674,43.3121,0.5461578013058584,0.5461578013058584,0.5461578013058584,3895.1973442524927,3895.1973442524927,3895.1973442524927,0.3258602495301343,0.3258602495301343,0.3258602495301343,1.3776795271664903,1.3776795271664903,1.3776795271664903
RGI60-12.01132,3191.8848744642323,0.469434763384284,0.5799455585011623,1.5459069400648455,42.7612,43.1944,0.5441228628374442,0.5441228628374442,0.5441228628374442,3209.836788218272,3209.836788218272,3209.836788218272,0.4877168510205019,0.4877168510205019,0.4877168510205019,1.334409153306644,1.334409153306644,1.334409153306644
RGI60-13.08624,3777.1417805434394,0.4791964927336772,0.4983944952373526,1.0733991829871208,77.08058731,43.043653,0.460838533799387,0.460838533799387,0.460838533799387,3790.902252292375,3790.902252292375,3790.902252292375,0.4990922325372543,0.4990922325372543,0.4990922325372543,0.9243594253036213,0.9243594253036213,0.9243594253036213
RGI60-13.45334,4072.01245145953,0.3692753151534791,0.5724547839337535,1.4120546055143282,86.801,43.117,0.4926845368724329,0.4926845368724329,0.4926845368724329,4096.664500517158,4096.664500517158,4096.664500517158,0.4136155128010557,0.4136155128010557,0.4136155128010557,1.0263021773104362,1.0263021773104362,1.0263021773104362
RGI60-13.45335,3947.653644893926,0.3741777788371857,0.6166213148741299,1.684666991805631,86.81,43.111,0.4661906833281588,0.4661906833281588,0.4661906833281588,4004.212385229509,4004.212385229509,4004.212385229509,0.4991556001215965,0.4991556001215965,0.4991556001215965,0.9155012685219344,0.9155012685219344,0.9155012685219344
RGI60-14.15536,4613.2129415722875,0.4874059933974314,0.2129738855780126,0.2890417848763868,77.37383329,32.23484894,0.4603856497535823,0.4603856497535823,0.4603856497535823,4514.991795060297,4514.991795060297,4514.991795060297,0.4029017802875178,0.4029017802875178,0.4029017802875178,0.9094223473395396,0.9094223473395396,0.9094223473395396
RGI60-14.15990,4967.741276888793,0.4451777481284212,0.6233857507333448,1.823441305958398,77.50751394,32.22421554,0.5470646853879421,0.5470646853879421,0.5470646853879421,5021.21434151464,5021.21434151464,5021.21434151464,0.482535631715134,0.482535631715134,0.482535631715134,1.3275274556596957,1.3275274556596957,1.3275274556596957
RGI60-15.03586,5458.480226889558,0.4706070016790551,0.5269932582338379,1.1858512306779858,86.88914722,27.72891359,0.4831716838549795,0.4831716838549795,0.4831716838549795,5497.125748499467,5497.125748499467,5497.125748499467,0.5087247691308354,0.5087247691308354,0.5087247691308354,0.9955509140516838,0.9955509140516838,0.9955509140516838
RGI60-15.11693,5341.0289261132475,0.5763656659680518,0.5601451518221796,1.3170276520022088,96.975,29.387,0.5065837576476218,0.5065837576476218,0.5065837576476218,5357.593374958493,5357.593374958493,5357.593374958493,0.6105956756739996,0.6105956756739996,0.6105956756739996,1.061453440407473,1.061453440407473,1.061453440407473
RGI60-16.00543,5178.091825057042,0.293615810129964,0.6896726688537115,2.3851726738492074,-68.1439,-16.274,0.5407789963420512,0.5407789963420512,0.5407789963420512,5276.555805464289,5276.555805464289,5276.555805464289,0.3838127924551244,0.3838127924551244,0.3838127924551244,1.2663253028749524,1.2663253028749524,1.2663253028749524
RGI60-16.01383,4987.3417636810145,0.6093732190198363,0.3892998687030948,0.6635672466213508,-72.3088,6.50488,0.5250841148609873,0.5250841148609873,0.5250841148609873,4950.700074952722,4950.700074952722,4950.700074952722,0.5484000479839178,0.5484000479839178,0.5484000479839178,1.1521573541233865,1.1521573541233865,1.1521573541233865
RGI60-16.02086,4968.968260666796,0.5894521030953702,0.3049961606989916,0.4550564996815981,-77.2709,-9.65293,0.5333277977676764,0.5333277977676764,0.5333277977676764,4904.8254133407,4904.8254133407,4904.8254133407,0.4253076300180068,0.4253076300180068,0.4253076300180068,1.1826492206348824,1.1826492206348824,1.1826492206348824
RGI60-16.02485,5162.085598495237,0.6708890340540814,0.4925426288248324,1.0204104096436568,-77.6122,-8.9473,0.6315467049340932,0.6315467049340932,0.6315467049340932,5091.756072680496,5091.756072680496,5091.756072680496,0.5558313539275166,0.5558313539275166,0.5558313539275166,1.805466858453588,1.805466858453588,1.805466858453588
RGI60-17.12440,1935.6096458086345,0.41340545639286,0.6179299869344191,1.7798332064468154,-72.0213,-39.9458,0.5054679946475503,0.5054679946475503,0.5054679946475503,1965.9998018803144,1965.9998018803144,1965.9998018803144,0.4546651731866005,0.4546651731866005,0.4546651731866005,1.1226018121878134,1.1226018121878134,1.1226018121878134
RGI60-18.01130,1950.4444315743624,0.3819166708717764,0.4491961379467888,0.9161349439635114,169.437,-44.0715,0.4491961379467888,0.4491961379467888,0.4491961379467888,1950.4444315743624,1950.4444315743624,1950.4444315743624,0.3819166708717764,0.3819166708717764,0.3819166708717764,0.9161349439635114,0.9161349439635114,0.9161349439635114
RGI60-19.00595,293.93920585662016,0.4353677217800549,0.5681758796894845,3.3532907516383235,-57.3729,-63.8619,0.6845971640932589,0.6845971640932589,0.6845971640932589,237.66024723594523,237.66024723594523,237.66024723594523,0.3389999749546551,0.3389999749546551,0.3389999749546551,6.439767332576135,6.439767332576135,6.439767332576135
RGI60-19.02056,191.0600511125613,0.5799008337067273,0.5523907501587096,2.1690057395243665,-60.3991,-62.6912,0.5523907501587096,0.5523907501587096,0.5523907501587096,191.0600511125613,191.0600511125613,191.0600511125613,0.5799008337067273,0.5799008337067273,0.5799008337067273,2.1690057395243665,2.1690057395243665,2.1690057395243665
RGI60-19.02059,212.2412465252723,0.6206572199380397,0.5561999800135419,2.098485604864608,-60.3547,-62.6707,0.5561999800135419,0.5561999800135419,0.5561999800135419,212.2412465252723,212.2412465252723,212.2412465252723,0.6206572199380397,0.6206572199380397,0.6206572199380397,2.098485604864608,2.098485604864608,2.098485604864608
