RGIId,wgms_ELA,wgms_THAR,wgms_AAR,wgms_AABR,CenLon,CenLat,compile_AAR,intercept_AAR,steady_AAR,compile_ELA,intercept_ELA,steady_ELA,compile_THAR,intercept_THAR,steady_THAR,compile_AABR,intercept_AABR,steady_AABR
RGI60-11.00719,3124.910572800752,0.4386048225986156,0.599743609434076,1.6060405727867433,10.818,46.8762,0.5358102690869683,0.5358102690869683,0.5358102690869683,3147.840778093468,3147.840778093468,3147.840778093468,0.4715638078364738,0.4715638078364738,0.4715638078364738,1.2367745062918345,1.2367745062918345,1.2367745062918345
RGI60-11.00781,2781.5541160527587,0.5337404107229826,0.5946620234475993,1.615083064897512,10.1603,46.8577,0.5456808077788083,0.5456808077788083,0.5456808077788083,2807.7074963986934,2807.7074963986934,2807.7074963986934,0.5731791770602489,0.5731791770602489,0.5731791770602489,1.3202362963399294,1.3202362963399294,1.3202362963399294
RGI60-11.00787,3153.194252744726,0.5793246507282311,0.645397258341727,1.9294793763049751,10.7907,46.8424,0.5678003957243779,0.5678003957243779,0.5678003957243779,3175.7296354702435,3175.7296354702435,3175.7296354702435,0.6156811325882142,0.6156811325882142,0.6156811325882142,1.3885709841589549,1.3885709841589549,1.3885709841589549
RGI60-11.00797,2862.1192140327607,0.6959602590109318,0.6354026248260046,1.9124185503097604,10.1054,46.8515,0.6354026248260046,0.6354026248260046,0.6354026248260046,2862.1192140327607,2862.1192140327607,2862.1192140327607,0.6959602590109318,0.6959602590109318,0.6959602590109318,1.9124185503097604,1.9124185503097604,1.9124185503097604
RGI60-11.00804,2772.715685016493,0.4769199064087475,0.5442602048426456,1.298606689802206,10.0766,46.8524,0.5087060217854666,0.5087060217854666,0.5087060217854666,2788.641846686201,2788.641846686201,2788.641846686201,0.5034548201460569,0.5034548201460569,0.5034548201460569,1.1257957234425202,1.1257957234425202,1.1257957234425202
RGI60-11.00897,2937.564778288394,0.4170363348839294,0.6661581732017269,2.2986479731575997,10.7584,46.8003,0.5564219807794523,0.5564219807794523,0.5564219807794523,3029.124758848897,3029.124758848897,3029.124758848897,0.496096234601065,0.496096234601065,0.496096234601065,1.433536617645946,1.433536617645946,1.433536617645946
RGI60-11.01450,2933.639213715221,0.5431191448458532,0.6713550191934212,2.7098447517736837,8.01919,46.5028,0.6713550191934212,0.6713550191934212,0.6713550191934212,2933.639213715221,2933.639213715221,2933.639213715221,0.5431191448458532,0.5431191448458532,0.5431191448458532,2.709844751773684,2.709844751773684,2.709844751773684
RGI60-11.01704,3168.0455971431943,0.5966949224613475,0.6038251114235635,1.5936007327536597,10.771,46.4838,0.5425619898717632,0.5425619898717632,0.5425619898717632,3183.79817626139,3183.79817626139,3183.79817626139,0.6377329443941203,0.6377329443941203,0.6377329443941203,1.2390997711660765,1.2390997711660765,1.2390997711660765
RGI60-11.01776,3108.0888967975907,0.6148755696618039,0.5990706406650353,1.6426707439995734,10.6115,46.4674,0.5990706406650353,0.5990706406650353,0.5990706406650353,3108.0888967975907,3108.0888967975907,3108.0888967975907,0.6148755696618039,0.6148755696618039,0.6148755696618039,1.6426707439995734,1.6426707439995734,1.6426707439995734
RGI60-11.01876,2887.071953638028,0.5498258812225406,0.600993294373159,1.7083385211625344,8.33019,46.4383,0.600993294373159,0.600993294373159,0.600993294373159,2887.071953638028,2887.071953638028,2887.071953638028,0.5498258812225406,0.5498258812225406,0.5498258812225406,1.7083385211625344,1.7083385211625344,1.7083385211625344
